,Team,ID,Nationality,Country,Birthdate,Region,Short
2587,Berlin International Gaming Chroma,Lumi,,Germany,,EMEA,BIG.C
2588,Berlin International Gaming Chroma,Trez,United Kingdom,,1997-11-13,EMEA,BIG.C
2589,Berlin International Gaming Chroma,Zavee,,Germany,2001-07-19,EMEA,BIG.C
2590,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
2591,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
2592,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
2593,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
2594,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
2595,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
2596,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
2597,Bethany Lutheran College,Coach Coso,,Canada,,North America,BLC
2598,Bethany Lutheran College,DoA,,United States,,North America,BLC
2599,Bethany Lutheran College,dog2,,United States,1998-07-09,North America,BLC
2600,Bethany Lutheran College,EQon,,Mongolia,,North America,BLC
2601,Bethany Lutheran College,Gweiss,,United States,,North America,BLC
2602,Bethany Lutheran College,MCFLURRY,,United States,,North America,BLC
2603,Bethany Lutheran College,wizardish,,United States,,North America,BLC
2604,Beyond Gaming,1116,,Taiwan,2002-11-16,PCS,BYG
2605,Beyond Gaming,Betty,,Taiwan,2000-01-16,PCS,BYG
2606,Beyond Gaming,Butter,,Taiwan,1995-10-26,PCS,BYG
2607,Beyond Gaming,DinTer,,Taiwan,1990-11-26,PCS,BYG
2608,Beyond Gaming,Eason,,Taiwan,1997-08-19,PCS,BYG
2609,Beyond Gaming,Feng,,Taiwan,,PCS,BYG
2610,Beyond Gaming,Glen,,Taiwan,1990-03-05,PCS,BYG
2611,Beyond Gaming,Keres,,Hong Kong,1999-09-15,PCS,BYG
2612,Beyond Gaming,Kongyue,,Taiwan,1999-07-19,PCS,BYG
2613,Beyond Gaming,Likai,,Taiwan,2002-09-11,PCS,BYG
2614,Beyond Gaming,RenYe,,Taiwan,,PCS,BYG
2615,Beyond Gaming,Stanley,,Taiwan,1991-05-06,PCS,BYG
2616,Beyond Gaming Academy,Puyu,,Taiwan,2003-05-29,PCS,BYG.A
2617,Beyond Gaming Academy,Winable,,Taiwan,,PCS,BYG.A
2618,Bilibili Gaming,Baiye,,China,,China,BLG
2619,Bilibili Gaming,BigWei,,Taiwan,,China,BLG
2620,Bilibili Gaming,Bin,,China,2003-09-28,China,BLG
2621,Bilibili Gaming,Duan,,China,1996-02-25,China,BLG
2622,Bilibili Gaming,Elk,,China,2001-09-29,China,BLG
2623,Bilibili Gaming,ON,,China,2003-05-12,China,BLG
2624,Bilibili Gaming,Tabe,,Hong Kong,1991-01-18,China,BLG
2625,Bilibili Gaming,Xiasu,,China,,China,BLG
2626,Bilibili Gaming,XUN,,China,2002-02-05,China,BLG
2627,Bilibili Gaming,Yagao,,China,1998-10-19,China,BLG
2628,Bilibili Gaming Junior,616,,China,,China,BLGJ
2629,Bilibili Gaming Junior,Aherusi,,China,,China,BLGJ
2630,Bilibili Gaming Junior,can,,China,,China,BLGJ
2631,Bilibili Gaming Junior,huanhuan,,China,,China,BLGJ
2632,Bilibili Gaming Junior,Hunter,,China,,China,BLGJ
2633,Bilibili Gaming Junior,Junhao,,China,,China,BLGJ
2634,Bilibili Gaming Junior,Jwei,,China,2003-01-05,China,BLGJ
2635,Bilibili Gaming Junior,lamb,,China,,China,BLGJ
2636,Bilibili Gaming Junior,Price,,China,,China,BLGJ
2637,Bilibili Gaming Junior,Rise,,China,2002-06-11,China,BLGJ
2638,Bilibili Gaming Junior,Xiaoxia,,China,,China,BLGJ
2639,Bis Esports,Carbono,,Spain,,EMEA,BIS
2640,Bis Esports,Enigma,,Spain,,EMEA,BIS
2641,Bis Esports,Eskiper,,Spain,2003-09-19,EMEA,BIS
2642,Bis Esports,Espejo,,Spain,,EMEA,BIS
2643,Bis Esports,Foxie,,Slovenia,,EMEA,BIS
2644,Bis Esports,Murci,,Spain,,EMEA,BIS
2645,Bis Esports,Sh3ry,,Spain,,EMEA,BIS
2646,Bis Esports,Uthred,,Spain,,EMEA,BIS
2647,BISONS ECLUB,Legolas,,Spain,2000-12-20,EMEA,BSO
2648,BISONS ECLUB,Machuki,,Spain,,EMEA,BSO
2649,BISONS ECLUB,Myrwn,,Spain,2003-06-13,EMEA,BSO
2650,BISONS ECLUB,NoName,,United Kingdom,2003-08-15,EMEA,BSO
2651,BISONS ECLUB,Oscure,,Spain,2000-04-30,EMEA,BSO
2652,BISONS ECLUB,Random,,Czech Republic,2001-12-30,EMEA,BSO
2653,BISONS ECLUB,Rubenxico,,Spain,,EMEA,BSO
2654,BK ROG Esports,21XXX,,France,,EMEA,BKR
2655,BK ROG Esports,Czekolad,,Poland,2000-02-15,EMEA,BKR
2656,BK ROG Esports,Howling,,South Korea,2003-09-17,EMEA,BKR
2657,BK ROG Esports,Jarge,,United Kingdom,,EMEA,BKR
2658,BK ROG Esports,Pridestalkr,,Netherlands,1999-01-19,EMEA,BKR
2659,BK ROG Esports,Trigger,,South Korea,2000-10-10,EMEA,BKR
2660,BK ROG Esports,Veignorem,,France,2000-01-31,EMEA,BKR
2661,Black Lion,Joselu,,Spain,1994-01-28,EMEA,BL
2662,Black Star Gaming,SaDJesteRRR,,Russia,1991-08-03,CIS,BSG
2663,BlueWhites,Egetz,,Finland,,EMEA,BW
2664,BlueWhites,h0la,,Finland,,EMEA,BW
2665,BlueWhites,Massiivinen,,Finland,,EMEA,BW
2666,BlueWhites,Mörkö,,Finland,2002-09-07,EMEA,BW
2667,BlueWhites,yones,,Finland,,EMEA,BW
2668,Boavista FC,Campello,,Brazil,1999-07-30,EMEA,BFC
2669,Boavista FC,Endeavor,,Portugal,,EMEA,BFC
2670,Boavista FC,PikaSensei,,Portugal,,EMEA,BFC
2671,Boavista FC,Rezso,,Portugal,,EMEA,BFC
2672,Boavista FC,rnz,,Portugal,,EMEA,BFC
2673,Boavista FC,TiaguuZ,,Portugal,,EMEA,BFC
2674,Boavista FC,Unversed,,Portugal,,EMEA,BFC
2675,Boavista FC,Zen,,Portugal,,EMEA,BFC
2676,Boca Juniors Gaming,ZURDitw,,Argentina,,Latin America,BOC
2677,Braves Rising,Face,,Colombia,,Latin America,BRR
2678,BRUTE,AKEN,Turkey,Germany,2001-06-28,EMEA,BRT
2679,BRUTE,Bp,,Portugal,2000-12-01,EMEA,BRT
2680,BRUTE,eaRyz,,France,1999-12-21,EMEA,BRT
2681,BRUTE,hainess,,Poland,,EMEA,BRT
2682,BRUTE,Munet,,Czech Republic,1999-05-19,EMEA,BRT
2683,BRUTE,Peto,,Slovakia,,EMEA,BRT
2684,BRUTE,raining,,Slovakia,2002-12-12,EMEA,BRT
2685,BRUTE,Ryu0,,Germany,,EMEA,BRT
2686,BRUTE,Silk,"Spain,Ukraine",Ukraine,,EMEA,BRT
2687,Burning Core,34,,South Korea,1995-03-29,Japan,BC
2688,Burning Core,Broooock,,Japan,1998-06-10,Japan,BC
2689,Burning Core,DICE,,South Korea,2003-12-16,Japan,BC
2690,Burning Core,EL,,South Korea,2002-09-01,Japan,BC
2691,Burning Core,koisi,,Japan,,Japan,BC
2692,Burning Core,Raina,,Japan,1997-03-04,Japan,BC
2693,Burning Core,RayFarky,,Japan,1999-05-28,Japan,BC
2694,Burning Core,Yuhi,,Japan,1999-08-12,Japan,BC
2695,Burning Core Academy,AIM4,,Japan,,Japan,BC.A
2696,Burning Core Academy,Calamity,,Japan,,Japan,BC.A
2697,Burning Core Academy,Enapon,,Japan,,Japan,BC.A
2698,Burning Core Academy,KirinBoss,,Taiwan,,Japan,BC.A
2699,Burning Core Academy,Sai,,Taiwan,,Japan,BC.A
2700,Burning Core Academy,Sunleaf,,Japan,,Japan,BC.A
2701,Burst The Sky Esports,Tidus,,Vietnam,,Vietnam,SKY
2702,Byteway Esports,Gaio,,Portugal,,EMEA,BWE
2703,Byteway Esports,Henra,,Portugal,,EMEA,BWE
2704,Byteway Esports,Kamyta,,Portugal,,EMEA,BWE
2705,Byteway Esports,MetroArcher,,Portugal,,EMEA,BWE
2706,Byteway Esports,Misaki,,Portugal,2001-03-15,EMEA,BWE
2707,Byteway Esports,Rpramp,,Portugal,,EMEA,BWE
2708,Byteway Esports,TMuKK,,Portugal,1997-12-07,EMEA,BWE
2709,Byteway Esports,yanjee,,Portugal,,EMEA,BWE
2710,Carleton University,Never Story,,Canada,,North America,CU
2711,Carleton University,ptalp,,Canada,,North America,CU
2712,Carleton University,Undefined,,Canada,2001-02-21,North America,CU
2713,Case Esports,Ace,"Spain,Uruguay",Uruguay,,EMEA,CASE
2714,Case Esports,Coldraa,,Turkey,2002-08-14,EMEA,CASE
2715,Case Esports,Javier,,Spain,,EMEA,CASE
2716,Case Esports,LeBron,,Bulgaria,1999-11-26,EMEA,CASE
2717,Case Esports,Pyrka,,Poland,2000-06-04,EMEA,CASE
2718,Case Esports,Ray,,South Korea,1998-03-15,EMEA,CASE
2719,Case Esports,Rhuckz,,Portugal,1996-08-28,EMEA,CASE
2720,Case Esports,Xaio,,Spain,1991-05-13,EMEA,CASE
2721,CCG Esports,Geiger,,United States,,North America,CCG
2722,CCG Esports,Gryffinn,,United States,2006-09-07,North America,CCG
2723,CCG Esports,SophistSage,,South Korea,,North America,CCG
2724,CCG Esports,Yama,,United States,1999-05-16,North America,CCG
2725,CCG Esports,Yunbee,,Canada,,North America,CCG
2726,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
2727,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
2728,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
2729,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
2730,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
2731,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
2732,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
2733,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
2734,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
2735,Chilli Esport,Blice,,Hungary,1999-03-08,EMEA,CHIL
2736,Chilli Esport,Hobko,,Slovakia,,EMEA,CHIL
2737,Chilli Esport,Marzo,,Slovakia,,EMEA,CHIL
2738,Chilli Esport,MjrDee,,Czech Republic,1998-12-28,EMEA,CHIL
2739,Chilli Esport,riotdopa,,Czech Republic,,EMEA,CHIL
2740,Chilli Esport,Toumes,,Czech Republic,,EMEA,CHIL
2741,Chilli Esport,Vibe,,Czech Republic,,EMEA,CHIL
2742,Cidade Curiosa Esports,Travanques,,Portugal,,Europe,CCS
2743,Cienciano Esports,Sukoi,,Peru,,Latin America,CCC
2744,Cincinnati Fear,JayJ,,Canada,1997-09-13,North America,FEAR
2745,Cincinnati Fear,Kade,,United States,,North America,FEAR
2746,Cincinnati Fear,Kiao,,Poland,,North America,FEAR
2747,Cincinnati Fear,LE0,,United States,,North America,FEAR
2748,Cincinnati Fear,Minui,,United States,2003-03-26,North America,FEAR
2749,Cincinnati Fear,Perry,,United States,2004-04-22,North America,FEAR
2750,Cincinnati Fear,Philip,,Canada,2002-07-28,North America,FEAR
2751,Cincinnati Fear,shochi,,United States,2002-01-25,North America,FEAR
2752,Cleary University,EnerChi,,United States,,North America,CU
2753,Cleary University,Kyuki,,United States,,North America,CU
2754,Cleary University,Leomarc,,Philippines,,North America,CU
2755,Cleary University,Painshell,,Philippines,,North America,CU
2756,Cleary University,Peak Human,,Philippines,,North America,CU
2757,Cleary University,YuzukiJG,,United States,,North America,CU
2758,Cleveland State University,Amertria,,United States,2003-01-04,North America,CSU
2759,Cleveland State University,aqualad2012,,United States,2002-09-08,North America,CSU
2760,Cleveland State University,chungles,,United States,,North America,CSU
2761,Cleveland State University,CSU Hondo,,United States,,North America,CSU
2762,Cleveland State University,HisBeardsWeird,,United States,1995-02-09,North America,CSU
2763,Cleveland State University,Rekt by Kakarot,,United States,1998-02-16,North America,CSU
2764,Cleveland State University,Shoes,,United States,1997-02-10,North America,CSU
2765,Cleveland State University,ShySept,,Turkey,1995-04-07,North America,CSU
2766,Cleveland State University,Skrub McLord,,United States,2004-09-10,North America,CSU
2767,Cleveland State University,SynVT,Mexico,United States,2004-04-20,North America,CSU
2768,Cleveland State University,Tarp,,United States,1984-05-18,North America,CSU
2769,Cleveland State University,TheOGMudkip,,United States,1998-09-01,North America,CSU
2770,Cloud9,autumn,,South Korea,1998-04-19,North America,C9
2771,Cloud9,Berserker,,South Korea,2003-05-25,North America,C9
2772,Cloud9,Blaber,,United States,2000-01-04,North America,C9
2773,Cloud9,David Han,,South Korea,,North America,C9
2774,Cloud9,Duffman,,United Kingdom,1990-07-29,North America,C9
2775,Cloud9,EMENES,,South Korea,2001-01-01,North America,C9
2776,Cloud9,Emilia,,United States,,North America,C9
2777,Cloud9,Fudge,,Australia,2002-05-23,North America,C9
2778,Cloud9,Jack,,United States,1972-12-26,North America,C9
2779,Cloud9,Mithy,,Spain,1994-10-05,North America,C9
2780,Cloud9,Rigby,,South Korea,1995-12-15,North America,C9
2781,Cloud9,Sneaky,,United States,1994-03-19,North America,C9
2782,Cloud9,Veigar v2,,Norway,,North America,C9
2783,Cloud9,xSojin,,United States,1993-11-05,North America,C9
2784,Cloud9,Zven,,Denmark,1997-06-24,North America,C9
2785,Columbia College,Paragxn,,United States,,North America,CC
2786,Columbia College,Pengu,,United States,,North America,CC
2787,Columbia College,Shari,,United States,,North America,CC
2788,Connecting Esports,Pillow,,Netherlands,1997-03-30,EMEA,CE
2789,Connecting Esports,Zorka XL,,Netherlands,2001-08-29,EMEA,CE
2790,Contingent Esports,Ajax,,United States,1997-06-02,North America,CON
2791,Contingent Esports,Arlant,,United States,2000-09-28,North America,CON
2792,Contingent Esports,Bazz B,,Canada,2001-09-07,North America,CON
2793,Contingent Esports,Benjimex,,United States,1999-12-16,North America,CON
2794,Contingent Esports,Blank,,Canada,2000-10-27,North America,CON
2795,Contingent Esports,Clown Mcgee,,United States,2001-09-13,North America,CON
2796,Contingent Esports,CuddleSnuffles,,United States,2003-05-13,North America,CON
2797,Contingent Esports,Muwa,,Lebanon,1999-12-14,North America,CON
2798,Converse University,Alastair,,Canada,,North America,CU
2799,Converse University,Budda,,United States,2002-03-07,North America,CU
2800,Converse University,Daydream,,United States,,North America,CU
2801,Converse University,DinosaurChainsaw,,United States,,North America,CU
2802,Converse University,Gummyhat,,United States,,North America,CU
2803,Converse University,xav,,Canada,,North America,CU
2804,ConViction,Aojune,,China,,North America,CV
2805,ConViction,Crucile,,United States,2002-01-11,North America,CV
2806,ConViction,Huntervault,,United States,,North America,CV
2807,ConViction,Mixtsure,,United States,2002-07-16,North America,CV
2808,ConViction,Nano,,United States,,North America,CV
2809,ConViction,Nightstar,"United States,Mexico",United States,2001-09-27,North America,CV
2810,ConViction,Sandwitch,,United States,,North America,CV
2811,ConViction,Shimmer,"United States,Turkey",United States,2002-04-13,North America,CV
2812,Coscu Army,Coscu,,Argentina,1991-08-04,Latin America,CA
2813,Coscu Army,Zzk,,Uruguay,,Latin America,CA
2814,Counter Logic Gaming,HotshotGG,,Canada,1990-06-23,North America,CLG
2815,CowBoySquad Imperials Esports,JinJin,,Greece,1997-09-12,Europe,CBI
2816,CowBoySquad Imperials Esports,KingMagnus,,Greece,,Europe,CBI
2817,CPLAY,Anbé,,Germany,,EMEA,CP
2818,CPLAY,BlueViper77,,Austria,,EMEA,CP
2819,Crest Gaming Act,Alchemy,,Japan,1995-12-30,Japan,CGA
2820,Crest Gaming Act,Cassin,,South Korea,2000-03-07,Japan,CGA
2821,Crest Gaming Act,Eugeo,,Japan,2002-01-23,Japan,CGA
2822,Crest Gaming Act,Honey,,South Korea,2000-09-08,Japan,CGA
2823,Crest Gaming Act,Nap,,Japan,1997-01-29,Japan,CGA
2824,Crest Gaming Act,Primo,,Japan,2002-05-25,Japan,CGA
2825,Crest Gaming Act,Qoo,,Japan,1995-08-26,Japan,CGA
2826,Crest Gaming Act,rre,,Japan,,Japan,CGA
2827,Crest Gaming Act,Son,,South Korea,1991-03-08,Japan,CGA
2828,Crest Gaming Act Academy,Funahwi,,Japan,2002-11-05,Japan,CGA.A
2829,Crest Gaming Act Academy,Natsuki,,Japan,1994-05-06,Japan,CGA.A
2830,Crvena zvezda Esports,6ax,,Bulgaria,,EMEA,CZV
2831,Crvena zvezda Esports,Aytekn,,Turkey,,EMEA,CZV
2832,Crvena zvezda Esports,Cripple,,Serbia,2003-03-25,EMEA,CZV
2833,Crvena zvezda Esports,Farfetch,,Turkey,1998-09-09,EMEA,CZV
2834,Crvena zvezda Esports,Flash,,Poland,1998-03-17,EMEA,CZV
2835,Crvena zvezda Esports,Hazel,,Romania,,EMEA,CZV
2836,Crvena zvezda Esports,Nedara,,Serbia,,EMEA,CZV
2837,Crvena zvezda Esports,Shone,,Serbia,1999-05-24,EMEA,CZV
2838,Crvena zvezda Esports,Uciu,,Poland,2004-11-02,EMEA,CZV
2839,Cryptova,Defflok,,Czech Republic,,EMEA,OVA
2840,Cryptova,Hiro Hai,,Czech Republic,2000-08-27,EMEA,OVA
2841,Cryptova,Kokos,,Poland,,EMEA,OVA
2842,Cryptova,Kulvas,,Czech Republic,2001-07-09,EMEA,OVA
2843,Cryptova,Lukke,,Czech Republic,,EMEA,OVA
2844,Cryptova,Meleks,,Poland,,EMEA,OVA
2845,Cryptova,Nardoš,,Czech Republic,,EMEA,OVA
2846,CTBC Flying Oyster,Achie,,Taiwan,1992-09-23,PCS,CFO
2847,CTBC Flying Oyster,Bob,,Taiwan,1994-02-27,PCS,CFO
2848,CTBC Flying Oyster,Gemini,,Taiwan,1998-06-09,PCS,CFO
2849,CTBC Flying Oyster,JimieN,,Taiwan,2002-07-24,PCS,CFO
2850,CTBC Flying Oyster,JokerHan,,Taiwan,,PCS,CFO
2851,CTBC Flying Oyster,Koala,,Taiwan,1995-08-16,PCS,CFO
2852,CTBC Flying Oyster,Rest,,Taiwan,1998-12-11,PCS,CFO
2853,CTBC Flying Oyster,s1aytrue,,Taiwan,2001-01-17,PCS,CFO
2854,CTBC Flying Oyster,ShiauC,,Taiwan,1999-07-12,PCS,CFO
2855,CTBC Flying Oyster,Shunn,,Taiwan,2002-06-02,PCS,CFO
2856,CUT Esports,Darko,,Spain,,MENA,CUT
2857,Cyber Wolves,Dmitar,,Serbia,,EMEA,CWE
2858,Cyber Wolves,klowny,,Serbia,1999-01-02,EMEA,CWE
2859,Cyber Wolves,Peppe,,Greece,2002-07-19,EMEA,CWE
2860,Cyber Wolves,Rygel,,Slovenia,,EMEA,CWE
2861,Cyber Wolves,TasteLess,,Serbia,1997-11-02,EMEA,CWE
2862,Cyber Wolves,Vaynedeta,,Greece,2001-09-27,EMEA,CWE
2863,Cyber Wolves,Velja,,Serbia,2002-03-22,EMEA,CWE
2864,Cyberground Gaming,Arkhe,,Turkey,2003-06-15,EMEA,CGG
2865,Cyberground Gaming,Fatihcan,,Turkey,1999-01-15,EMEA,CGG
2866,Cyberground Gaming,Fleshy,,Turkey,2000-11-24,EMEA,CGG
2867,Cyberground Gaming,Gabbo,,Italy,1999-08-05,EMEA,CGG
2868,Cyberground Gaming,MGX,,Turkey,,EMEA,CGG
2869,Cyberground Gaming,MxDragon,,Ukraine,1999-04-02,EMEA,CGG
2870,Dare Black,Gizers,,United States,,North America,DARE.B
2871,Dark Passage,chef,,Turkey,,EMEA,DP
2872,Dark Passage,HiRit,,South Korea,1998-07-24,EMEA,DP
2873,Dark Passage,Pbd,,Turkey,,EMEA,DP
2874,Dark Passage,Sangchu,,South Korea,2000-06-24,EMEA,DP
2875,Dark Passage,stillnumb,,Turkey,,EMEA,DP
2876,Dark Passage,tacocat,"Turkey,Spain",Turkey,,EMEA,DP
2877,Deep Cross Gaming,665,,Taiwan,2003-03-24,PCS,DCG
2878,Deep Cross Gaming,Cryscata,,Taiwan,2002-09-16,PCS,DCG
2879,Deep Cross Gaming,Enzz,,Taiwan,,PCS,DCG
2880,Deep Cross Gaming,Hana,,Taiwan,1996-10-29,PCS,DCG
2881,Deep Cross Gaming,Hanabi,,Taiwan,2000-08-12,PCS,DCG
2882,Deep Cross Gaming,Nestea,,Taiwan,1999-10-18,PCS,DCG
2883,Deep Cross Gaming,Orca,,Taiwan,2003-10-09,PCS,DCG
2884,Deep Cross Gaming,REFRA1N,,Taiwan,1993-10-19,PCS,DCG
2885,Deliverance Esports Peru,S1te,,Peru,1997-09-25,Latin America,DVE.P
2886,DELTALAND,Avarosa,,Turkey,,EMEA,DLT
2887,DELTALAND,Banino,,Italy,,EMEA,DLT
2888,DELTALAND,Crem,,Turkey,,EMEA,DLT
2889,DELTALAND,emiserra,,Italy,2003-04-18,EMEA,DLT
2890,DELTALAND,LewaR,,Poland,,EMEA,DLT
2891,DELTALAND,Silent,,Italy,1998-08-24,EMEA,DLT
2892,Des Moines DMG,deathwalker222,Vietnam,United States,2002-08-05,North America,DMG
2893,Des Moines DMG,Lojaz,,United States,2000-10-04,North America,DMG
2894,Des Moines DMG,Plez,,United States,,North America,DMG
2895,Des Moines DMG,Slurps,,Canada,,North America,DMG
2896,Des Moines DMG,Solitified,,Canada,,North America,DMG
2897,Descuydado Aucas Esports,Acerola,,Costa Rica,,Latin America,DSC
2898,Descuydado Aucas Esports,Chiu,,Costa Rica,2003-01-07,Latin America,DSC
2899,Descuydado Aucas Esports,Fatorix,"Argentina,United States",Argentina,,Latin America,DSC
2900,Descuydado Aucas Esports,MARSH,,Venezuela,,Latin America,DSC
2901,Descuydado Aucas Esports,Nickleaf,,Ecuador,,Latin America,DSC
2902,Descuydado Aucas Esports,Nishkyu,,Ecuador,1999-04-12,Latin America,DSC
2903,Descuydado Aucas Esports,Rosseu,,Mexico,,Latin America,DSC
2904,Descuydado Aucas Esports,Uprising,,Trinidad and Tobago,,Latin America,DSC
2905,Descuydado Aucas Esports,Xkey Destiny,,Venezuela,1992-02-18,Latin America,DSC
2906,Descuydado Aucas Esports,Xuradel,"Costa Rica,Nicaragua",Nicaragua,1996-10-20,Latin America,DSC
2907,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
2908,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
2909,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
2910,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
2911,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
2912,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
2913,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
2914,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
2915,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
2916,DetonatioN FocusMe Academy,Pinnk,,Japan,,Japan,DFM.A
2917,DetonatioN FocusMe Academy,reri,,Japan,,Japan,DFM.A
2918,devils.one,Badlyyga,,Poland,,EMEA,DV1
2919,devils.one,Jaqen,,Poland,1999-12-19,EMEA,DV1
2920,devils.one,RafBin,,Poland,,EMEA,DV1
2921,devils.one,Slipper,,Poland,2002-07-19,EMEA,DV1
2922,devils.one,Vounghuard,,Poland,,EMEA,DV1
2923,devils.one,wittman,Poland,,2002-10-01,EMEA,DV1
2924,Dewish Team,DeathClaw,,Taiwan,2000-02-09,PCS,DWT
2925,Dewish Team,EnHoa,,Taiwan,2002-10-23,PCS,DWT
2926,Dewish Team,Lacunae,,Taiwan,2002-08-13,PCS,DWT
2927,Dewish Team,Pepero,,Taiwan,1999-04-09,PCS,DWT
2928,Dewish Team,Sen,,Taiwan,,PCS,DWT
2929,Dewish Team,WSL,,China,,PCS,DWT
2930,Dewish Team,xiaotu,,China,,PCS,DWT
2931,Dexterity Team,Preston,,Brazil,,Brazil,deX
2932,Diamant Esports,Diva,,Croatia,2000-03-17,EMEA,DIA
2933,Diamant Esports,Dont Ban Nida,,Denmark,1998-03-21,EMEA,DIA
2934,Diamant Esports,Kektz,,Slovenia,1994-03-06,EMEA,DIA
2935,Diamant Esports,Mafro,,Croatia,,EMEA,DIA
2936,Diamant Esports,Shy Carry,,Serbia,2004-04-21,EMEA,DIA
2937,Diamant Esports,Wojtus,,Poland,,EMEA,DIA
2938,Diamond Doves,Fredle,,Peru,,Latin America,DD
2939,Diamond Doves,HarryLaCru,,Peru,,Latin America,DD
2940,Diamond Doves,Kl,,Peru,1997-08-17,Latin America,DD
2941,Dignitas,Biofrost,Canada,China,1996-09-17,North America,DIG
2942,Dignitas,Diamond,,Canada,1996-02-08,North America,DIG
2943,Dignitas,Enatron,,Greece,1994-01-24,North America,DIG
2944,Dignitas,Invokid,,Turkey,,North America,DIG
2945,Dignitas,Jensen,,Denmark,1995-01-01,North America,DIG
2946,Dignitas,POILK,,Sweden,,North America,DIG
2947,Dignitas,Rich,,South Korea,1998-02-16,North America,DIG
2948,Dignitas,Santorin,,Denmark,1997-05-06,North America,DIG
2949,Dignitas,Svenskeren,,Denmark,1996-01-02,North America,DIG
2950,Dignitas,Tomo,,United States,2001-01-19,North America,DIG
2951,Dignitas,Vynarian,,Canada,,North America,DIG
2952,Dire Wolves,Chazz,,Australia,1998-10-06,PCS,DW
2953,Dire Wolves,Decoy,,New Zealand,1997-12-13,PCS,DW
2954,Dire Wolves,Poltron,,Australia,,PCS,DW
2955,Dire Wolves,Praedyth,,Australia,1999-06-21,PCS,DW
2956,Dire Wolves,sHAKa,,Taiwan,1999-05-29,PCS,DW
2957,Dire Wolves,Valixas,,Australia,,PCS,DW
2958,Dire Wolves,Vxpir,,Australia,,PCS,DW
2959,Dire Wolves,zorenous,,Australia,,PCS,DW
2960,Direct Rising eSports,Finnry,,Germany,2001-01-23,EMEA,DRE
2961,Direct Rising eSports,Kisze,,Hungary,2000-02-14,EMEA,DRE
2962,Direct Rising eSports,Tapinq,,Austria,,EMEA,DRE
2963,Direct Rising eSports,Tockimo,,Germany,2002-02-22,EMEA,DRE
2964,Direct Rising eSports,WCD,,Germany,,EMEA,DRE
2965,Disguised,FakeGod,,United States,2000-05-27,North America,DSG
2966,Disguised,Goldenglue,,United States,1996-11-23,North America,DSG
2967,Disguised,Meech,,Canada,2001-09-19,North America,DSG
2968,Disguised,Tomio,,Canada,2003-06-15,North America,DSG
2969,Disguised,Young,,United States,,North America,DSG
2970,Disguised,Zeyzal,,United States,1999-07-07,North America,DSG
2971,DIVIZON,Heimdall,"Germany,France",Germany,1999-01-16,EMEA,DIV
2972,DIVIZON,Hollow,,Austria,1998-12-05,EMEA,DIV
2973,DKB Diamonds,Difference,,Syria,2003-01-09,EMEA,DKB
2974,DKB Diamonds,F1VTY,,Germany,,EMEA,DKB
2975,DKB Diamonds,justintime,,Germany,2001-01-10,EMEA,DKB
2976,DKB Diamonds,Leon,,Germany,1998-05-01,EMEA,DKB
2977,DKB Diamonds,Relative,"Germany,Vietnam",Germany,2002-06-14,EMEA,DKB
2978,DKB Diamonds,Senceless,,Germany,,EMEA,DKB
2979,DKB Diamonds,Wenbo,,Germany,,EMEA,DKB
2980,Domino Computer,Bananiasty,Poland,,2004-08-08,EMEA,DCT
2981,Domino Computer,Dawidsonek,,Poland,2000-02-21,EMEA,DCT
2982,Domino Computer,gaucho,,Poland,,EMEA,DCT
2983,Domino Computer,Herod,,Poland,,EMEA,DCT
2984,Domino Computer,Klorell,,Poland,,EMEA,DCT
2985,Domino Computer,Molik,,Poland,2000-04-28,EMEA,DCT
2986,Domino Computer,Pain,,Poland,2002-02-08,EMEA,DCT
