,Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
28569,LCK 2022 Summer,LCK,2022-06-16 09:11:00,KT Rolster,Gen.G,Gen.G,5.0,13.0,57672.0,69706.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,1.0,2022,KT,KR,GEN,KR,GEN,KR,Red
28572,LCK 2022 Summer,LCK,2022-06-16 11:11:00,Fredit BRION,DWG KIA,DWG KIA,0.0,3.0,55266.0,60576.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,7.0,0.0,1.0,2022,,NA,DK,KR,DK,KR,Red
28574,LCK 2022 Summer,LCK,2022-06-16 12:10:00,Fredit BRION,DWG KIA,DWG KIA,14.0,16.0,72094.0,77300.0,4.0,3.0,1.0,1.0,0.0,2.0,5.0,9.0,0.0,1.0,2022,,NA,DK,KR,DK,KR,Red
28577,LCK 2022 Summer,LCK,2022-06-17 08:19:00,Liiv SANDBOX,Kwangdong Freecs,Liiv SANDBOX,14.0,7.0,65890.0,58742.0,2.0,3.0,1.0,0.0,1.0,1.0,8.0,3.0,1.0,0.0,2022,LSB,KR,KDF,KR,LSB,KR,Blue
28579,LCK 2022 Summer,LCK,2022-06-17 09:24:00,Kwangdong Freecs,Liiv SANDBOX,Liiv SANDBOX,6.0,17.0,53642.0,60190.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,7.0,0.0,1.0,2022,KDF,KR,LSB,KR,LSB,KR,Red
28582,LCK 2022 Summer,LCK,2022-06-17 11:17:00,T1,Nongshim RedForce,T1,16.0,1.0,78805.0,60862.0,4.0,1.0,2.0,1.0,1.0,1.0,11.0,1.0,3.0,0.0,2022,T1,KR,NS,KR,T1,KR,Blue
28584,LCK 2022 Summer,LCK,2022-06-17 12:24:00,Nongshim RedForce,T1,T1,25.0,19.0,83244.0,89598.0,6.0,0.0,0.0,3.0,0.0,2.0,6.0,9.0,2.0,1.0,2022,NS,KR,T1,KR,T1,KR,Red
28598,LCK 2022 Summer,LCK,2022-06-18 08:21:00,Gen.G,Hanwha Life Esports,Gen.G,16.0,4.0,50822.0,34436.0,3.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,0.0,2022,GEN,KR,HLE,KR,GEN,KR,Blue
28599,LCK 2022 Summer,LCK,2022-06-18 09:09:00,Hanwha Life Esports,Gen.G,Gen.G,4.0,18.0,47948.0,61550.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,10.0,0.0,1.0,2022,HLE,KR,GEN,KR,GEN,KR,Red
28602,LCK 2022 Summer,LCK,2022-06-18 11:09:00,DRX,Fredit BRION,DRX,10.0,4.0,81854.0,67709.0,5.0,2.0,2.0,0.0,1.0,1.0,11.0,2.0,3.0,0.0,2022,DRX,KR,,NA,DRX,KR,Blue
28606,LCK 2022 Summer,LCK,2022-06-18 12:15:00,Fredit BRION,DRX,DRX,5.0,11.0,65278.0,73780.0,3.0,4.0,0.0,2.0,0.0,2.0,3.0,9.0,0.0,1.0,2022,,NA,DRX,KR,DRX,KR,Red
28631,LCK 2022 Summer,LCK,2022-06-19 08:15:00,KT Rolster,T1,KT Rolster,18.0,4.0,63105.0,56072.0,4.0,1.0,0.0,2.0,2.0,0.0,8.0,2.0,1.0,0.0,2022,KT,KR,T1,KR,KT,KR,Blue
28633,LCK 2022 Summer,LCK,2022-06-19 09:13:00,T1,KT Rolster,T1,11.0,7.0,61246.0,52646.0,1.0,4.0,1.0,0.0,0.0,2.0,9.0,3.0,2.0,0.0,2022,T1,KR,KT,KR,T1,KR,Blue
28635,LCK 2022 Summer,LCK,2022-06-19 10:17:00,KT Rolster,T1,T1,19.0,18.0,79472.0,85739.0,4.0,3.0,2.0,2.0,1.0,1.0,7.0,9.0,1.0,2.0,2022,KT,KR,T1,KR,T1,KR,Red
28640,LCK 2022 Summer,LCK,2022-06-19 12:23:00,DWG KIA,Liiv SANDBOX,DWG KIA,17.0,5.0,58805.0,44859.0,3.0,2.0,1.0,0.0,0.0,2.0,9.0,3.0,2.0,0.0,2022,DK,KR,LSB,KR,DK,KR,Blue
28643,LCK 2022 Summer,LCK,2022-06-19 13:19:00,Liiv SANDBOX,DWG KIA,DWG KIA,3.0,11.0,41880.0,52616.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,1.0,2022,LSB,KR,DK,KR,DK,KR,Red
28676,LCK 2022 Summer,LCK,2022-06-22 08:08:00,Gen.G,DWG KIA,Gen.G,10.0,9.0,57568.0,50380.0,3.0,2.0,1.0,0.0,2.0,0.0,8.0,3.0,1.0,0.0,2022,GEN,KR,DK,KR,GEN,KR,Blue
28677,LCK 2022 Summer,LCK,2022-06-22 09:08:00,DWG KIA,Gen.G,DWG KIA,10.0,8.0,60842.0,56133.0,3.0,2.0,1.0,0.0,2.0,0.0,10.0,3.0,1.0,0.0,2022,DK,KR,GEN,KR,DK,KR,Blue
28680,LCK 2022 Summer,LCK,2022-06-22 10:06:00,Gen.G,DWG KIA,Gen.G,18.0,4.0,62080.0,50127.0,4.0,0.0,1.0,0.0,0.0,2.0,11.0,4.0,3.0,0.0,2022,GEN,KR,DK,KR,GEN,KR,Blue
28683,LCK 2022 Summer,LCK,2022-06-22 11:42:00,Fredit BRION,KT Rolster,KT Rolster,5.0,7.0,62481.0,68315.0,1.0,5.0,1.0,0.0,0.0,2.0,5.0,9.0,0.0,1.0,2022,,NA,KT,KR,KT,KR,Red
28685,LCK 2022 Summer,LCK,2022-06-22 12:40:00,Fredit BRION,KT Rolster,KT Rolster,7.0,9.0,59523.0,66670.0,0.0,5.0,1.0,1.0,1.0,1.0,5.0,10.0,0.0,2.0,2022,,NA,KT,KR,KT,KR,Red
28686,LCK 2022 Summer,LCK,2022-06-23 08:11:00,Kwangdong Freecs,Nongshim RedForce,Nongshim RedForce,14.0,20.0,81310.0,86480.0,2.0,4.0,1.0,1.0,0.0,2.0,10.0,8.0,2.0,1.0,2022,KDF,KR,NS,KR,NS,KR,Red
28688,LCK 2022 Summer,LCK,2022-06-23 09:20:00,Kwangdong Freecs,Nongshim RedForce,Nongshim RedForce,8.0,15.0,55090.0,64731.0,1.0,4.0,1.0,1.0,0.0,2.0,3.0,9.0,0.0,1.0,2022,KDF,KR,NS,KR,NS,KR,Red
28691,LCK 2022 Summer,LCK,2022-06-23 11:14:00,T1,Liiv SANDBOX,T1,16.0,5.0,55585.0,44049.0,2.0,1.0,1.0,0.0,2.0,0.0,10.0,2.0,2.0,0.0,2022,T1,KR,LSB,KR,T1,KR,Blue
28693,LCK 2022 Summer,LCK,2022-06-23 12:25:00,Liiv SANDBOX,T1,T1,4.0,13.0,36776.0,46404.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,2022,LSB,KR,T1,KR,T1,KR,Red
28694,LCK 2022 Summer,LCK,2022-06-24 08:07:00,Hanwha Life Esports,DRX,DRX,3.0,19.0,43488.0,56576.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,8.0,0.0,1.0,2022,HLE,KR,DRX,KR,DRX,KR,Red
28695,LCK 2022 Summer,LCK,2022-06-24 08:59:00,Hanwha Life Esports,DRX,Hanwha Life Esports,17.0,12.0,65617.0,56113.0,5.0,0.0,2.0,0.0,2.0,0.0,8.0,3.0,1.0,0.0,2022,HLE,KR,DRX,KR,HLE,KR,Blue
28699,LCK 2022 Summer,LCK,2022-06-24 09:55:00,DRX,Hanwha Life Esports,DRX,9.0,6.0,62614.0,55035.0,2.0,2.0,2.0,0.0,1.0,1.0,11.0,2.0,3.0,0.0,2022,DRX,KR,HLE,KR,DRX,KR,Blue
28702,LCK 2022 Summer,LCK,2022-06-24 11:32:00,Fredit BRION,Gen.G,Gen.G,4.0,16.0,40089.0,53747.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,2.0,2022,,NA,GEN,KR,GEN,KR,Red
28705,LCK 2022 Summer,LCK,2022-06-24 12:21:00,Fredit BRION,Gen.G,Gen.G,4.0,18.0,43470.0,53914.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,7.0,0.0,1.0,2022,,NA,GEN,KR,GEN,KR,Red
28718,LCK 2022 Summer,LCK,2022-06-25 08:15:00,DWG KIA,T1,T1,8.0,11.0,52969.0,62002.0,0.0,4.0,0.0,2.0,2.0,0.0,3.0,9.0,0.0,1.0,2022,DK,KR,T1,KR,T1,KR,Red
28720,LCK 2022 Summer,LCK,2022-06-25 09:10:00,DWG KIA,T1,T1,11.0,18.0,53438.0,61906.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,8.0,0.0,1.0,2022,DK,KR,T1,KR,T1,KR,Red
28724,LCK 2022 Summer,LCK,2022-06-25 11:05:00,Liiv SANDBOX,KT Rolster,Liiv SANDBOX,11.0,8.0,69498.0,66195.0,1.0,4.0,1.0,0.0,2.0,0.0,8.0,4.0,1.0,0.0,2022,LSB,KR,KT,KR,LSB,KR,Blue
28725,LCK 2022 Summer,LCK,2022-06-25 12:05:00,KT Rolster,Liiv SANDBOX,Liiv SANDBOX,10.0,12.0,68262.0,71125.0,3.0,4.0,0.0,2.0,1.0,1.0,4.0,9.0,0.0,1.0,2022,KT,KR,LSB,KR,LSB,KR,Red
28753,LCK 2022 Summer,LCK,2022-06-26 08:24:00,Hanwha Life Esports,Nongshim RedForce,Nongshim RedForce,0.0,18.0,44257.0,53166.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,9.0,0.0,2.0,2022,HLE,KR,NS,KR,NS,KR,Red
28756,LCK 2022 Summer,LCK,2022-06-26 09:16:00,Hanwha Life Esports,Nongshim RedForce,Hanwha Life Esports,16.0,6.0,58363.0,47715.0,3.0,2.0,1.0,0.0,2.0,0.0,10.0,2.0,2.0,0.0,2022,HLE,KR,NS,KR,HLE,KR,Blue
28758,LCK 2022 Summer,LCK,2022-06-26 10:10:00,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,8.0,9.0,58959.0,61435.0,5.0,0.0,0.0,2.0,1.0,1.0,6.0,7.0,1.0,1.0,2022,NS,KR,HLE,KR,NS,KR,Blue
28765,LCK 2022 Summer,LCK,2022-06-26 12:03:00,DRX,Kwangdong Freecs,DRX,21.0,13.0,70642.0,60060.0,5.0,1.0,1.0,0.0,1.0,1.0,9.0,3.0,1.0,0.0,2022,DRX,KR,KDF,KR,DRX,KR,Blue
28769,LCK 2022 Summer,LCK,2022-06-26 13:04:00,Kwangdong Freecs,DRX,DRX,2.0,14.0,49535.0,62990.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,9.0,0.0,1.0,2022,KDF,KR,DRX,KR,DRX,KR,Red
28795,LCK 2022 Summer,LCK,2022-06-29 08:07:00,Liiv SANDBOX,DRX,Liiv SANDBOX,20.0,11.0,55168.0,47818.0,3.0,0.0,1.0,0.0,0.0,2.0,8.0,3.0,1.0,0.0,2022,LSB,KR,DRX,KR,LSB,KR,Blue
28796,LCK 2022 Summer,LCK,2022-06-29 08:57:00,Liiv SANDBOX,DRX,DRX,5.0,13.0,70880.0,76823.0,2.0,5.0,1.0,2.0,1.0,1.0,6.0,8.0,0.0,1.0,2022,LSB,KR,DRX,KR,DRX,KR,Red
28800,LCK 2022 Summer,LCK,2022-06-29 10:01:00,DRX,Liiv SANDBOX,Liiv SANDBOX,9.0,15.0,54441.0,61918.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,8.0,0.0,1.0,2022,DRX,KR,LSB,KR,LSB,KR,Red
28805,LCK 2022 Summer,LCK,2022-06-29 11:53:00,T1,Kwangdong Freecs,T1,10.0,8.0,54952.0,43593.0,3.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,0.0,2022,T1,KR,KDF,KR,T1,KR,Blue
28807,LCK 2022 Summer,LCK,2022-06-29 12:44:00,T1,Kwangdong Freecs,Kwangdong Freecs,2.0,12.0,52626.0,57311.0,1.0,3.0,0.0,1.0,1.0,1.0,4.0,6.0,0.0,1.0,2022,T1,KR,KDF,KR,KDF,KR,Red
28808,LCK 2022 Summer,LCK,2022-06-29 13:38:00,T1,Kwangdong Freecs,Kwangdong Freecs,10.0,19.0,71047.0,73716.0,2.0,4.0,0.0,1.0,0.0,2.0,6.0,9.0,0.0,1.0,2022,T1,KR,KDF,KR,KDF,KR,Red
28809,LCK 2022 Summer,LCK,2022-06-30 08:06:00,Fredit BRION,Hanwha Life Esports,Fredit BRION,13.0,5.0,74075.0,60604.0,4.0,2.0,1.0,0.0,2.0,0.0,8.0,2.0,1.0,0.0,2022,,NA,HLE,KR,,NA,Blue
28810,LCK 2022 Summer,LCK,2022-06-30 09:10:00,Hanwha Life Esports,Fredit BRION,Hanwha Life Esports,17.0,8.0,66419.0,59310.0,4.0,1.0,2.0,0.0,1.0,1.0,11.0,3.0,5.0,0.0,2022,HLE,KR,,NA,HLE,KR,Blue
28812,LCK 2022 Summer,LCK,2022-06-30 10:04:00,Fredit BRION,Hanwha Life Esports,Hanwha Life Esports,3.0,9.0,45336.0,54641.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,1.0,2022,,NA,HLE,KR,HLE,KR,Red
28815,LCK 2022 Summer,LCK,2022-06-30 11:48:00,Gen.G,Nongshim RedForce,Gen.G,12.0,4.0,67305.0,56035.0,3.0,2.0,1.0,0.0,0.0,2.0,10.0,4.0,1.0,0.0,2022,GEN,KR,NS,KR,GEN,KR,Blue
28817,LCK 2022 Summer,LCK,2022-06-30 12:45:00,Nongshim RedForce,Gen.G,Gen.G,5.0,13.0,43958.0,53167.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,1.0,2022,NS,KR,GEN,KR,GEN,KR,Red
28820,LCK 2022 Summer,LCK,2022-07-01 08:08:00,KT Rolster,DWG KIA,DWG KIA,6.0,19.0,46134.0,58344.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,1.0,2022,KT,KR,DK,KR,DK,KR,Red
28821,LCK 2022 Summer,LCK,2022-07-01 08:59:00,DWG KIA,KT Rolster,DWG KIA,23.0,10.0,72990.0,62922.0,4.0,1.0,2.0,0.0,2.0,0.0,10.0,3.0,3.0,0.0,2022,DK,KR,KT,KR,DK,KR,Blue
28829,LCK 2022 Summer,LCK,2022-07-01 11:08:00,T1,DRX,T1,18.0,10.0,72885.0,66219.0,3.0,3.0,1.0,1.0,1.0,1.0,8.0,4.0,2.0,0.0,2022,T1,KR,DRX,KR,T1,KR,Blue
28833,LCK 2022 Summer,LCK,2022-07-01 12:09:00,T1,DRX,T1,16.0,2.0,55967.0,47592.0,4.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,1.0,0.0,2022,T1,KR,DRX,KR,T1,KR,Blue
28845,LCK 2022 Summer,LCK,2022-07-02 08:08:00,Liiv SANDBOX,Fredit BRION,Liiv SANDBOX,16.0,6.0,63046.0,57373.0,4.0,1.0,1.0,0.0,2.0,0.0,9.0,4.0,2.0,0.0,2022,LSB,KR,,NA,LSB,KR,Blue
28846,LCK 2022 Summer,LCK,2022-07-02 09:03:00,Fredit BRION,Liiv SANDBOX,Liiv SANDBOX,5.0,12.0,43331.0,53700.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,2.0,2022,,NA,LSB,KR,LSB,KR,Red
28852,LCK 2022 Summer,LCK,2022-07-02 11:08:00,Gen.G,Kwangdong Freecs,Gen.G,13.0,3.0,60313.0,43562.0,3.0,1.0,1.0,0.0,2.0,0.0,11.0,0.0,3.0,0.0,2022,GEN,KR,KDF,KR,GEN,KR,Blue
28855,LCK 2022 Summer,LCK,2022-07-02 12:02:00,Gen.G,Kwangdong Freecs,Gen.G,10.0,2.0,60463.0,49312.0,2.0,3.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,2022,GEN,KR,KDF,KR,GEN,KR,Blue
28881,LCK 2022 Summer,LCK,2022-07-03 08:08:00,DWG KIA,Nongshim RedForce,DWG KIA,9.0,3.0,60805.0,47056.0,4.0,0.0,1.0,0.0,1.0,1.0,11.0,2.0,3.0,0.0,2022,DK,KR,NS,KR,DK,KR,Blue
28882,LCK 2022 Summer,LCK,2022-07-03 09:03:00,DWG KIA,Nongshim RedForce,DWG KIA,19.0,6.0,53444.0,41118.0,3.0,1.0,1.0,0.0,0.0,2.0,9.0,1.0,2.0,0.0,2022,DK,KR,NS,KR,DK,KR,Blue
28889,LCK 2022 Summer,LCK,2022-07-03 11:07:00,KT Rolster,Hanwha Life Esports,KT Rolster,14.0,6.0,60862.0,50649.0,4.0,0.0,1.0,0.0,0.0,2.0,9.0,2.0,1.0,0.0,2022,KT,KR,HLE,KR,KT,KR,Blue
28894,LCK 2022 Summer,LCK,2022-07-03 12:01:00,Hanwha Life Esports,KT Rolster,KT Rolster,1.0,17.0,46862.0,61545.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,11.0,0.0,3.0,2022,HLE,KR,KT,KR,KT,KR,Red
28925,LCK 2022 Summer,LCK,2022-07-06 08:08:00,Nongshim RedForce,KT Rolster,Nongshim RedForce,15.0,2.0,64413.0,56548.0,4.0,1.0,0.0,1.0,2.0,0.0,8.0,3.0,1.0,0.0,2022,NS,KR,KT,KR,NS,KR,Blue
28926,LCK 2022 Summer,LCK,2022-07-06 09:09:00,KT Rolster,Nongshim RedForce,KT Rolster,25.0,12.0,64486.0,57333.0,3.0,2.0,2.0,0.0,1.0,1.0,9.0,6.0,1.0,0.0,2022,KT,KR,NS,KR,KT,KR,Blue
28929,LCK 2022 Summer,LCK,2022-07-06 10:02:00,Nongshim RedForce,KT Rolster,KT Rolster,15.0,13.0,71513.0,72994.0,3.0,3.0,2.0,0.0,2.0,0.0,9.0,7.0,4.0,1.0,2022,NS,KR,KT,KR,KT,KR,Red
28935,LCK 2022 Summer,LCK,2022-07-06 11:48:00,Kwangdong Freecs,Fredit BRION,Kwangdong Freecs,10.0,3.0,61237.0,47095.0,3.0,2.0,1.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2022,KDF,KR,,NA,KDF,KR,Blue
28937,LCK 2022 Summer,LCK,2022-07-06 12:41:00,Kwangdong Freecs,Fredit BRION,Kwangdong Freecs,11.0,9.0,85446.0,81184.0,4.0,3.0,3.0,0.0,2.0,0.0,9.0,6.0,1.0,1.0,2022,KDF,KR,,NA,KDF,KR,Blue
28939,LCK 2022 Summer,LCK,2022-07-07 08:10:00,DWG KIA,DRX,DRX,5.0,20.0,48913.0,63860.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,10.0,0.0,2.0,2022,DK,KR,DRX,KR,DRX,KR,Red
28940,LCK 2022 Summer,LCK,2022-07-07 09:03:00,DWG KIA,DRX,DWG KIA,15.0,7.0,74747.0,66772.0,4.0,2.0,2.0,0.0,1.0,1.0,10.0,3.0,3.0,0.0,2022,DK,KR,DRX,KR,DK,KR,Blue
28941,LCK 2022 Summer,LCK,2022-07-07 10:06:00,DWG KIA,DRX,DRX,6.0,15.0,55524.0,68013.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,11.0,0.0,5.0,2022,DK,KR,DRX,KR,DRX,KR,Red
28944,LCK 2022 Summer,LCK,2022-07-07 11:48:00,Hanwha Life Esports,Liiv SANDBOX,Hanwha Life Esports,16.0,17.0,59974.0,55565.0,2.0,3.0,2.0,0.0,2.0,0.0,7.0,5.0,1.0,0.0,2022,HLE,KR,LSB,KR,HLE,KR,Blue
28946,LCK 2022 Summer,LCK,2022-07-07 12:45:00,Liiv SANDBOX,Hanwha Life Esports,Liiv SANDBOX,21.0,5.0,55128.0,39579.0,4.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,0.0,2022,LSB,KR,HLE,KR,LSB,KR,Blue
28948,LCK 2022 Summer,LCK,2022-07-07 13:34:00,Hanwha Life Esports,Liiv SANDBOX,Liiv SANDBOX,5.0,17.0,46643.0,55840.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,1.0,2022,HLE,KR,LSB,KR,LSB,KR,Red
28950,LCK 2022 Summer,LCK,2022-07-08 08:08:00,Gen.G,T1,Gen.G,9.0,3.0,60423.0,47877.0,4.0,1.0,1.0,0.0,0.0,2.0,10.0,1.0,2.0,0.0,2022,GEN,KR,T1,KR,GEN,KR,Blue
28951,LCK 2022 Summer,LCK,2022-07-08 09:04:00,T1,Gen.G,T1,13.0,8.0,59098.0,49593.0,3.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,2022,T1,KR,GEN,KR,T1,KR,Blue
28955,LCK 2022 Summer,LCK,2022-07-08 09:56:00,Gen.G,T1,T1,3.0,9.0,51553.0,58096.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0,1.0,2022,GEN,KR,T1,KR,T1,KR,Red
28964,LCK 2022 Summer,LCK,2022-07-08 11:37:00,Kwangdong Freecs,KT Rolster,Kwangdong Freecs,12.0,6.0,55920.0,45630.0,3.0,2.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,2022,KDF,KR,KT,KR,KDF,KR,Blue
28969,LCK 2022 Summer,LCK,2022-07-08 12:30:00,KT Rolster,Kwangdong Freecs,KT Rolster,15.0,5.0,51976.0,41121.0,3.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,2022,KT,KR,KDF,KR,KT,KR,Blue
28973,LCK 2022 Summer,LCK,2022-07-08 13:20:00,Kwangdong Freecs,KT Rolster,Kwangdong Freecs,15.0,6.0,64749.0,55526.0,3.0,1.0,0.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2022,KDF,KR,KT,KR,KDF,KR,Blue
28978,LCK 2022 Summer,LCK,2022-07-09 08:09:00,Nongshim RedForce,Liiv SANDBOX,Liiv SANDBOX,6.0,17.0,59177.0,68356.0,2.0,4.0,1.0,1.0,2.0,0.0,7.0,9.0,1.0,1.0,2022,NS,KR,LSB,KR,LSB,KR,Red
28980,LCK 2022 Summer,LCK,2022-07-09 09:10:00,Nongshim RedForce,Liiv SANDBOX,Liiv SANDBOX,10.0,16.0,47971.0,62517.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,10.0,0.0,2.0,2022,NS,KR,LSB,KR,LSB,KR,Red
28987,LCK 2022 Summer,LCK,2022-07-09 11:09:00,Hanwha Life Esports,DWG KIA,DWG KIA,15.0,20.0,77431.0,79074.0,2.0,4.0,2.0,1.0,2.0,0.0,6.0,8.0,2.0,1.0,2022,HLE,KR,DK,KR,DK,KR,Red
28992,LCK 2022 Summer,LCK,2022-07-09 12:15:00,Hanwha Life Esports,DWG KIA,DWG KIA,6.0,20.0,44738.0,58938.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,11.0,0.0,3.0,2022,HLE,KR,DK,KR,DK,KR,Red
29007,LCK 2022 Summer,LCK,2022-07-10 08:06:00,DRX,Gen.G,Gen.G,13.0,10.0,75472.0,84557.0,4.0,3.0,1.0,2.0,1.0,1.0,8.0,10.0,2.0,2.0,2022,DRX,KR,GEN,KR,GEN,KR,Red
29010,LCK 2022 Summer,LCK,2022-07-10 09:13:00,DRX,Gen.G,Gen.G,6.0,12.0,46142.0,61433.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,10.0,0.0,2.0,2022,DRX,KR,GEN,KR,GEN,KR,Red
29017,LCK 2022 Summer,LCK,2022-07-10 11:06:00,T1,Fredit BRION,T1,13.0,8.0,53810.0,45207.0,0.0,4.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,2022,T1,KR,,NA,T1,KR,Blue
29022,LCK 2022 Summer,LCK,2022-07-10 11:58:00,Fredit BRION,T1,T1,11.0,26.0,40300.0,55525.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,1.0,2022,,NA,T1,KR,T1,KR,Red
29051,LCK 2022 Summer,LCK,2022-07-13 08:13:00,Hanwha Life Esports,T1,T1,8.0,11.0,54466.0,62272.0,2.0,3.0,0.0,1.0,1.0,1.0,4.0,11.0,0.0,3.0,2022,HLE,KR,T1,KR,T1,KR,Red
29053,LCK 2022 Summer,LCK,2022-07-13 09:07:00,Hanwha Life Esports,T1,Hanwha Life Esports,20.0,10.0,70719.0,63737.0,4.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,3.0,0.0,2022,HLE,KR,T1,KR,HLE,KR,Blue
29057,LCK 2022 Summer,LCK,2022-07-13 10:52:00,T1,Hanwha Life Esports,T1,11.0,3.0,62667.0,50560.0,4.0,1.0,1.0,1.0,2.0,0.0,10.0,2.0,2.0,0.0,2022,T1,KR,HLE,KR,T1,KR,Blue
29062,LCK 2022 Summer,LCK,2022-07-13 12:33:00,Gen.G,Liiv SANDBOX,Gen.G,16.0,1.0,44672.0,26879.0,2.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,2022,GEN,KR,LSB,KR,GEN,KR,Blue
29064,LCK 2022 Summer,LCK,2022-07-13 13:16:00,Liiv SANDBOX,Gen.G,Gen.G,14.0,18.0,51187.0,59717.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,9.0,0.0,2.0,2022,LSB,KR,GEN,KR,GEN,KR,Red
29065,LCK 2022 Summer,LCK,2022-07-14 08:06:00,KT Rolster,DRX,DRX,6.0,13.0,63729.0,73074.0,2.0,4.0,0.0,2.0,0.0,2.0,2.0,11.0,0.0,5.0,2022,KT,KR,DRX,KR,DRX,KR,Red
29067,LCK 2022 Summer,LCK,2022-07-14 09:11:00,KT Rolster,DRX,KT Rolster,15.0,9.0,81355.0,73069.0,4.0,3.0,3.0,0.0,1.0,1.0,10.0,5.0,2.0,0.0,2022,KT,KR,DRX,KR,KT,KR,Blue
29070,LCK 2022 Summer,LCK,2022-07-14 10:19:00,DRX,KT Rolster,KT Rolster,9.0,17.0,45237.0,57537.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,9.0,0.0,1.0,2022,DRX,KR,KT,KR,KT,KR,Red
29074,LCK 2022 Summer,LCK,2022-07-14 11:55:00,DWG KIA,Kwangdong Freecs,DWG KIA,13.0,1.0,68488.0,50654.0,3.0,2.0,2.0,0.0,0.0,2.0,11.0,1.0,4.0,0.0,2022,DK,KR,KDF,KR,DK,KR,Blue
29077,LCK 2022 Summer,LCK,2022-07-14 12:54:00,Kwangdong Freecs,DWG KIA,DWG KIA,4.0,11.0,46057.0,50175.0,0.0,3.0,0.0,1.0,2.0,0.0,5.0,9.0,0.0,1.0,2022,KDF,KR,DK,KR,DK,KR,Red
29080,LCK 2022 Summer,LCK,2022-07-15 08:06:00,Fredit BRION,Nongshim RedForce,Fredit BRION,16.0,10.0,63663.0,59483.0,4.0,2.0,1.0,0.0,2.0,0.0,9.0,2.0,2.0,0.0,2022,,NA,NS,KR,,NA,Blue
29081,LCK 2022 Summer,LCK,2022-07-15 09:03:00,Nongshim RedForce,Fredit BRION,Fredit BRION,4.0,13.0,52351.0,60932.0,2.0,3.0,0.0,1.0,2.0,0.0,4.0,10.0,0.0,2.0,2022,NS,KR,,NA,,NA,Red
29091,LCK 2022 Summer,LCK,2022-07-15 11:08:00,Liiv SANDBOX,Hanwha Life Esports,Liiv SANDBOX,14.0,5.0,58386.0,43922.0,3.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,0.0,2022,LSB,KR,HLE,KR,LSB,KR,Blue
