Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
Worlds 2019 Main Event,WCS,2019-10-17 16:19:00,FunPlus Phoenix,J Team,FunPlus Phoenix,20.0,3.0,54624.0,33330.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,2019,FPX,CN,JT,PCS,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-17 17:13:00,FunPlus Phoenix,Splyce,FunPlus Phoenix,16.0,13.0,75853.0,67549.0,3.0,2.0,1.0,0.0,1.0,0.0,10.0,2.0,2.0,0.0,2019,FPX,CN,SPY,EMEA,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-18 11:29:00,Griffin (Korean Team),Cloud9,Griffin (Korean Team),21.0,1.0,53221.0,34457.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,2019,GRF,KR,C9,NA,GRF,KR,Blue
Worlds 2019 Main Event,WCS,2019-10-18 12:35:00,G2 Esports,Hong Kong Attitude,G2 Esports,14.0,5.0,59771.0,49055.0,3.0,1.0,1.0,0.0,0.0,1.0,11.0,3.0,2.0,0.0,2019,G2,EMEA,HKA,PCS,G2,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-10-18 13:30:00,Hong Kong Attitude,Griffin (Korean Team),Griffin (Korean Team),3.0,10.0,45699.0,59581.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,3.0,2019,HKA,PCS,GRF,KR,GRF,KR,Red
Worlds 2019 Main Event,WCS,2019-10-18 14:23:00,Cloud9,G2 Esports,G2 Esports,15.0,26.0,52453.0,67109.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,11.0,0.0,3.0,2019,C9,NA,G2,EMEA,G2,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-18 15:19:00,Hong Kong Attitude,Cloud9,Cloud9,9.0,11.0,49273.0,51689.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,10.0,1.0,1.0,2019,HKA,PCS,C9,NA,C9,NA,Red
Worlds 2019 Main Event,WCS,2019-10-18 16:11:00,G2 Esports,Griffin (Korean Team),Griffin (Korean Team),2.0,19.0,39971.0,55287.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,2019,G2,EMEA,GRF,KR,GRF,KR,Red
Worlds 2019 Main Event,WCS,2019-10-18 17:04:00,G2 Esports,Griffin (Korean Team),Griffin (Korean Team),4.0,23.0,43312.0,56432.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,2019,G2,EMEA,GRF,KR,GRF,KR,Red
Worlds 2019 Main Event,WCS,2019-10-19 10:44:00,Royal Never Give Up,SK Telecom T1,SK Telecom T1,10.0,13.0,63684.0,69193.0,4.0,1.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,1.0,2019,RNG,CN,T1,KR,T1,KR,Red
Worlds 2019 Main Event,WCS,2019-10-19 11:50:00,Clutch Gaming,Fnatic,Fnatic,25.0,25.0,96444.0,96740.0,4.0,4.0,1.0,3.0,0.0,1.0,8.0,10.0,2.0,3.0,2019,CG,NA,FNC,EMEA,FNC,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-19 13:02:00,SK Telecom T1,Fnatic,Fnatic,7.0,21.0,44494.0,53306.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,11.0,0.0,3.0,2019,T1,KR,FNC,EMEA,FNC,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-19 13:53:00,Clutch Gaming,Royal Never Give Up,Royal Never Give Up,9.0,15.0,50736.0,60441.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,9.0,0.0,2.0,2019,CG,NA,RNG,CN,RNG,CN,Red
Worlds 2019 Main Event,WCS,2019-10-19 14:46:00,SK Telecom T1,Clutch Gaming,SK Telecom T1,18.0,5.0,69970.0,55043.0,4.0,1.0,1.0,1.0,0.0,1.0,10.0,2.0,2.0,0.0,2019,T1,KR,CG,NA,T1,KR,Blue
Worlds 2019 Main Event,WCS,2019-10-19 15:44:00,Fnatic,Royal Never Give Up,Fnatic,11.0,3.0,63950.0,49551.0,4.0,0.0,2.0,0.0,0.0,1.0,11.0,2.0,2.0,0.0,2019,FNC,EMEA,RNG,CN,FNC,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-10-20 10:37:00,ahq eSports Club,Invictus Gaming,Invictus Gaming,5.0,10.0,52415.0,62713.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,11.0,0.0,3.0,2019,ahq,PCS,iG,CN,iG,CN,Red
Worlds 2019 Main Event,WCS,2019-10-20 11:46:00,Team Liquid,DAMWON Gaming,DAMWON Gaming,4.0,12.0,52031.0,65659.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,10.0,0.0,2.0,2019,TL,NA,DK,KR,DK,KR,Red
Worlds 2019 Main Event,WCS,2019-10-20 12:43:00,Team Liquid,ahq eSports Club,Team Liquid,12.0,6.0,58664.0,47176.0,3.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,2.0,0.0,2019,TL,NA,ahq,PCS,TL,NA,Blue
Worlds 2019 Main Event,WCS,2019-10-20 13:37:00,DAMWON Gaming,Invictus Gaming,DAMWON Gaming,22.0,13.0,62085.0,56087.0,3.0,1.0,1.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2019,DK,KR,iG,CN,DK,KR,Blue
Worlds 2019 Main Event,WCS,2019-10-20 14:32:00,DAMWON Gaming,ahq eSports Club,DAMWON Gaming,13.0,2.0,60196.0,43580.0,4.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,2019,DK,KR,ahq,PCS,DK,KR,Blue
Worlds 2019 Main Event,WCS,2019-10-20 15:23:00,Invictus Gaming,Team Liquid,Invictus Gaming,18.0,4.0,46693.0,36552.0,1.0,2.0,0.0,0.0,1.0,0.0,9.0,2.0,2.0,0.0,2019,iG,CN,TL,NA,iG,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-26 08:14:00,Invictus Gaming,Griffin (Korean Team),Invictus Gaming,22.0,18.0,83092.0,74169.0,3.0,3.0,2.0,0.0,0.0,1.0,10.0,3.0,2.0,0.0,2019,iG,CN,GRF,KR,iG,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-26 10:02:00,Griffin (Korean Team),Invictus Gaming,Invictus Gaming,15.0,18.0,58726.0,68666.0,2.0,3.0,0.0,2.0,0.0,1.0,5.0,8.0,0.0,1.0,2019,GRF,KR,iG,CN,iG,CN,Red
Worlds 2019 Main Event,WCS,2019-10-26 10:57:00,Invictus Gaming,Griffin (Korean Team),Griffin (Korean Team),6.0,19.0,57684.0,69106.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,11.0,0.0,3.0,2019,iG,CN,GRF,KR,GRF,KR,Red
Worlds 2019 Main Event,WCS,2019-10-26 11:54:00,Griffin (Korean Team),Invictus Gaming,Invictus Gaming,4.0,16.0,39054.0,52099.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,2019,GRF,KR,iG,CN,iG,CN,Red
Worlds 2019 Main Event,WCS,2019-10-26 12:40:00,FunPlus Phoenix,Fnatic,FunPlus Phoenix,18.0,10.0,50583.0,45785.0,4.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,2019,FPX,CN,FNC,EMEA,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-26 13:50:00,Fnatic,FunPlus Phoenix,FunPlus Phoenix,3.0,18.0,39013.0,49089.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,8.0,0.0,1.0,2019,FNC,EMEA,FPX,CN,FPX,CN,Red
Worlds 2019 Main Event,WCS,2019-10-26 14:37:00,FunPlus Phoenix,Fnatic,Fnatic,11.0,20.0,47824.0,53701.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,9.0,0.0,2.0,2019,FPX,CN,FNC,EMEA,FNC,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-26 15:24:00,FunPlus Phoenix,Fnatic,FunPlus Phoenix,21.0,8.0,71458.0,60007.0,5.0,0.0,2.0,0.0,0.0,1.0,11.0,3.0,3.0,0.0,2019,FPX,CN,FNC,EMEA,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-27 10:39:00,Splyce,SK Telecom T1,SK Telecom T1,8.0,14.0,47756.0,57887.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,9.0,0.0,1.0,2019,SPY,EMEA,T1,KR,T1,KR,Red
Worlds 2019 Main Event,WCS,2019-10-27 11:45:00,SK Telecom T1,Splyce,SK Telecom T1,18.0,7.0,56467.0,45505.0,4.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,2.0,0.0,2019,T1,KR,SPY,EMEA,T1,KR,Blue
Worlds 2019 Main Event,WCS,2019-10-27 12:34:00,SK Telecom T1,Splyce,Splyce,12.0,18.0,56553.0,63665.0,1.0,3.0,0.0,2.0,1.0,0.0,3.0,10.0,0.0,2.0,2019,T1,KR,SPY,EMEA,SPY,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-27 13:27:00,SK Telecom T1,Splyce,SK Telecom T1,17.0,10.0,61044.0,51314.0,4.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,2019,T1,KR,SPY,EMEA,T1,KR,Blue
Worlds 2019 Main Event,WCS,2019-10-27 14:20:00,G2 Esports,DAMWON Gaming,G2 Esports,14.0,9.0,65395.0,57801.0,3.0,1.0,1.0,0.0,0.0,1.0,9.0,3.0,3.0,0.0,2019,G2,EMEA,DK,KR,G2,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-10-27 15:32:00,G2 Esports,DAMWON Gaming,DAMWON Gaming,12.0,23.0,76137.0,90431.0,1.0,6.0,0.0,3.0,0.0,1.0,3.0,11.0,0.0,4.0,2019,G2,EMEA,DK,KR,DK,KR,Red
Worlds 2019 Main Event,WCS,2019-10-27 16:38:00,G2 Esports,DAMWON Gaming,G2 Esports,18.0,7.0,63297.0,52320.0,2.0,2.0,1.0,0.0,0.0,1.0,10.0,2.0,1.0,0.0,2019,G2,EMEA,DK,KR,G2,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-10-27 17:28:00,G2 Esports,DAMWON Gaming,G2 Esports,18.0,13.0,62477.0,52743.0,3.0,1.0,1.0,0.0,1.0,0.0,9.0,4.0,1.0,0.0,2019,G2,EMEA,DK,KR,G2,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-11-02 10:51:00,FunPlus Phoenix,Invictus Gaming,FunPlus Phoenix,17.0,9.0,54159.0,44622.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2019,FPX,CN,iG,CN,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-11-02 11:45:00,Invictus Gaming,FunPlus Phoenix,Invictus Gaming,28.0,31.0,79778.0,77781.0,2.0,4.0,1.0,1.0,0.0,1.0,8.0,8.0,2.0,1.0,2019,iG,CN,FPX,CN,iG,CN,Blue
Worlds 2019 Main Event,WCS,2019-11-02 12:48:00,FunPlus Phoenix,Invictus Gaming,FunPlus Phoenix,20.0,8.0,50568.0,42684.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,3.0,2.0,0.0,2019,FPX,CN,iG,CN,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-11-02 13:35:00,Invictus Gaming,FunPlus Phoenix,FunPlus Phoenix,21.0,34.0,63909.0,70309.0,2.0,3.0,1.0,1.0,0.0,1.0,7.0,9.0,1.0,2.0,2019,iG,CN,FPX,CN,FPX,CN,Red
Worlds 2019 Main Event,WCS,2019-11-03 10:46:00,SK Telecom T1,G2 Esports,G2 Esports,8.0,10.0,61406.0,63104.0,3.0,2.0,1.0,0.0,1.0,0.0,4.0,9.0,0.0,2.0,2019,T1,KR,G2,EMEA,G2,EMEA,Red
Worlds 2019 Main Event,WCS,2019-11-03 11:51:00,G2 Esports,SK Telecom T1,SK Telecom T1,7.0,21.0,61212.0,73282.0,2.0,4.0,0.0,2.0,1.0,0.0,4.0,10.0,0.0,2.0,2019,G2,EMEA,T1,KR,T1,KR,Red
Worlds 2019 Main Event,WCS,2019-11-03 12:47:00,SK Telecom T1,G2 Esports,G2 Esports,12.0,19.0,61409.0,64634.0,2.0,3.0,2.0,0.0,1.0,0.0,4.0,9.0,0.0,1.0,2019,T1,KR,G2,EMEA,G2,EMEA,Red
Worlds 2019 Main Event,WCS,2019-11-03 13:42:00,G2 Esports,SK Telecom T1,G2 Esports,23.0,22.0,67152.0,64094.0,2.0,4.0,1.0,1.0,1.0,0.0,8.0,7.0,1.0,1.0,2019,G2,EMEA,T1,KR,G2,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-11-10 11:55:00,FunPlus Phoenix,G2 Esports,FunPlus Phoenix,22.0,7.0,80030.0,70174.0,4.0,2.0,2.0,0.0,0.0,1.0,10.0,6.0,3.0,1.0,2019,FPX,CN,G2,EMEA,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-11-10 13:31:00,G2 Esports,FunPlus Phoenix,FunPlus Phoenix,4.0,20.0,37963.0,51875.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,2019,G2,EMEA,FPX,CN,FPX,CN,Red
Worlds 2019 Main Event,WCS,2019-11-10 14:26:00,FunPlus Phoenix,G2 Esports,FunPlus Phoenix,10.0,8.0,55581.0,48957.0,3.0,2.0,2.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,2019,FPX,CN,G2,EMEA,FPX,CN,Blue
Worlds 2020 Play-In,WCS,2020-09-25 07:42:00,MAD Lions,INTZ,MAD Lions,18.0,14.0,65232.0,54879.0,2.0,2.0,2.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,2020,MAD,EMEA,ITZ,BR,MAD,EMEA,Blue
Worlds 2020 Play-In,WCS,2020-09-25 08:50:00,PSG Talon,Rainbow7,PSG Talon,27.0,8.0,63492.0,54175.0,3.0,1.0,0.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2020,PSG,PCS,R7,LAT,PSG,PCS,Blue
Worlds 2020 Play-In,WCS,2020-09-25 10:00:00,Legacy Esports,INTZ,Legacy Esports,17.0,17.0,77446.0,66075.0,2.0,4.0,2.0,0.0,2.0,0.0,11.0,3.0,4.0,0.0,2020,LGC,PCS,ITZ,BR,LGC,PCS,Blue
Worlds 2020 Play-In,WCS,2020-09-25 11:09:00,LGD Gaming,PSG Talon,PSG Talon,2.0,16.0,59812.0,68280.0,1.0,4.0,0.0,2.0,2.0,0.0,5.0,10.0,0.0,2.0,2020,LGD,CN,PSG,PCS,PSG,PCS,Red
Worlds 2020 Play-In,WCS,2020-09-25 12:14:00,Team Liquid,MAD Lions,Team Liquid,22.0,10.0,64779.0,55408.0,2.0,2.0,1.0,0.0,2.0,0.0,9.0,3.0,1.0,0.0,2020,TL,NA,MAD,EMEA,TL,NA,Blue
Worlds 2020 Play-In,WCS,2020-09-26 07:43:00,Rainbow7,V3 Esports,V3 Esports,6.0,16.0,52475.0,65604.0,1.0,4.0,0.0,2.0,0.0,2.0,3.0,9.0,0.0,1.0,2020,R7,LAT,V3,JP,V3,JP,Red
Worlds 2020 Play-In,WCS,2020-09-26 08:50:00,INTZ,Papara SuperMassive,Papara SuperMassive,2.0,16.0,48456.0,58965.0,1.0,4.0,0.0,1.0,2.0,0.0,2.0,7.0,0.0,1.0,2020,ITZ,BR,SUP,EMEA,SUP,EMEA,Red
Worlds 2020 Play-In,WCS,2020-09-26 09:51:00,V3 Esports,Unicorns of Love.CIS,Unicorns of Love.CIS,10.0,30.0,47929.0,60218.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,11.0,0.0,3.0,2020,V3,JP,UOL,INT,UOL,INT,Red
Worlds 2020 Play-In,WCS,2020-09-26 10:53:00,LGD Gaming,Rainbow7,Rainbow7,13.0,20.0,69109.0,74392.0,1.0,5.0,0.0,2.0,0.0,2.0,4.0,8.0,0.0,2.0,2020,LGD,CN,R7,LAT,R7,LAT,Red
Worlds 2020 Play-In,WCS,2020-09-26 12:01:00,Unicorns of Love.CIS,PSG Talon,Unicorns of Love.CIS,13.0,13.0,61717.0,55328.0,2.0,2.0,2.0,0.0,1.0,1.0,11.0,3.0,3.0,0.0,2020,UOL,INT,PSG,PCS,UOL,INT,Blue
Worlds 2020 Play-In,WCS,2020-09-26 13:03:00,Papara SuperMassive,MAD Lions,Papara SuperMassive,18.0,5.0,55371.0,44905.0,2.0,1.0,1.0,0.0,2.0,0.0,10.0,2.0,2.0,0.0,2020,SUP,EMEA,MAD,EMEA,SUP,EMEA,Blue
Worlds 2020 Play-In,WCS,2020-09-26 14:01:00,Team Liquid,Legacy Esports,Team Liquid,16.0,1.0,55576.0,39826.0,3.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,2020,TL,NA,LGC,PCS,TL,NA,Blue
Worlds 2020 Play-In,WCS,2020-09-27 07:42:00,V3 Esports,LGD Gaming,LGD Gaming,9.0,19.0,55561.0,66713.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,3.0,2020,V3,JP,LGD,CN,LGD,CN,Red
Worlds 2020 Play-In,WCS,2020-09-27 08:50:00,Rainbow7,Unicorns of Love.CIS,Rainbow7,25.0,4.0,57497.0,40037.0,2.0,1.0,1.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,2020,R7,LAT,UOL,INT,R7,LAT,Blue
Worlds 2020 Play-In,WCS,2020-09-27 09:47:00,PSG Talon,V3 Esports,PSG Talon,25.0,8.0,55389.0,41321.0,3.0,0.0,1.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,2020,PSG,PCS,V3,JP,PSG,PCS,Blue
Worlds 2020 Play-In,WCS,2020-09-27 10:59:00,Unicorns of Love.CIS,LGD Gaming,Unicorns of Love.CIS,24.0,12.0,65806.0,55520.0,5.0,0.0,1.0,0.0,1.0,1.0,11.0,1.0,2.0,0.0,2020,UOL,INT,LGD,CN,UOL,INT,Blue
Worlds 2020 Play-In,WCS,2020-09-27 12:02:00,Unicorns of Love.CIS,PSG Talon,PSG Talon,5.0,13.0,56404.0,60274.0,2.0,2.0,0.0,1.0,2.0,0.0,6.0,5.0,1.0,1.0,2020,UOL,INT,PSG,PCS,PSG,PCS,Red
Worlds 2020 Play-In,WCS,2020-09-27 13:03:00,LGD Gaming,V3 Esports,LGD Gaming,20.0,8.0,67227.0,52291.0,4.0,1.0,2.0,0.0,2.0,0.0,11.0,1.0,2.0,0.0,2020,LGD,CN,V3,JP,LGD,CN,Blue
Worlds 2020 Play-In,WCS,2020-09-28 07:35:00,Papara SuperMassive,Team Liquid,Team Liquid,8.0,20.0,48189.0,58282.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0,2020,SUP,EMEA,TL,NA,TL,NA,Red
Worlds 2020 Play-In,WCS,2020-09-28 08:45:00,MAD Lions,Legacy Esports,Legacy Esports,13.0,25.0,60480.0,71948.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,10.0,0.0,2.0,2020,MAD,EMEA,LGC,PCS,LGC,PCS,Red
Worlds 2020 Play-In,WCS,2020-09-28 09:49:00,INTZ,Team Liquid,INTZ,13.0,6.0,66154.0,61899.0,3.0,2.0,2.0,0.0,1.0,1.0,11.0,6.0,3.0,0.0,2020,ITZ,BR,TL,NA,ITZ,BR,Blue
Worlds 2020 Play-In,WCS,2020-09-28 10:53:00,Legacy Esports,Papara SuperMassive,Legacy Esports,27.0,9.0,54774.0,44752.0,1.0,3.0,1.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,2020,LGC,PCS,SUP,EMEA,LGC,PCS,Blue
Worlds 2020 Play-In,WCS,2020-09-28 11:51:00,MAD Lions,INTZ,MAD Lions,14.0,7.0,65269.0,61890.0,4.0,1.0,0.0,1.0,0.0,2.0,8.0,6.0,1.0,0.0,2020,MAD,EMEA,ITZ,BR,MAD,EMEA,Blue
Worlds 2020 Play-In,WCS,2020-09-28 13:04:00,Team Liquid,Legacy Esports,Team Liquid,19.0,3.0,42647.0,29284.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,2020,TL,NA,LGC,PCS,TL,NA,Blue
Worlds 2020 Play-In,WCS,2020-09-29 05:27:00,Rainbow7,LGD Gaming,LGD Gaming,4.0,14.0,43214.0,57283.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,9.0,0.0,1.0,2020,R7,LAT,LGD,CN,LGD,CN,Red
Worlds 2020 Play-In,WCS,2020-09-29 06:44:00,Rainbow7,LGD Gaming,LGD Gaming,3.0,12.0,45206.0,57011.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,7.0,0.0,1.0,2020,R7,LAT,LGD,CN,LGD,CN,Red
Worlds 2020 Play-In,WCS,2020-09-29 07:40:00,LGD Gaming,Rainbow7,LGD Gaming,19.0,10.0,64703.0,53759.0,3.0,2.0,1.0,0.0,2.0,0.0,11.0,3.0,2.0,0.0,2020,LGD,CN,R7,LAT,LGD,CN,Blue
Worlds 2020 Play-In,WCS,2020-09-29 08:38:00,Papara SuperMassive,MAD Lions,Papara SuperMassive,22.0,14.0,63769.0,59759.0,3.0,3.0,0.0,0.0,1.0,1.0,7.0,4.0,1.0,0.0,2020,SUP,EMEA,MAD,EMEA,SUP,EMEA,Blue
Worlds 2020 Play-In,WCS,2020-09-29 09:42:00,MAD Lions,Papara SuperMassive,MAD Lions,14.0,9.0,55320.0,47539.0,3.0,2.0,1.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,2020,MAD,EMEA,SUP,EMEA,MAD,EMEA,Blue
Worlds 2020 Play-In,WCS,2020-09-29 10:39:00,Papara SuperMassive,MAD Lions,Papara SuperMassive,21.0,8.0,61803.0,53923.0,3.0,1.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,0.0,2020,SUP,EMEA,MAD,EMEA,SUP,EMEA,Blue
Worlds 2020 Play-In,WCS,2020-09-29 11:36:00,MAD Lions,Papara SuperMassive,MAD Lions,13.0,7.0,56507.0,50367.0,1.0,3.0,1.0,0.0,2.0,0.0,8.0,3.0,1.0,0.0,2020,MAD,EMEA,SUP,EMEA,MAD,EMEA,Blue
Worlds 2020 Play-In,WCS,2020-09-29 12:36:00,Papara SuperMassive,MAD Lions,Papara SuperMassive,19.0,8.0,58063.0,49159.0,3.0,1.0,1.0,0.0,2.0,0.0,9.0,1.0,2.0,0.0,2020,SUP,EMEA,MAD,EMEA,SUP,EMEA,Blue
Worlds 2020 Play-In,WCS,2020-09-30 05:28:00,Legacy Esports,LGD Gaming,LGD Gaming,3.0,9.0,45415.0,56922.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,11.0,0.0,2.0,2020,LGC,PCS,LGD,CN,LGD,CN,Red
Worlds 2020 Play-In,WCS,2020-09-30 06:42:00,Legacy Esports,LGD Gaming,LGD Gaming,18.0,17.0,67359.0,69108.0,3.0,2.0,2.0,0.0,0.0,2.0,7.0,7.0,2.0,1.0,2020,LGC,PCS,LGD,CN,LGD,CN,Red
Worlds 2020 Play-In,WCS,2020-09-30 07:45:00,Legacy Esports,LGD Gaming,LGD Gaming,4.0,14.0,39978.0,48969.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,10.0,0.0,2.0,2020,LGC,PCS,LGD,CN,LGD,CN,Red
Worlds 2020 Play-In,WCS,2020-09-30 08:32:00,Unicorns of Love.CIS,Papara SuperMassive,Unicorns of Love.CIS,21.0,12.0,62918.0,50749.0,3.0,1.0,2.0,0.0,2.0,0.0,11.0,1.0,3.0,0.0,2020,UOL,INT,SUP,EMEA,UOL,INT,Blue
Worlds 2020 Play-In,WCS,2020-09-30 09:36:00,Papara SuperMassive,Unicorns of Love.CIS,Unicorns of Love.CIS,11.0,24.0,52889.0,64861.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,3.0,2020,SUP,EMEA,UOL,INT,UOL,INT,Red
Worlds 2020 Play-In,WCS,2020-09-30 10:33:00,Unicorns of Love.CIS,Papara SuperMassive,Unicorns of Love.CIS,17.0,10.0,60735.0,49940.0,4.0,0.0,2.0,0.0,2.0,0.0,9.0,2.0,2.0,0.0,2020,UOL,INT,SUP,EMEA,UOL,INT,Blue
Worlds 2020 Main Event,WCS,2020-10-03 07:35:00,FlyQuest,Top Esports,Top Esports,7.0,19.0,48506.0,62647.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,3.0,2020,FLY,NA,TES,CN,TES,CN,Red
Worlds 2020 Main Event,WCS,2020-10-03 08:47:00,Unicorns of Love.CIS,DRX,DRX,5.0,22.0,47471.0,61695.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,2.0,2020,UOL,INT,DRX,KR,DRX,KR,Red
Worlds 2020 Main Event,WCS,2020-10-03 09:50:00,Rogue (European Team),PSG Talon,Rogue (European Team),16.0,0.0,55810.0,41471.0,3.0,1.0,1.0,0.0,2.0,0.0,11.0,1.0,3.0,0.0,2020,RGE,EMEA,PSG,PCS,RGE,EMEA,Blue
Worlds 2020 Main Event,WCS,2020-10-03 10:43:00,DAMWON Gaming,JD Gaming,DAMWON Gaming,25.0,7.0,53822.0,38182.0,4.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,1.0,0.0,2020,DK,KR,JDG,CN,DK,KR,Blue
Worlds 2020 Main Event,WCS,2020-10-03 11:36:00,Gen.G,LGD Gaming,Gen.G,21.0,17.0,83075.0,74511.0,4.0,3.0,2.0,0.0,2.0,0.0,7.0,6.0,1.0,1.0,2020,GEN,KR,LGD,CN,GEN,KR,Blue
Worlds 2020 Main Event,WCS,2020-10-03 12:48:00,TSM,Fnatic,Fnatic,5.0,12.0,55203.0,64079.0,3.0,2.0,0.0,2.0,2.0,0.0,6.0,8.0,0.0,1.0,2020,TSM,NA,FNC,EMEA,FNC,EMEA,Red
Worlds 2020 Main Event,WCS,2020-10-04 07:13:00,Machi Esports,Team Liquid,Machi Esports,9.0,4.0,69737.0,60067.0,4.0,1.0,2.0,0.0,1.0,1.0,10.0,3.0,1.0,0.0,2020,MCX,PCS,TL,NA,MCX,PCS,Blue
Worlds 2020 Main Event,WCS,2020-10-04 08:51:00,G2 Esports,Suning,G2 Esports,19.0,21.0,75673.0,72962.0,2.0,4.0,1.0,0.0,1.0,0.0,7.0,7.0,1.0,1.0,2020,G2,EMEA,SN,CN,G2,EMEA,Blue
Worlds 2020 Main Event,WCS,2020-10-04 10:03:00,Rogue (European Team),DAMWON Gaming,DAMWON Gaming,4.0,7.0,51794.0,63000.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,10.0,0.0,1.0,2020,RGE,EMEA,DK,KR,DK,KR,Red
Worlds 2020 Main Event,WCS,2020-10-04 11:04:00,PSG Talon,JD Gaming,JD Gaming,3.0,17.0,34347.0,48167.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,2020,PSG,PCS,JDG,CN,JDG,CN,Red
Worlds 2020 Main Event,WCS,2020-10-04 11:55:00,Gen.G,TSM,Gen.G,9.0,6.0,52463.0,41450.0,3.0,0.0,1.0,0.0,2.0,0.0,9.0,2.0,1.0,0.0,2020,GEN,KR,TSM,NA,GEN,KR,Blue
