Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red
Worlds 2018 Main Event,WCS,2018-10-20 04:52:00,KT Rolster,Invictus Gaming,Invictus Gaming,7.0,20.0,40853.0,54228.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,2018,KT,KR,iG,CN,iG,CN,Red
Worlds 2018 Main Event,WCS,2018-10-20 05:38:00,KT Rolster,Invictus Gaming,KT Rolster,16.0,13.0,75203.0,77161.0,1.0,4.0,2.0,0.0,0.0,1.0,7.0,10.0,1.0,2.0,2018,KT,KR,iG,CN,KT,KR,Blue
Worlds 2018 Main Event,WCS,2018-10-20 06:40:00,KT Rolster,Invictus Gaming,KT Rolster,7.0,2.0,65882.0,55282.0,1.0,3.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2018,KT,KR,iG,CN,KT,KR,Blue
Worlds 2018 Main Event,WCS,2018-10-20 07:39:00,KT Rolster,Invictus Gaming,Invictus Gaming,7.0,12.0,65899.0,79895.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,10.0,0.0,3.0,2018,KT,KR,iG,CN,iG,CN,Red
Worlds 2018 Main Event,WCS,2018-10-20 08:42:00,Royal Never Give Up,G2 Esports,Royal Never Give Up,12.0,4.0,62128.0,50734.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0,0.0,2018,RNG,CN,G2,EMEA,RNG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-20 09:43:00,G2 Esports,Royal Never Give Up,G2 Esports,16.0,7.0,67795.0,54503.0,0.0,3.0,1.0,0.0,1.0,0.0,10.0,3.0,2.0,0.0,2018,G2,EMEA,RNG,CN,G2,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-20 10:38:00,Royal Never Give Up,G2 Esports,Royal Never Give Up,8.0,3.0,48897.0,39751.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,3.0,1.0,0.0,2018,RNG,CN,G2,EMEA,RNG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-20 11:23:00,G2 Esports,Royal Never Give Up,G2 Esports,15.0,1.0,61190.0,42237.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,3.0,0.0,2018,G2,EMEA,RNG,CN,G2,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-20 12:11:00,Royal Never Give Up,G2 Esports,G2 Esports,6.0,19.0,59755.0,76000.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,10.0,0.0,1.0,2018,RNG,CN,G2,EMEA,G2,EMEA,Red
Worlds 2018 Main Event,WCS,2018-10-21 03:34:00,Cloud9,Afreeca Freecs,Cloud9,16.0,5.0,56943.0,42323.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,2.0,0.0,2018,C9,NA,KDF,KR,C9,NA,Blue
Worlds 2018 Main Event,WCS,2018-10-21 04:46:00,Cloud9,Afreeca Freecs,Cloud9,14.0,11.0,58559.0,49282.0,3.0,1.0,1.0,0.0,1.0,0.0,10.0,3.0,2.0,0.0,2018,C9,NA,KDF,KR,C9,NA,Blue
Worlds 2018 Main Event,WCS,2018-10-21 05:40:00,Cloud9,Afreeca Freecs,Cloud9,18.0,15.0,66369.0,58195.0,2.0,2.0,1.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2018,C9,NA,KDF,KR,C9,NA,Blue
Worlds 2018 Main Event,WCS,2018-10-21 06:44:00,Fnatic,EDward Gaming,EDward Gaming,4.0,20.0,38571.0,55166.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,2018,FNC,EMEA,EDG,CN,EDG,CN,Red
Worlds 2018 Main Event,WCS,2018-10-21 07:33:00,Fnatic,EDward Gaming,Fnatic,15.0,6.0,54368.0,40041.0,2.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,2018,FNC,EMEA,EDG,CN,FNC,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-21 08:21:00,Fnatic,EDward Gaming,Fnatic,12.0,10.0,80613.0,84340.0,2.0,3.0,1.0,2.0,0.0,1.0,8.0,5.0,2.0,0.0,2018,FNC,EMEA,EDG,CN,FNC,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-21 09:29:00,EDward Gaming,Fnatic,Fnatic,12.0,10.0,50356.0,62082.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,3.0,2018,EDG,CN,FNC,EMEA,FNC,EMEA,Red
Worlds 2018 Main Event,WCS,2018-10-27 07:39:00,Invictus Gaming,G2 Esports,Invictus Gaming,16.0,4.0,57698.0,43451.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2018,iG,CN,G2,EMEA,iG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-27 08:52:00,Invictus Gaming,G2 Esports,Invictus Gaming,18.0,11.0,55292.0,44125.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,2018,iG,CN,G2,EMEA,iG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-27 09:40:00,Invictus Gaming,G2 Esports,Invictus Gaming,22.0,12.0,60911.0,47931.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,2.0,0.0,2018,iG,CN,G2,EMEA,iG,CN,Blue
Worlds 2018 Main Event,WCS,2018-10-28 07:34:00,Fnatic,Cloud9,Fnatic,20.0,3.0,54460.0,36809.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,2018,FNC,EMEA,C9,NA,FNC,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-10-28 08:44:00,Cloud9,Fnatic,Fnatic,9.0,13.0,54125.0,64059.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,10.0,0.0,1.0,2018,C9,NA,FNC,EMEA,FNC,EMEA,Red
Worlds 2018 Main Event,WCS,2018-10-28 09:37:00,Fnatic,Cloud9,Fnatic,27.0,13.0,72726.0,59245.0,3.0,1.0,2.0,0.0,1.0,0.0,10.0,3.0,3.0,0.0,2018,FNC,EMEA,C9,NA,FNC,EMEA,Blue
Worlds 2018 Main Event,WCS,2018-11-03 07:14:00,Fnatic,Invictus Gaming,Invictus Gaming,6.0,21.0,41498.0,56632.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,2018,FNC,EMEA,iG,CN,iG,CN,Red
Worlds 2018 Main Event,WCS,2018-11-03 08:40:00,Fnatic,Invictus Gaming,Invictus Gaming,7.0,22.0,54487.0,66067.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,2018,FNC,EMEA,iG,CN,iG,CN,Red
Worlds 2018 Main Event,WCS,2018-11-03 09:34:00,Invictus Gaming,Fnatic,Invictus Gaming,24.0,12.0,53883.0,43917.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,2.0,1.0,0.0,2018,iG,CN,FNC,EMEA,iG,CN,Blue
Worlds 2019 Play-In,WCS,2019-10-02 09:22:00,Clutch Gaming,Unicorns of Love.CIS,Unicorns of Love.CIS,8.0,16.0,61900.0,68625.0,0.0,4.0,0.0,2.0,1.0,0.0,3.0,11.0,0.0,4.0,2019,CG,NA,UOL,INT,UOL,INT,Red
Worlds 2019 Play-In,WCS,2019-10-02 10:52:00,DetonatioN FocusMe,Splyce,Splyce,7.0,22.0,41227.0,56670.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,2019,DFM,JP,SPY,EMEA,SPY,EMEA,Red
Worlds 2019 Play-In,WCS,2019-10-02 11:54:00,MAMMOTH,Unicorns of Love.CIS,MAMMOTH,18.0,8.0,69069.0,60326.0,4.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,2.0,0.0,2019,MEC,PCS,UOL,INT,MEC,PCS,Blue
Worlds 2019 Play-In,WCS,2019-10-02 12:58:00,DetonatioN FocusMe,Isurus,Isurus,12.0,16.0,64460.0,74977.0,1.0,4.0,0.0,1.0,0.0,0.0,3.0,9.0,0.0,2.0,2019,DFM,JP,ISG,LAT,ISG,LAT,Red
Worlds 2019 Play-In,WCS,2019-10-02 14:04:00,MAMMOTH,Clutch Gaming,Clutch Gaming,2.0,10.0,60015.0,71976.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,3.0,2019,MEC,PCS,CG,NA,CG,NA,Red
Worlds 2019 Play-In,WCS,2019-10-02 15:08:00,Splyce,Isurus,Splyce,13.0,5.0,56903.0,45357.0,4.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,3.0,0.0,2019,SPY,EMEA,ISG,LAT,SPY,EMEA,Blue
Worlds 2019 Play-In,WCS,2019-10-03 09:15:00,Royal Youth,DAMWON Gaming,DAMWON Gaming,12.0,17.0,56116.0,68591.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,9.0,0.0,2.0,2019,RYL,EMEA,DK,KR,DK,KR,Red
Worlds 2019 Play-In,WCS,2019-10-03 10:46:00,MEGA,Hong Kong Attitude,Hong Kong Attitude,3.0,7.0,56132.0,62260.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,8.0,0.0,1.0,2019,MG,PCS,HKA,PCS,HKA,PCS,Red
Worlds 2019 Play-In,WCS,2019-10-03 11:51:00,DAMWON Gaming,Flamengo Esports,DAMWON Gaming,22.0,11.0,63833.0,48237.0,3.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,3.0,0.0,2019,DK,KR,FLA,BR,DK,KR,Blue
Worlds 2019 Play-In,WCS,2019-10-03 12:46:00,MEGA,Lowkey Esports.Vietnam,MEGA,21.0,19.0,75850.0,73831.0,3.0,1.0,1.0,1.0,1.0,0.0,8.0,5.0,1.0,0.0,2019,MG,PCS,LK,VN,MG,PCS,Blue
Worlds 2019 Play-In,WCS,2019-10-03 13:51:00,Royal Youth,Flamengo Esports,Flamengo Esports,3.0,14.0,37146.0,48830.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,9.0,0.0,2.0,2019,RYL,EMEA,FLA,BR,FLA,BR,Red
Worlds 2019 Play-In,WCS,2019-10-03 14:39:00,Hong Kong Attitude,Lowkey Esports.Vietnam,Lowkey Esports.Vietnam,9.0,20.0,49979.0,57416.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,9.0,0.0,1.0,2019,HKA,PCS,LK,VN,LK,VN,Red
Worlds 2019 Play-In,WCS,2019-10-04 08:38:00,Unicorns of Love.CIS,Clutch Gaming,Unicorns of Love.CIS,14.0,4.0,70589.0,64227.0,4.0,1.0,2.0,0.0,1.0,0.0,11.0,4.0,4.0,0.0,2019,UOL,INT,CG,NA,UOL,INT,Blue
Worlds 2019 Play-In,WCS,2019-10-04 10:01:00,Splyce,DetonatioN FocusMe,DetonatioN FocusMe,8.0,18.0,54405.0,62953.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,0.0,2.0,2019,SPY,EMEA,DFM,JP,DFM,JP,Red
Worlds 2019 Play-In,WCS,2019-10-04 11:01:00,Unicorns of Love.CIS,MAMMOTH,MAMMOTH,10.0,16.0,67791.0,74178.0,4.0,2.0,0.0,1.0,0.0,1.0,9.0,7.0,1.0,2.0,2019,UOL,INT,MEC,PCS,MEC,PCS,Red
Worlds 2019 Play-In,WCS,2019-10-04 12:02:00,Isurus,DetonatioN FocusMe,Isurus,21.0,16.0,112687.0,104047.0,4.0,4.0,2.0,2.0,1.0,0.0,11.0,6.0,3.0,3.0,2019,ISG,LAT,DFM,JP,ISG,LAT,Blue
Worlds 2019 Play-In,WCS,2019-10-04 13:32:00,Clutch Gaming,MAMMOTH,Clutch Gaming,13.0,4.0,49510.0,37482.0,2.0,1.0,1.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,2019,CG,NA,MEC,PCS,CG,NA,Blue
Worlds 2019 Play-In,WCS,2019-10-04 14:19:00,Isurus,Splyce,Splyce,17.0,20.0,68827.0,76621.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,9.0,0.0,1.0,2019,ISG,LAT,SPY,EMEA,SPY,EMEA,Red
Worlds 2019 Play-In,WCS,2019-10-04 15:24:00,MAMMOTH,Unicorns of Love.CIS,Unicorns of Love.CIS,1.0,15.0,42156.0,52628.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,1.0,2019,MEC,PCS,UOL,INT,UOL,INT,Red
Worlds 2019 Play-In,WCS,2019-10-04 16:24:00,Clutch Gaming,Unicorns of Love.CIS,Clutch Gaming,27.0,11.0,64404.0,52152.0,4.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,3.0,0.0,2019,CG,NA,UOL,INT,CG,NA,Blue
Worlds 2019 Play-In,WCS,2019-10-05 08:36:00,DAMWON Gaming,Royal Youth,DAMWON Gaming,15.0,8.0,60747.0,48496.0,5.0,0.0,1.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,2019,DK,KR,RYL,EMEA,DK,KR,Blue
Worlds 2019 Play-In,WCS,2019-10-05 09:49:00,Hong Kong Attitude,MEGA,Hong Kong Attitude,13.0,10.0,71722.0,64623.0,3.0,3.0,1.0,0.0,0.0,1.0,9.0,4.0,2.0,0.0,2019,HKA,PCS,MG,PCS,HKA,PCS,Blue
Worlds 2019 Play-In,WCS,2019-10-05 10:45:00,Flamengo Esports,DAMWON Gaming,DAMWON Gaming,6.0,17.0,45389.0,57615.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,11.0,0.0,3.0,2019,FLA,BR,DK,KR,DK,KR,Red
Worlds 2019 Play-In,WCS,2019-10-05 11:36:00,Lowkey Esports.Vietnam,MEGA,Lowkey Esports.Vietnam,17.0,9.0,63179.0,58041.0,2.0,1.0,1.0,0.0,0.0,1.0,7.0,4.0,1.0,0.0,2019,LK,VN,MG,PCS,LK,VN,Blue
Worlds 2019 Play-In,WCS,2019-10-05 12:33:00,Flamengo Esports,Royal Youth,Royal Youth,12.0,18.0,70041.0,79506.0,2.0,4.0,0.0,2.0,0.0,1.0,3.0,11.0,0.0,5.0,2019,FLA,BR,RYL,EMEA,RYL,EMEA,Red
Worlds 2019 Play-In,WCS,2019-10-05 13:36:00,Lowkey Esports.Vietnam,Hong Kong Attitude,Hong Kong Attitude,2.0,13.0,48511.0,62763.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,10.0,0.0,2.0,2019,LK,VN,HKA,PCS,HKA,PCS,Red
Worlds 2019 Play-In,WCS,2019-10-05 14:31:00,Royal Youth,Flamengo Esports,Royal Youth,15.0,5.0,54308.0,40505.0,3.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,2.0,0.0,2019,RYL,EMEA,FLA,BR,RYL,EMEA,Blue
Worlds 2019 Play-In,WCS,2019-10-07 09:33:00,Lowkey Esports.Vietnam,DAMWON Gaming,Lowkey Esports.Vietnam,16.0,25.0,75625.0,78429.0,2.0,4.0,2.0,0.0,1.0,0.0,10.0,7.0,2.0,1.0,2019,LK,VN,DK,KR,LK,VN,Blue
Worlds 2019 Play-In,WCS,2019-10-07 11:17:00,DAMWON Gaming,Lowkey Esports.Vietnam,DAMWON Gaming,11.0,3.0,49434.0,39778.0,3.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,2019,DK,KR,LK,VN,DK,KR,Blue
Worlds 2019 Play-In,WCS,2019-10-07 11:49:00,DAMWON Gaming,Lowkey Esports.Vietnam,DAMWON Gaming,14.0,14.0,66930.0,56634.0,3.0,1.0,2.0,0.0,1.0,0.0,11.0,2.0,3.0,0.0,2019,DK,KR,LK,VN,DK,KR,Blue
Worlds 2019 Play-In,WCS,2019-10-07 12:42:00,Lowkey Esports.Vietnam,DAMWON Gaming,DAMWON Gaming,2.0,13.0,32240.0,49601.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,2019,LK,VN,DK,KR,DK,KR,Red
Worlds 2019 Play-In,WCS,2019-10-07 13:29:00,Clutch Gaming,Royal Youth,Clutch Gaming,13.0,6.0,57219.0,46447.0,2.0,2.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,2019,CG,NA,RYL,EMEA,CG,NA,Blue
Worlds 2019 Play-In,WCS,2019-10-07 14:21:00,Clutch Gaming,Royal Youth,Clutch Gaming,21.0,9.0,57394.0,44561.0,3.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,2019,CG,NA,RYL,EMEA,CG,NA,Blue
Worlds 2019 Play-In,WCS,2019-10-07 15:10:00,Clutch Gaming,Royal Youth,Clutch Gaming,19.0,7.0,74983.0,60005.0,6.0,0.0,2.0,0.0,1.0,0.0,11.0,3.0,6.0,0.0,2019,CG,NA,RYL,EMEA,CG,NA,Blue
Worlds 2019 Play-In,WCS,2019-10-08 09:42:00,Hong Kong Attitude,Isurus,Hong Kong Attitude,11.0,4.0,59071.0,42685.0,4.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,2.0,0.0,2019,HKA,PCS,ISG,LAT,HKA,PCS,Blue
Worlds 2019 Play-In,WCS,2019-10-08 10:40:00,Isurus,Hong Kong Attitude,Isurus,14.0,5.0,65160.0,54871.0,5.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,2019,ISG,LAT,HKA,PCS,ISG,LAT,Blue
Worlds 2019 Play-In,WCS,2019-10-08 11:33:00,Hong Kong Attitude,Isurus,Hong Kong Attitude,13.0,12.0,76915.0,69738.0,5.0,2.0,2.0,0.0,1.0,0.0,10.0,5.0,3.0,0.0,2019,HKA,PCS,ISG,LAT,HKA,PCS,Blue
Worlds 2019 Play-In,WCS,2019-10-08 12:34:00,Isurus,Hong Kong Attitude,Hong Kong Attitude,7.0,6.0,63029.0,68114.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,10.0,0.0,2.0,2019,ISG,LAT,HKA,PCS,HKA,PCS,Red
Worlds 2019 Play-In,WCS,2019-10-08 13:38:00,Unicorns of Love.CIS,Splyce,Unicorns of Love.CIS,22.0,26.0,87567.0,86035.0,3.0,4.0,2.0,2.0,1.0,0.0,11.0,6.0,3.0,0.0,2019,UOL,INT,SPY,EMEA,UOL,INT,Blue
Worlds 2019 Play-In,WCS,2019-10-08 14:47:00,Splyce,Unicorns of Love.CIS,Splyce,25.0,10.0,64640.0,50882.0,2.0,2.0,2.0,0.0,1.0,0.0,10.0,2.0,2.0,0.0,2019,SPY,EMEA,UOL,INT,SPY,EMEA,Blue
Worlds 2019 Play-In,WCS,2019-10-08 15:39:00,Splyce,Unicorns of Love.CIS,Splyce,18.0,11.0,61585.0,49062.0,4.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,2019,SPY,EMEA,UOL,INT,SPY,EMEA,Blue
Worlds 2019 Play-In,WCS,2019-10-08 16:30:00,Unicorns of Love.CIS,Splyce,Unicorns of Love.CIS,25.0,12.0,81198.0,72416.0,5.0,1.0,1.0,2.0,1.0,0.0,11.0,3.0,5.0,0.0,2019,UOL,INT,SPY,EMEA,UOL,INT,Blue
Worlds 2019 Play-In,WCS,2019-10-08 17:32:00,Splyce,Unicorns of Love.CIS,Splyce,20.0,9.0,72153.0,64669.0,4.0,2.0,1.0,1.0,0.0,1.0,9.0,3.0,1.0,0.0,2019,SPY,EMEA,UOL,INT,SPY,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-10-12 09:54:00,Fnatic,SK Telecom T1,SK Telecom T1,9.0,21.0,63447.0,71551.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,9.0,0.0,1.0,2019,FNC,EMEA,T1,KR,T1,KR,Red
Worlds 2019 Main Event,WCS,2019-10-12 11:56:00,Royal Never Give Up,Clutch Gaming,Royal Never Give Up,12.0,5.0,61840.0,47780.0,2.0,2.0,1.0,0.0,0.0,1.0,11.0,1.0,2.0,0.0,2019,RNG,CN,CG,NA,RNG,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-12 13:03:00,Invictus Gaming,ahq eSports Club,Invictus Gaming,10.0,4.0,52695.0,47069.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,0.0,2019,iG,CN,ahq,PCS,iG,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-12 14:04:00,DAMWON Gaming,Team Liquid,Team Liquid,9.0,15.0,51275.0,57430.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,8.0,0.0,1.0,2019,DK,KR,TL,NA,TL,NA,Red
Worlds 2019 Main Event,WCS,2019-10-12 15:06:00,J Team,FunPlus Phoenix,J Team,18.0,11.0,68722.0,61252.0,1.0,4.0,2.0,0.0,1.0,0.0,9.0,2.0,1.0,0.0,2019,JT,PCS,FPX,CN,JT,PCS,Blue
Worlds 2019 Main Event,WCS,2019-10-12 16:15:00,GAM Esports,Splyce,Splyce,3.0,9.0,50643.0,56893.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,9.0,0.0,2.0,2019,GAM,VN,SPY,EMEA,SPY,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-13 10:05:00,SK Telecom T1,Royal Never Give Up,SK Telecom T1,18.0,23.0,82715.0,82659.0,4.0,3.0,2.0,1.0,1.0,0.0,10.0,7.0,1.0,2.0,2019,T1,KR,RNG,CN,T1,KR,Blue
Worlds 2019 Main Event,WCS,2019-10-13 11:55:00,Fnatic,Clutch Gaming,Fnatic,23.0,12.0,74973.0,65751.0,2.0,4.0,0.0,0.0,0.0,1.0,8.0,5.0,1.0,0.0,2019,FNC,EMEA,CG,NA,FNC,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-10-13 12:57:00,Team Liquid,Invictus Gaming,Invictus Gaming,11.0,17.0,58772.0,65229.0,2.0,3.0,0.0,1.0,1.0,0.0,5.0,11.0,0.0,2.0,2019,TL,NA,iG,CN,iG,CN,Red
Worlds 2019 Main Event,WCS,2019-10-13 13:56:00,ahq eSports Club,DAMWON Gaming,DAMWON Gaming,6.0,9.0,42102.0,51746.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,2019,ahq,PCS,DK,KR,DK,KR,Red
Worlds 2019 Main Event,WCS,2019-10-13 14:49:00,Griffin (Korean Team),G2 Esports,G2 Esports,7.0,16.0,48848.0,59691.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,11.0,0.0,3.0,2019,GRF,KR,G2,EMEA,G2,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-13 15:45:00,Cloud9,Hong Kong Attitude,Cloud9,18.0,19.0,89096.0,80402.0,4.0,2.0,2.0,0.0,1.0,0.0,10.0,2.0,3.0,0.0,2019,C9,NA,HKA,PCS,C9,NA,Blue
Worlds 2019 Main Event,WCS,2019-10-14 11:44:00,Invictus Gaming,DAMWON Gaming,DAMWON Gaming,13.0,22.0,66939.0,75257.0,3.0,3.0,0.0,2.0,0.0,0.0,6.0,10.0,1.0,2.0,2019,iG,CN,DK,KR,DK,KR,Red
Worlds 2019 Main Event,WCS,2019-10-14 12:51:00,ahq eSports Club,Team Liquid,Team Liquid,22.0,19.0,74734.0,77171.0,2.0,4.0,1.0,1.0,1.0,0.0,6.0,8.0,1.0,1.0,2019,ahq,PCS,TL,NA,TL,NA,Red
Worlds 2019 Main Event,WCS,2019-10-14 13:58:00,FunPlus Phoenix,Splyce,FunPlus Phoenix,18.0,11.0,68914.0,59534.0,2.0,3.0,1.0,0.0,0.0,1.0,9.0,4.0,1.0,0.0,2019,FPX,CN,SPY,EMEA,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-14 14:56:00,J Team,GAM Esports,GAM Esports,12.0,22.0,66131.0,73805.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,2019,JT,PCS,GAM,VN,GAM,VN,Red
Worlds 2019 Main Event,WCS,2019-10-14 16:01:00,Griffin (Korean Team),Hong Kong Attitude,Griffin (Korean Team),16.0,9.0,74267.0,62624.0,3.0,2.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,2019,GRF,KR,HKA,PCS,GRF,KR,Blue
Worlds 2019 Main Event,WCS,2019-10-14 17:02:00,G2 Esports,Cloud9,G2 Esports,26.0,13.0,53607.0,38971.0,2.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,2.0,0.0,2019,G2,EMEA,C9,NA,G2,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-10-15 11:39:00,Royal Never Give Up,Fnatic,Royal Never Give Up,15.0,7.0,69943.0,60352.0,2.0,3.0,1.0,0.0,1.0,0.0,9.0,2.0,1.0,0.0,2019,RNG,CN,FNC,EMEA,RNG,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-15 12:48:00,Clutch Gaming,SK Telecom T1,SK Telecom T1,2.0,16.0,36814.0,53848.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,2019,CG,NA,T1,KR,T1,KR,Red
Worlds 2019 Main Event,WCS,2019-10-15 13:42:00,FunPlus Phoenix,GAM Esports,FunPlus Phoenix,19.0,2.0,50757.0,34906.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,2019,FPX,CN,GAM,VN,FPX,CN,Blue
Worlds 2019 Main Event,WCS,2019-10-15 14:37:00,Splyce,J Team,J Team,5.0,16.0,74877.0,86269.0,0.0,6.0,0.0,3.0,1.0,0.0,4.0,11.0,0.0,3.0,2019,SPY,EMEA,JT,PCS,JT,PCS,Red
Worlds 2019 Main Event,WCS,2019-10-15 15:44:00,Cloud9,Griffin (Korean Team),Griffin (Korean Team),8.0,19.0,81087.0,87081.0,2.0,4.0,1.0,2.0,1.0,0.0,7.0,11.0,0.0,6.0,2019,C9,NA,GRF,KR,GRF,KR,Red
Worlds 2019 Main Event,WCS,2019-10-15 16:51:00,Hong Kong Attitude,G2 Esports,G2 Esports,10.0,14.0,50978.0,60710.0,1.0,3.0,0.0,1.0,1.0,0.0,4.0,11.0,0.0,1.0,2019,HKA,PCS,G2,EMEA,G2,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-17 10:54:00,GAM Esports,FunPlus Phoenix,FunPlus Phoenix,6.0,20.0,46801.0,59709.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,1.0,2019,GAM,VN,FPX,CN,FPX,CN,Red
Worlds 2019 Main Event,WCS,2019-10-17 12:41:00,J Team,Splyce,Splyce,5.0,13.0,42899.0,54522.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,10.0,0.0,1.0,2019,JT,PCS,SPY,EMEA,SPY,EMEA,Red
Worlds 2019 Main Event,WCS,2019-10-17 13:33:00,GAM Esports,J Team,J Team,9.0,17.0,42537.0,53365.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,2019,GAM,VN,JT,PCS,JT,PCS,Red
Worlds 2019 Main Event,WCS,2019-10-17 14:25:00,Splyce,FunPlus Phoenix,Splyce,20.0,9.0,66843.0,58400.0,2.0,2.0,1.0,0.0,0.0,1.0,11.0,1.0,3.0,0.0,2019,SPY,EMEA,FPX,CN,SPY,EMEA,Blue
Worlds 2019 Main Event,WCS,2019-10-17 15:22:00,Splyce,GAM Esports,Splyce,20.0,13.0,68085.0,61745.0,2.0,3.0,2.0,0.0,0.0,1.0,8.0,6.0,1.0,0.0,2019,SPY,EMEA,GAM,VN,SPY,EMEA,Blue
