,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner,Date__precision
15391,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-07 11:00:00,Galakticos,Dark Passage,0,1,2,0
15392,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-07 12:00:00,5 Ronin,Istanbul Wildcats,0,1,2,0
15393,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-07 13:00:00,Beşiktaş Esports,Papara SuperMassive,0,1,2,0
15394,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-07 14:00:00,Team AURORA,Royal Youth,1,0,1,0
15395,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-08 11:00:00,Fenerbahçe Esports,Team AURORA,1,0,1,0
15396,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-08 12:00:00,Dark Passage,Papara SuperMassive,0,1,2,0
15397,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-08 13:00:00,Galakticos,5 Ronin,1,0,1,0
15398,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-08 14:00:00,Beşiktaş Esports,Royal Youth,1,0,1,0
15399,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-14 11:00:00,Royal Youth,Istanbul Wildcats,0,1,2,0
15400,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-14 12:00:00,Dark Passage,5 Ronin,1,0,1,0
15401,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-14 13:00:00,Papara SuperMassive,Team AURORA,1,0,1,0
15402,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-14 14:00:00,Fenerbahçe Esports,Galakticos,1,0,1,0
15403,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-15 11:00:00,Papara SuperMassive,5 Ronin,1,0,1,0
15404,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-15 12:00:00,Fenerbahçe Esports,Royal Youth,1,0,1,0
15405,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-15 13:00:00,Istanbul Wildcats,Team AURORA,0,1,2,0
15406,TCL 2020 Winter,Turkish Championship League,TCL,2020-03-15 14:00:00,Dark Passage,Beşiktaş Esports,0,1,2,0
15407,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-04 11:00:00,Team AURORA,Dark Passage,0,1,2,0
15408,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-04 12:00:00,Istanbul Wildcats,Papara SuperMassive,1,0,1,0
15409,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-04 13:00:00,Royal Youth,Galakticos,0,1,2,0
15410,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-04 14:00:00,Beşiktaş Esports,Fenerbahçe Esports,0,1,2,0
15411,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-05 11:00:00,Istanbul Wildcats,Galakticos,1,0,1,0
15412,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-05 12:00:00,Team AURORA,Beşiktaş Esports,1,0,1,0
15413,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-05 13:00:00,Papara SuperMassive,Fenerbahçe Esports,0,1,2,0
15414,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-05 14:00:00,Royal Youth,5 Ronin,0,1,2,0
15415,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-13 11:00:00,Beşiktaş Esports,Istanbul Wildcats,0,1,2,0
15416,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-13 12:00:00,Fenerbahçe Esports,Dark Passage,1,0,1,0
15417,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-13 13:00:00,5 Ronin,Team AURORA,0,1,2,0
15418,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-13 14:00:00,Galakticos,Papara SuperMassive,1,0,1,0
15419,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 11:00:00,Dark Passage,Royal Youth,1,0,1,0
15420,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 12:00:00,Team AURORA,Galakticos,0,1,2,0
15421,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 13:00:00,Istanbul Wildcats,Fenerbahçe Esports,1,0,1,0
15422,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 14:00:00,5 Ronin,Beşiktaş Esports,0,1,2,0
15423,TCL 2020 Winter,Turkish Championship League,TCL,2020-04-14 15:00:00,Beşiktaş Esports,Team AURORA,0,1,2,0
15424,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-04-27 11:00:00,Papara SuperMassive,Team AURORA,1,3,2,0
15425,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-04-28 11:00:00,Istanbul Wildcats,Galakticos,3,0,1,0
15426,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-05-04 11:00:00,Fenerbahçe Esports,Team AURORA,3,2,1,0
15427,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-05-05 11:00:00,Dark Passage,Istanbul Wildcats,0,3,2,0
15428,TCL 2020 Winter Playoffs,Turkish Championship League,TCL,2020-05-11 11:00:00,Fenerbahçe Esports,Istanbul Wildcats,3,0,1,0
15429,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-12 11:00:00,Istanbul Wildcats,Fenerbahçe Esports,1,0,1,0
15430,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-12 12:00:00,NASR eSports Turkey,Galakticos,1,0,1,0
15431,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-12 13:00:00,Team AURORA,Beşiktaş Esports,0,1,2,0
15432,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-12 14:00:00,Galatasaray Esports,Dark Passage,1,0,1,0
15433,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-12 15:00:00,SuperMassive Blaze,5 Ronin,1,0,1,0
15434,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-13 11:00:00,NASR eSports Turkey,Dark Passage,1,0,1,0
15435,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-13 12:00:00,Galakticos,Istanbul Wildcats,1,0,1,0
15436,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-13 13:00:00,SuperMassive Blaze,Fenerbahçe Esports,1,0,1,0
15437,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-13 14:00:00,Team AURORA,5 Ronin,0,1,2,0
15438,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-13 15:00:00,Galatasaray Esports,Beşiktaş Esports,1,0,1,0
15439,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-19 11:00:00,NASR eSports Turkey,Beşiktaş Esports,1,0,1,0
15440,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-19 12:00:00,Galakticos,Dark Passage,1,0,1,0
15441,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-19 13:00:00,Team AURORA,Fenerbahçe Esports,0,1,2,0
15442,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-19 14:00:00,Galatasaray Esports,5 Ronin,1,0,1,0
15443,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-19 15:00:00,SuperMassive Blaze,Istanbul Wildcats,1,0,1,0
15444,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-20 11:00:00,NASR eSports Turkey,5 Ronin,1,0,1,0
15445,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-20 12:00:00,Istanbul Wildcats,Dark Passage,1,0,1,0
15446,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-20 13:00:00,Galakticos,Beşiktaş Esports,1,0,1,0
15447,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-20 14:00:00,Team AURORA,SuperMassive Blaze,0,1,2,0
15448,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-20 15:00:00,Galatasaray Esports,Fenerbahçe Esports,1,0,1,0
15449,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-26 11:00:00,Galakticos,5 Ronin,1,0,1,0
15450,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-26 12:00:00,Dark Passage,Beşiktaş Esports,1,0,1,0
15451,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-26 13:00:00,NASR eSports Turkey,Fenerbahçe Esports,1,0,1,0
15452,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-26 14:00:00,Team AURORA,Istanbul Wildcats,0,1,2,0
15453,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-26 15:00:00,SuperMassive Blaze,Galatasaray Esports,0,1,2,0
15454,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-27 11:00:00,Galakticos,Fenerbahçe Esports,1,0,1,0
15455,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-27 12:00:00,Dark Passage,5 Ronin,0,1,2,0
15456,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-27 13:00:00,Team AURORA,Galatasaray Esports,0,1,2,0
15457,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-27 14:00:00,SuperMassive Blaze,NASR eSports Turkey,0,1,2,0
15458,TCL 2021 Summer,Turkish Championship League,TCL,2021-06-27 15:00:00,Istanbul Wildcats,Beşiktaş Esports,0,1,2,0
15459,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-03 11:00:00,SuperMassive Blaze,Galakticos,0,1,2,0
15460,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-03 12:00:00,Beşiktaş Esports,5 Ronin,1,0,1,0
15461,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-03 13:00:00,Team AURORA,NASR eSports Turkey,0,1,2,0
15462,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-03 14:00:00,Dark Passage,Fenerbahçe Esports,1,0,1,0
15463,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-03 15:00:00,Galatasaray Esports,Istanbul Wildcats,1,0,1,0
15464,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-04 11:00:00,NASR eSports Turkey,Galatasaray Esports,0,1,2,0
15465,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-04 12:00:00,Team AURORA,Galakticos,0,1,2,0
15466,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-04 13:00:00,SuperMassive Blaze,Dark Passage,0,1,2,0
15467,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-04 14:00:00,Istanbul Wildcats,5 Ronin,0,1,2,0
15468,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-04 15:00:00,Beşiktaş Esports,Fenerbahçe Esports,1,0,1,0
15469,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-10 11:00:00,5 Ronin,Fenerbahçe Esports,1,0,1,0
15470,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-10 12:00:00,Team AURORA,Dark Passage,0,1,2,0
15471,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-10 13:00:00,NASR eSports Turkey,Istanbul Wildcats,1,0,1,0
15472,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-10 14:00:00,Galatasaray Esports,Galakticos,1,0,1,0
15473,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-10 15:00:00,SuperMassive Blaze,Beşiktaş Esports,1,0,1,0
15474,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-11 11:00:00,NASR eSports Turkey,Galakticos,1,0,1,0
15475,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-11 12:00:00,Team AURORA,Beşiktaş Esports,0,1,2,0
15476,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-11 13:00:00,SuperMassive Blaze,5 Ronin,1,0,1,0
15477,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-11 14:00:00,Galatasaray Esports,Dark Passage,0,1,2,0
15478,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-11 15:00:00,Istanbul Wildcats,Fenerbahçe Esports,0,1,2,0
15479,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-17 11:00:00,5 Ronin,Team AURORA,0,1,2,0
15480,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-17 12:00:00,Fenerbahçe Esports,SuperMassive Blaze,1,0,1,0
15481,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-17 13:00:00,NASR eSports Turkey,Dark Passage,1,0,1,0
15482,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-17 14:00:00,Istanbul Wildcats,Galakticos,0,1,2,0
15483,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-17 15:00:00,Galatasaray Esports,Beşiktaş Esports,1,0,1,0
15484,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-18 11:00:00,Team AURORA,Fenerbahçe Esports,0,1,2,0
15485,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-18 12:00:00,Beşiktaş Esports,NASR eSports Turkey,1,0,1,0
15486,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-18 13:00:00,Galatasaray Esports,5 Ronin,1,0,1,0
15487,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-18 14:00:00,SuperMassive Blaze,Istanbul Wildcats,0,1,2,0
15488,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-18 15:00:00,Dark Passage,Galakticos,1,0,1,0
15489,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-24 11:00:00,NASR eSports Turkey,5 Ronin,0,1,2,0
15490,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-24 12:00:00,SuperMassive Blaze,Team AURORA,1,0,1,0
15491,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-24 13:00:00,Istanbul Wildcats,Dark Passage,1,0,1,0
15492,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-24 14:00:00,Galakticos,Beşiktaş Esports,1,0,1,0
15493,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-24 15:00:00,Fenerbahçe Esports,Galatasaray Esports,0,1,2,0
15494,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-25 11:00:00,5 Ronin,Galakticos,0,1,2,0
15495,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-25 12:00:00,NASR eSports Turkey,Fenerbahçe Esports,0,1,2,0
15496,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-25 13:00:00,Galatasaray Esports,SuperMassive Blaze,0,1,2,0
15497,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-25 14:00:00,Beşiktaş Esports,Dark Passage,1,0,1,0
15498,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-25 15:00:00,Team AURORA,Istanbul Wildcats,0,1,2,0
15499,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-31 11:00:00,Team AURORA,Galatasaray Esports,0,1,2,0
15500,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-31 12:00:00,Galakticos,Fenerbahçe Esports,0,1,2,0
15501,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-31 13:00:00,Dark Passage,5 Ronin,0,1,2,0
15502,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-31 14:00:00,Istanbul Wildcats,Beşiktaş Esports,1,0,1,0
15503,TCL 2021 Summer,Turkish Championship League,TCL,2021-07-31 15:00:00,SuperMassive Blaze,NASR eSports Turkey,0,1,2,0
15504,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-01 11:00:00,Fenerbahçe Esports,Dark Passage,0,1,2,0
15505,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-01 12:00:00,NASR eSports Turkey,Team AURORA,1,0,1,0
15506,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-01 13:00:00,Galatasaray Esports,Istanbul Wildcats,1,0,1,0
15507,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-01 14:00:00,Galakticos,SuperMassive Blaze,0,1,2,0
15508,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-01 15:00:00,5 Ronin,Beşiktaş Esports,0,1,2,0
15509,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-07 11:00:00,Beşiktaş Esports,Fenerbahçe Esports,0,1,2,0
15510,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-07 12:00:00,Galatasaray Esports,NASR eSports Turkey,1,0,1,0
15511,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-07 13:00:00,Istanbul Wildcats,5 Ronin,0,1,2,0
15512,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-07 14:00:00,Team AURORA,Galakticos,0,1,2,0
15513,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-07 15:00:00,Dark Passage,SuperMassive Blaze,1,0,1,0
15514,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-08 11:00:00,Fenerbahçe Esports,5 Ronin,0,1,2,0
15515,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-08 12:00:00,Galakticos,Galatasaray Esports,1,0,1,0
15516,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-08 13:00:00,Dark Passage,Team AURORA,1,0,1,0
15517,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-08 14:00:00,NASR eSports Turkey,Istanbul Wildcats,0,1,2,0
15518,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-08 15:00:00,SuperMassive Blaze,Beşiktaş Esports,1,0,1,0
15519,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-08 17:00:00,5 Ronin,Istanbul Wildcats,0,1,2,0
15520,TCL 2021 Summer,Turkish Championship League,TCL,2021-08-08 18:00:00,Beşiktaş Esports,Istanbul Wildcats,1,0,1,0
15521,TCL 2021 Summer Playoffs,Turkish Championship League,TCL,2021-08-14 11:00:00,Galakticos,Dark Passage,3,2,1,0
15522,TCL 2021 Summer Playoffs,Turkish Championship League,TCL,2021-08-15 11:00:00,SuperMassive Blaze,Beşiktaş Esports,2,3,2,0
15523,TCL 2021 Summer Playoffs,Turkish Championship League,TCL,2021-08-21 11:00:00,NASR eSports Turkey,Galakticos,3,0,1,0
15524,TCL 2021 Summer Playoffs,Turkish Championship League,TCL,2021-08-22 11:00:00,Galatasaray Esports,Beşiktaş Esports,3,1,1,0
15525,TCL 2021 Summer Playoffs,Turkish Championship League,TCL,2021-09-04 12:00:00,Galatasaray Esports,NASR eSports Turkey,3,0,1,0
15526,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-23 11:00:00,Papara SuperMassive,5 Ronin,1,0,1,0
15527,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-23 12:00:00,Beşiktaş Esports,Dark Passage,0,1,2,0
15528,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-23 13:00:00,Fenerbahçe Esports,NASR eSports Turkey,0,1,2,0
15529,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-23 14:00:00,Istanbul Wildcats,Galakticos,1,0,1,0
15530,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-23 15:00:00,Team AURORA,Galatasaray Esports,0,1,2,0
15531,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-24 11:00:00,NASR eSports Turkey,Beşiktaş Esports,1,0,1,0
15532,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-24 12:00:00,Dark Passage,Papara SuperMassive,0,1,2,0
15533,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-24 13:00:00,Galatasaray Esports,5 Ronin,1,0,1,0
15534,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-24 14:00:00,Galakticos,Team AURORA,1,0,1,0
15535,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-24 15:00:00,Istanbul Wildcats,Fenerbahçe Esports,1,0,1,0
15536,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-30 11:00:00,Dark Passage,NASR eSports Turkey,0,1,2,0
15537,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-30 12:00:00,5 Ronin,Galakticos,1,0,1,0
15538,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-30 13:00:00,Beşiktaş Esports,Istanbul Wildcats,1,0,1,0
15539,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-30 14:00:00,Team AURORA,Fenerbahçe Esports,0,1,2,0
15540,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-30 15:00:00,Papara SuperMassive,Galatasaray Esports,1,0,1,0
15541,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-31 11:00:00,Team AURORA,Beşiktaş Esports,0,1,2,0
15542,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-31 12:00:00,Fenerbahçe Esports,5 Ronin,1,0,1,0
15543,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-31 13:00:00,Istanbul Wildcats,Dark Passage,1,0,1,0
15544,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-31 14:00:00,Galakticos,Galatasaray Esports,0,1,2,0
15545,TCL 2021 Winter,Turkish Championship League,TCL,2021-01-31 15:00:00,NASR eSports Turkey,Papara SuperMassive,0,1,2,0
15546,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-06 11:00:00,Dark Passage,Team AURORA,1,0,1,0
15547,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-06 12:00:00,NASR eSports Turkey,Istanbul Wildcats,0,1,2,0
15548,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-06 13:00:00,5 Ronin,Beşiktaş Esports,0,1,2,0
15549,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-06 14:00:00,Papara SuperMassive,Galakticos,1,0,1,0
15550,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-06 15:00:00,Galatasaray Esports,Fenerbahçe Esports,1,0,1,0
15551,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-07 11:00:00,5 Ronin,Dark Passage,0,1,2,0
15552,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-07 12:00:00,Team AURORA,NASR eSports Turkey,0,1,2,0
15553,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-07 13:00:00,Fenerbahçe Esports,Galakticos,0,1,2,0
15554,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-07 14:00:00,Beşiktaş Esports,Galatasaray Esports,1,0,1,0
15555,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-07 15:00:00,Istanbul Wildcats,Papara SuperMassive,0,1,2,0
15556,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-13 11:00:00,Galatasaray Esports,Dark Passage,1,0,1,0
15557,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-13 12:00:00,Istanbul Wildcats,Team AURORA,1,0,1,0
15558,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-13 13:00:00,Papara SuperMassive,Fenerbahçe Esports,1,0,1,0
15559,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-13 14:00:00,NASR eSports Turkey,5 Ronin,0,1,2,0
15560,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-13 15:00:00,Galakticos,Beşiktaş Esports,0,1,2,0
15561,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-14 11:00:00,5 Ronin,Istanbul Wildcats,1,0,1,0
15562,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-14 12:00:00,Galatasaray Esports,NASR eSports Turkey,0,1,2,0
15563,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-14 13:00:00,Dark Passage,Galakticos,1,0,1,0
15564,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-14 14:00:00,Team AURORA,Papara SuperMassive,0,1,2,0
15565,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-14 15:00:00,Beşiktaş Esports,Fenerbahçe Esports,0,1,2,0
15566,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-20 11:00:00,Istanbul Wildcats,Galatasaray Esports,1,0,1,0
15567,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-20 12:00:00,Galakticos,NASR eSports Turkey,0,1,2,0
15568,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-20 13:00:00,Papara SuperMassive,Beşiktaş Esports,0,1,2,0
15569,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-20 14:00:00,Fenerbahçe Esports,Dark Passage,0,1,2,0
15570,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-20 15:00:00,Team AURORA,5 Ronin,0,1,2,0
15571,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-21 11:00:00,Dark Passage,Beşiktaş Esports,1,0,1,0
15572,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-21 12:00:00,Galakticos,Istanbul Wildcats,0,1,2,0
15573,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-21 13:00:00,Galatasaray Esports,Team AURORA,1,0,1,0
15574,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-21 14:00:00,NASR eSports Turkey,Fenerbahçe Esports,0,1,2,0
15575,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-21 15:00:00,5 Ronin,Papara SuperMassive,0,1,2,0
15576,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-27 11:00:00,Team AURORA,Galakticos,0,1,2,0
15577,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-27 12:00:00,5 Ronin,Galatasaray Esports,0,1,2,0
15578,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-27 13:00:00,Beşiktaş Esports,NASR eSports Turkey,1,0,1,0
15579,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-27 14:00:00,Papara SuperMassive,Dark Passage,1,0,1,0
15580,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-27 15:00:00,Fenerbahçe Esports,Istanbul Wildcats,0,1,2,0
15581,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-28 11:00:00,Galakticos,5 Ronin,1,0,1,0
15582,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-28 12:00:00,Istanbul Wildcats,Beşiktaş Esports,1,0,1,0
15583,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-28 13:00:00,Fenerbahçe Esports,Team AURORA,1,0,1,0
15584,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-28 14:00:00,Galatasaray Esports,Papara SuperMassive,0,1,2,0
15585,TCL 2021 Winter,Turkish Championship League,TCL,2021-02-28 15:00:00,NASR eSports Turkey,Dark Passage,1,0,1,0
15586,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-06 11:00:00,Beşiktaş Esports,Team AURORA,1,0,1,0
15587,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-06 12:00:00,Galatasaray Esports,Galakticos,1,0,1,0
15588,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-06 13:00:00,5 Ronin,Fenerbahçe Esports,0,1,2,0
15589,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-06 14:00:00,Dark Passage,Istanbul Wildcats,0,1,2,0
15590,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-06 15:00:00,Papara SuperMassive,NASR eSports Turkey,0,1,2,0
15591,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-07 11:00:00,Team AURORA,Dark Passage,0,1,2,0
15592,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-07 12:00:00,Beşiktaş Esports,5 Ronin,0,1,2,0
15593,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-07 13:00:00,Fenerbahçe Esports,Galatasaray Esports,1,0,1,0
15594,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-07 14:00:00,Istanbul Wildcats,NASR eSports Turkey,1,0,1,0
15595,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-07 15:00:00,Galakticos,Papara SuperMassive,0,1,2,0
15596,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-13 11:00:00,NASR eSports Turkey,Team AURORA,1,0,1,0
15597,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-13 12:00:00,Dark Passage,5 Ronin,1,0,1,0
15598,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-13 13:00:00,Galakticos,Fenerbahçe Esports,1,0,1,0
15599,TCL 2021 Winter,Turkish Championship League,TCL,2021-03-13 14:00:00,Galatasaray Esports,Beşiktaş Esports,1,0,1,0
