,Tournament,League,Date,Team1,Team2,WinTeam,Team1Kills,Team2Kills,Team1Gold,Team2Gold,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1RiftHeralds,Team2RiftHeralds,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Year,Team_T1,Region_code_T1,Team_T2,Region_code_T2,Team_Win,Region_code_Win,Blue/Red,Win_RiftHeralds,Lose_RiftHeralds,Win_Towers,Lose_Towers,Win_Inhibitors,Lose_Inhibitors,Win_Kills,Lose_Kills,Win_Dragons,Lose_Dragons,Win_Barons,Lose_Barons
18302,CBLOL 2019 Split 2,CBLOL,2019-06-22 17:47:00,paiN Gaming,INTZ,INTZ,18,13,79674,81537,1,4,0,2,1,0,6,10,0,3,2019,PNG,BR,ITZ,BR,ITZ,BR,Red,0,1,10,6,3,0,13,18,4,1,2,0
18303,LEC 2019 Summer,LEC,2019-06-22 18:39:00,G2 Esports,Rogue (European Team),G2 Esports,17,7,46693,32677,3,0,0,0,1,0,9,0,2,0,2019,G2,EMEA,RGE,EMEA,G2,EMEA,Blue,1,0,9,0,2,0,17,7,3,0,0,0
18304,CBLOL 2019 Split 2,CBLOL,2019-06-22 18:59:00,Uppercut esports,Redemption eSports Porto Alegre,Uppercut esports,15,11,56851,48658,4,0,1,0,1,0,7,3,1,0,2019,UP,BR,RDP,BR,UP,BR,Blue,1,0,7,3,1,0,15,11,4,0,1,0
18305,LLA 2019 Closing,LLA,2019-06-22 19:50:00,Rainbow7,Pixel Esports Club,Rainbow7,19,5,55772,42297,2,2,1,0,1,0,9,4,1,0,2019,R7,LAT,PIX,LAT,R7,LAT,Blue,1,0,9,4,1,0,19,5,2,2,1,0
18306,LCS 2019 Summer,LCS,2019-06-22 20:32:00,Team Liquid,Golden Guardians,Team Liquid,19,12,70169,64297,3,2,2,0,1,0,9,3,2,0,2019,TL,NA,GG,NA,TL,NA,Blue,1,0,9,3,2,0,19,12,3,2,2,0
18307,LLA 2019 Closing,LLA,2019-06-22 20:42:00,XTEN Esports,Isurus,Isurus,3,12,37128,49667,2,1,0,1,0,1,1,10,0,1,2019,XTN,LAT,ISG,LAT,ISG,LAT,Red,1,0,10,1,1,0,12,3,1,2,1,0
18308,LLA 2019 Closing,LLA,2019-06-22 21:30:00,Kaos Latin Gamers,Furious Gaming,Furious Gaming,10,10,79796,88036,3,4,0,3,1,0,3,11,0,4,2019,KLG,LAT,FG,LAT,FG,LAT,Red,0,1,11,3,4,0,10,10,4,3,3,0
18309,LCS 2019 Summer,LCS,2019-06-22 21:46:00,TSM,OpTic Gaming,OpTic Gaming,9,13,67879,75044,3,3,1,2,1,0,8,9,1,3,2019,TSM,NA,OPT,NA,OPT,NA,Red,0,1,9,8,3,1,13,9,3,3,2,1
18310,LLA 2019 Closing,LLA,2019-06-22 22:53:00,INFINITY,All Knights,All Knights,11,22,57303,69461,2,2,0,2,1,0,1,9,0,1,2019,INF,LAT,AK,LAT,AK,LAT,Red,0,1,9,1,1,0,22,11,2,2,2,0
18311,LCS 2019 Summer,LCS,2019-06-22 22:54:00,100 Thieves,Cloud9,100 Thieves,18,8,64914,58560,1,4,1,0,0,1,11,1,3,0,2019,100,NA,C9,NA,100,NA,Blue,0,1,11,1,3,0,18,8,1,4,1,0
18312,LCS 2019 Summer,LCS,2019-06-22 23:58:00,Counter Logic Gaming,FlyQuest,Counter Logic Gaming,11,6,55105,47289,3,1,1,0,0,1,9,2,1,0,2019,CLG,NA,FLY,NA,CLG,NA,Blue,0,1,9,2,1,0,11,6,3,1,1,0
18313,LCS 2019 Summer,LCS,2019-06-23 00:54:00,Echo Fox,Clutch Gaming,Clutch Gaming,9,12,44890,53398,2,1,0,1,1,0,2,8,0,1,2019,FOX,NA,CG,NA,CG,NA,Red,0,1,8,2,1,0,12,9,1,2,1,0
18314,LJL 2019 Summer,LJL,2019-06-23 03:52:00,Unsold Stuff Gaming,AXIZ,AXIZ,7,9,79163,86648,1,6,0,2,0,1,4,10,0,2,2019,USG,JP,AXZ,JP,AXZ,JP,Red,1,0,10,4,2,0,9,7,6,1,2,0
18315,LJL 2019 Summer,LJL,2019-06-23 05:24:00,V3 Esports,AXIZ,V3 Esports,15,4,59372,48472,2,2,1,0,1,0,11,2,2,0,2019,V3,JP,AXZ,JP,V3,JP,Blue,1,0,11,2,2,0,15,4,2,2,1,0
18316,LCK 2019 Summer,LCK,2019-06-23 05:49:00,Afreeca Freecs,Gen.G,Gen.G,1,14,48249,64177,0,5,0,1,0,1,2,11,0,3,2019,KDF,KR,GEN,KR,GEN,KR,Red,1,0,11,2,3,0,14,1,5,0,1,0
18317,LJL 2019 Summer,LJL,2019-06-23 06:28:00,V3 Esports,DetonatioN FocusMe,V3 Esports,18,15,70856,64621,4,1,1,0,0,0,8,5,1,1,2019,V3,JP,DFM,JP,V3,JP,Blue,0,0,8,5,1,1,18,15,4,1,1,0
18318,LMS 2019 Summer,LMS,2019-06-23 07:20:00,Flash Wolves,MAD Team,MAD Team,7,14,65951,69793,3,2,1,1,0,1,7,8,1,1,2019,FW,INT,MAD,INT,MAD,INT,Red,1,0,8,7,1,1,14,7,2,3,1,1
18319,LJL 2019 Summer,LJL,2019-06-23 07:58:00,Unsold Stuff Gaming,DetonatioN FocusMe,DetonatioN FocusMe,13,15,55970,62298,2,3,0,1,1,0,2,11,0,3,2019,USG,JP,DFM,JP,DFM,JP,Red,0,1,11,2,3,0,15,13,3,2,1,0
18321,LMS 2019 Summer,LMS,2019-06-23 08:50:00,MAD Team,Flash Wolves,MAD Team,22,12,74424,71017,3,1,2,0,0,1,11,3,4,0,2019,MAD,INT,FW,INT,MAD,INT,Blue,0,1,11,3,4,0,22,12,3,1,2,0
18322,LCK 2019 Summer,LCK,2019-06-23 08:56:00,Gen.G,Afreeca Freecs,Gen.G,10,1,53655,43406,3,0,0,0,1,0,7,1,1,0,2019,GEN,KR,KDF,KR,GEN,KR,Blue,1,0,7,1,1,0,10,1,3,0,0,0
18323,LJL 2019 Summer,LJL,2019-06-23 08:57:00,Burning Core,Crest Gaming Act,Crest Gaming Act,8,22,63082,71151,2,3,1,0,1,0,3,9,0,1,2019,BC,JP,CGA,JP,CGA,JP,Red,0,1,9,3,1,0,22,8,3,2,0,1
18327,LMS 2019 Summer,LMS,2019-06-23 10:04:00,J Team,ahq eSports Club,J Team,7,5,64282,54404,4,1,1,0,1,0,10,1,1,0,2019,JT,PCS,ahq,PCS,JT,PCS,Blue,1,0,10,1,1,0,7,5,4,1,1,0
18328,LJL 2019 Summer,LJL,2019-06-23 10:15:00,Sengoku Gaming,Crest Gaming Act,Crest Gaming Act,6,13,70221,80691,3,4,1,2,1,0,6,8,0,2,2019,SG,JP,CGA,JP,CGA,JP,Red,0,1,8,6,2,0,13,6,4,3,2,1
18330,LMS 2019 Summer,LMS,2019-06-23 11:07:00,ahq eSports Club,J Team,ahq eSports Club,16,13,69270,62682,2,3,1,0,1,0,10,3,2,0,2019,ahq,PCS,JT,PCS,ahq,PCS,Blue,1,0,10,3,2,0,16,13,2,3,1,0
18332,LJL 2019 Summer,LJL,2019-06-23 11:33:00,Sengoku Gaming,Rascal Jester,Sengoku Gaming,15,15,71597,64204,0,4,1,1,1,0,11,4,2,0,2019,SG,JP,RJ,JP,SG,JP,Blue,1,0,11,4,2,0,15,15,0,4,1,1
18335,LMS 2019 Summer,LMS,2019-06-23 12:07:00,J Team,ahq eSports Club,J Team,10,8,69139,61717,4,1,0,0,1,0,8,2,1,0,2019,JT,PCS,ahq,PCS,JT,PCS,Blue,1,0,8,2,1,0,10,8,4,1,0,0
18337,LJL 2019 Summer,LJL,2019-06-23 12:44:00,Burning Core,Rascal Jester,Burning Core,19,11,53015,42834,2,2,1,0,1,0,9,1,2,0,2019,BC,JP,RJ,JP,BC,JP,Blue,1,0,9,1,2,0,19,11,2,2,1,0
18341,CBLOL 2019 Split 2,CBLOL,2019-06-23 15:07:00,paiN Gaming,Flamengo Esports,Flamengo Esports,11,15,45393,55687,0,4,0,1,0,1,3,8,0,1,2019,PNG,BR,FLA,BR,FLA,BR,Red,1,0,8,3,1,0,15,11,4,0,1,0
18342,CBLOL 2019 Split 2,CBLOL,2019-06-23 16:56:00,Redemption eSports Porto Alegre,INTZ,Redemption eSports Porto Alegre,19,5,60735,48352,3,1,1,0,0,1,11,2,3,0,2019,RDP,BR,ITZ,BR,RDP,BR,Blue,0,1,11,2,3,0,19,5,3,1,1,0
18343,CBLOL 2019 Split 2,CBLOL,2019-06-23 17:56:00,CNB e-Sports Club,Uppercut esports,Uppercut esports,19,14,81361,82825,2,5,1,2,0,1,0,11,0,4,2019,CNB,BR,UP,BR,UP,BR,Red,1,0,11,0,4,0,14,19,5,2,2,1
18344,CBLOL 2019 Split 2,CBLOL,2019-06-23 19:07:00,KaBuM! Esports,Team oNe eSports,KaBuM! Esports,18,5,60576,46871,4,1,1,0,0,1,10,2,2,0,2019,KBM,BR,ONE,BR,KBM,BR,Blue,0,1,10,2,2,0,18,5,4,1,1,0
18345,LCS 2019 Summer,LCS,2019-06-23 19:09:00,Cloud9,Counter Logic Gaming,Cloud9,11,4,68972,58016,4,1,2,0,1,0,10,2,2,0,2019,C9,NA,CLG,NA,C9,NA,Blue,1,0,10,2,2,0,11,4,4,1,2,0
18346,LCS 2019 Summer,LCS,2019-06-23 19:51:00,FlyQuest,100 Thieves,100 Thieves,5,9,66513,74932,3,3,1,2,1,0,5,10,1,3,2019,FLY,NA,100,NA,100,NA,Red,0,1,10,5,3,1,9,5,3,3,2,1
18347,LLA 2019 Closing,LLA,2019-06-23 19:54:00,Rainbow7,XTEN Esports,Rainbow7,12,10,72306,67124,3,3,1,1,0,1,11,5,3,0,2019,R7,LAT,XTN,LAT,R7,LAT,Blue,0,1,11,5,3,0,12,10,3,3,1,1
18348,LLA 2019 Closing,LLA,2019-06-23 20:53:00,All Knights,Kaos Latin Gamers,All Knights,26,16,60560,51414,3,1,2,0,1,0,11,1,3,0,2019,AK,LAT,KLG,LAT,AK,LAT,Blue,1,0,11,1,3,0,26,16,3,1,2,0
18349,LCS 2019 Summer,LCS,2019-06-23 20:56:00,Team Liquid,Clutch Gaming,Team Liquid,17,8,56604,50553,3,1,0,1,1,0,8,6,1,0,2019,TL,NA,CG,NA,TL,NA,Blue,1,0,8,6,1,0,17,8,3,1,0,1
18350,LLA 2019 Closing,LLA,2019-06-23 21:50:00,Pixel Esports Club,Furious Gaming,Pixel Esports Club,12,6,52858,45239,4,0,1,0,0,1,9,3,2,0,2019,PIX,LAT,FG,LAT,PIX,LAT,Blue,0,1,9,3,2,0,12,6,4,0,1,0
18351,LCS 2019 Summer,LCS,2019-06-23 21:51:00,Golden Guardians,TSM,TSM,14,25,88980,95743,3,4,1,3,1,0,6,11,1,4,2019,GG,NA,TSM,NA,TSM,NA,Red,0,1,11,6,4,1,25,14,4,3,3,1
18352,LLA 2019 Closing,LLA,2019-06-23 22:45:00,Isurus,INFINITY,Isurus,16,9,66868,56279,3,2,2,0,1,0,11,2,4,0,2019,ISG,LAT,INF,LAT,ISG,LAT,Blue,1,0,11,2,4,0,16,9,3,2,2,0
18353,LCS 2019 Summer,LCS,2019-06-23 23:04:00,Echo Fox,OpTic Gaming,Echo Fox,15,6,66551,60154,2,3,1,1,0,1,9,2,1,0,2019,FOX,NA,OPT,NA,FOX,NA,Blue,0,1,9,2,1,0,15,6,2,3,1,1
18367,LCK 2019 Summer,LCK,2019-06-26 10:00:00,Jin Air Green Wings,Griffin (Korean Team),Griffin (Korean Team),1,11,46829,61391,0,3,0,1,1,0,1,9,0,1,2019,JAG,KR,GRF,KR,GRF,KR,Red,0,1,9,1,1,0,11,1,3,0,1,0
18370,LCK 2019 Summer,LCK,2019-06-26 11:50:00,Griffin (Korean Team),Jin Air Green Wings,Griffin (Korean Team),16,2,62064,45738,4,1,1,0,1,0,11,2,3,0,2019,GRF,KR,JAG,KR,GRF,KR,Blue,1,0,11,2,3,0,16,2,4,1,1,0
18374,LCK 2019 Summer,LCK,2019-06-27 05:37:00,DAMWON Gaming,Afreeca Freecs,DAMWON Gaming,21,6,58349,48542,3,1,1,0,0,1,11,3,3,0,2019,DK,KR,KDF,KR,DK,KR,Blue,0,1,11,3,3,0,21,6,3,1,1,0
18375,VCS 2019 Summer,VCS,2019-06-27 08:34:00,Lowkey Esports.Vietnam,FTV Esports,FTV Esports,6,17,53916,70102,0,5,0,2,0,1,2,10,0,2,2019,LK,VN,FTV,VN,FTV,VN,Red,1,0,10,2,2,0,17,6,5,0,2,0
18376,LCK 2019 Summer,LCK,2019-06-27 08:46:00,Afreeca Freecs,DAMWON Gaming,DAMWON Gaming,7,21,55613,67270,1,3,0,2,1,0,4,10,0,2,2019,KDF,KR,DK,KR,DK,KR,Red,0,1,10,4,2,0,21,7,3,1,2,0
18377,LCK 2019 Summer,LCK,2019-06-27 09:44:00,SK Telecom T1,KT Rolster,SK Telecom T1,10,5,91310,80871,4,3,2,1,1,0,10,8,4,2,2019,T1,KR,KT,KR,T1,KR,Blue,1,0,10,8,4,2,10,5,4,3,2,1
18378,VCS 2019 Summer,VCS,2019-06-27 09:47:00,FTV Esports,Lowkey Esports.Vietnam,Lowkey Esports.Vietnam,3,11,46089,59238,0,4,0,2,0,1,1,11,0,4,2019,FTV,VN,LK,VN,LK,VN,Red,1,0,11,1,4,0,11,3,4,0,2,0
18379,VCS 2019 Summer,VCS,2019-06-27 10:39:00,Lowkey Esports.Vietnam,FTV Esports,Lowkey Esports.Vietnam,20,11,53525,44214,2,2,1,0,1,0,9,2,1,0,2019,LK,VN,FTV,VN,LK,VN,Blue,1,0,9,2,1,0,20,11,2,2,1,0
18381,LCK 2019 Summer,LCK,2019-06-27 12:07:00,KT Rolster,SK Telecom T1,SK Telecom T1,9,18,57671,71054,0,5,0,2,1,0,3,11,0,2,2019,KT,KR,T1,KR,T1,KR,Red,0,1,11,3,2,0,18,9,5,0,2,0
18384,OPL 2019 Split 2,OPL,2019-06-28 05:58:00,Chiefs Esports Club,Avant Gaming,Chiefs Esports Club,23,11,67336,53180,4,0,2,0,1,0,10,1,2,0,2019,CHF,PCS,AV,PCS,CHF,PCS,Blue,1,0,10,1,2,0,23,11,4,0,2,0
18385,LCK 2019 Summer,LCK,2019-06-28 06:30:00,Hanwha Life Esports,Kingzone DragonX,Hanwha Life Esports,10,8,52698,46138,1,2,1,0,0,1,9,3,1,0,2019,HLE,KR,KZ,KR,HLE,KR,Blue,0,1,9,3,1,0,10,8,1,2,1,0
18386,OPL 2019 Split 2,OPL,2019-06-28 06:48:00,Dire Wolves,MAMMOTH,MAMMOTH,19,19,78063,79428,4,3,2,0,0,1,10,6,1,2,2019,DW,PCS,MEC,PCS,MEC,PCS,Red,1,0,6,10,2,1,19,19,3,4,0,2
18387,LMS 2019 Summer,LMS,2019-06-28 07:27:00,Flash Wolves,Hong Kong Attitude,Hong Kong Attitude,3,13,60171,69445,3,2,0,1,1,0,6,9,0,1,2019,FW,INT,HKA,PCS,HKA,PCS,Red,0,1,9,6,1,0,13,3,2,3,1,0
18388,OPL 2019 Split 2,OPL,2019-06-28 08:01:00,Bombers,Legacy Esports,Bombers,16,3,47913,37709,2,1,0,0,1,0,8,2,1,0,2019,BMR,PCS,LGC,PCS,BMR,PCS,Blue,1,0,8,2,1,0,16,3,2,1,0,0
18389,VCS 2019 Summer,VCS,2019-06-28 08:32:00,QTV Gaming,EVOS Esports,EVOS Esports,7,17,49252,58841,2,2,0,1,0,1,3,7,0,1,2019,QG,VN,EVS,VN,EVS,VN,Red,1,0,7,3,1,0,17,7,2,2,1,0
18390,LMS 2019 Summer,LMS,2019-06-28 08:49:00,Hong Kong Attitude,Flash Wolves,Hong Kong Attitude,18,1,54403,38703,3,0,1,0,0,1,8,1,1,0,2019,HKA,PCS,FW,INT,HKA,PCS,Blue,0,1,8,1,1,0,18,1,3,0,1,0
18391,LCK 2019 Summer,LCK,2019-06-28 08:49:00,Kingzone DragonX,Hanwha Life Esports,Kingzone DragonX,17,8,62436,49879,2,2,2,0,1,0,9,0,1,0,2019,KZ,KR,HLE,KR,KZ,KR,Blue,1,0,9,0,1,0,17,8,2,2,2,0
18392,OPL 2019 Split 2,OPL,2019-06-28 08:53:00,Gravitas,ORDER,ORDER,8,16,54751,66677,0,4,0,2,0,1,3,11,0,2,2019,GRV,PCS,ORD,PCS,ORD,PCS,Red,1,0,11,3,2,0,16,8,4,0,2,0
18394,LMS 2019 Summer,LMS,2019-06-28 09:39:00,MAD Team,ahq eSports Club,ahq eSports Club,1,13,37839,53199,0,4,0,1,0,1,1,11,0,3,2019,MAD,INT,ahq,PCS,ahq,PCS,Red,1,0,11,1,3,0,13,1,4,0,1,0
18395,VCS 2019 Summer,VCS,2019-06-28 09:47:00,EVOS Esports,QTV Gaming,EVOS Esports,23,11,67367,54047,4,0,2,0,1,0,11,1,3,0,2019,EVS,VN,QG,VN,EVS,VN,Blue,1,0,11,1,3,0,23,11,4,0,2,0
18396,LCK 2019 Summer,LCK,2019-06-28 09:53:00,Hanwha Life Esports,Kingzone DragonX,Kingzone DragonX,9,21,52485,69398,0,4,0,2,0,1,0,10,0,2,2019,HLE,KR,KZ,KR,KZ,KR,Red,1,0,10,0,2,0,21,9,4,0,2,0
18398,LMS 2019 Summer,LMS,2019-06-28 10:45:00,ahq eSports Club,MAD Team,MAD Team,3,15,59087,66717,1,3,0,1,1,0,6,11,1,3,2019,ahq,PCS,MAD,INT,MAD,INT,Red,0,1,11,6,3,1,15,3,3,1,1,0
18403,LMS 2019 Summer,LMS,2019-06-28 11:44:00,ahq eSports Club,MAD Team,ahq eSports Club,13,6,66003,56313,5,0,1,0,1,0,10,1,1,0,2019,ahq,PCS,MAD,INT,ahq,PCS,Blue,1,0,10,1,1,0,13,6,5,0,1,0
18408,OPL 2019 Split 2,OPL,2019-06-29 06:00:00,Chiefs Esports Club,MAMMOTH,Chiefs Esports Club,13,13,59282,58739,3,2,1,1,0,1,9,4,2,0,2019,CHF,PCS,MEC,PCS,CHF,PCS,Blue,0,1,9,4,2,0,13,13,3,2,1,1
18409,OPL 2019 Split 2,OPL,2019-06-29 07:14:00,Bombers,ORDER,ORDER,14,25,48821,61137,1,3,0,2,0,1,2,11,0,3,2019,BMR,PCS,ORD,PCS,ORD,PCS,Red,1,0,11,2,3,0,25,14,3,1,2,0
18410,LMS 2019 Summer,LMS,2019-06-29 07:51:00,Alpha Esports,Flash Wolves,Flash Wolves,4,12,46167,55078,0,4,0,1,0,1,1,8,0,1,2019,ALF,PCS,FW,INT,FW,INT,Red,1,0,8,1,1,0,12,4,4,0,1,0
18411,OPL 2019 Split 2,OPL,2019-06-29 07:54:00,Gravitas,Avant Gaming,Avant Gaming,9,15,60353,70741,3,2,0,2,1,0,5,11,1,3,2019,GRV,PCS,AV,PCS,AV,PCS,Red,0,1,11,5,3,1,15,9,2,3,2,0
18412,LCK 2019 Summer,LCK,2019-06-29 07:55:00,Gen.G,SK Telecom T1,SK Telecom T1,3,15,64178,82390,0,7,0,2,0,1,3,10,0,2,2019,GEN,KR,T1,KR,T1,KR,Red,1,0,10,3,2,0,15,3,7,0,2,0
18413,LMS 2019 Summer,LMS,2019-06-29 08:38:00,Flash Wolves,Alpha Esports,Flash Wolves,16,5,52834,42929,1,2,1,0,1,0,9,2,2,0,2019,FW,INT,ALF,PCS,FW,INT,Blue,1,0,9,2,2,0,16,5,1,2,1,0
18415,OPL 2019 Split 2,OPL,2019-06-29 08:57:00,Legacy Esports,Dire Wolves,Dire Wolves,10,22,60153,69382,1,4,0,2,0,1,4,10,0,2,2019,LGC,PCS,DW,PCS,DW,PCS,Red,1,0,10,4,2,0,22,10,4,1,2,0
18416,LCK 2019 Summer,LCK,2019-06-29 09:09:00,SK Telecom T1,Gen.G,SK Telecom T1,11,4,58842,48004,4,0,0,0,0,1,11,0,3,0,2019,T1,KR,GEN,KR,T1,KR,Blue,0,1,11,0,3,0,11,4,4,0,0,0
18418,LMS 2019 Summer,LMS,2019-06-29 09:31:00,J Team,G-Rex,J Team,7,4,59743,50616,4,0,0,0,1,0,8,1,1,0,2019,JT,PCS,GRX,PCS,JT,PCS,Blue,1,0,8,1,1,0,7,4,4,0,0,0
18420,LCK 2019 Summer,LCK,2019-06-29 09:58:00,KT Rolster,Afreeca Freecs,Afreeca Freecs,10,18,55110,62080,0,4,0,1,0,1,8,11,1,2,2019,KT,KR,KDF,KR,KDF,KR,Red,1,0,11,8,2,1,18,10,4,0,1,0
18421,TCL 2019 Summer,TCL,2019-06-29 10:12:00,Royal Youth,Bursaspor Esports,Royal Youth,14,4,52605,38240,3,0,1,0,1,0,10,0,2,0,2019,RYL,EMEA,BUR,EMEA,RYL,EMEA,Blue,1,0,10,0,2,0,14,4,3,0,1,0
18423,LMS 2019 Summer,LMS,2019-06-29 10:47:00,G-Rex,J Team,G-Rex,11,5,68962,57366,3,3,2,0,1,0,8,1,1,0,2019,GRX,PCS,JT,PCS,GRX,PCS,Blue,1,0,8,1,1,0,11,5,3,3,2,0
18427,TCL 2019 Summer,TCL,2019-06-29 11:35:00,Team AURORA,Galatasaray Esports,Galatasaray Esports,4,20,40082,53413,0,3,0,1,0,1,1,9,0,1,2019,AUR,EMEA,GS,EMEA,GS,EMEA,Red,1,0,9,1,1,0,20,4,3,0,1,0
18428,VCS 2019 Summer,VCS,2019-06-29 11:45:00,FTV Esports,GAM Esports,GAM Esports,8,21,43443,56650,1,2,0,1,1,0,1,10,0,1,2019,FTV,VN,GAM,VN,GAM,VN,Red,0,1,10,1,1,0,21,8,2,1,1,0
18429,LMS 2019 Summer,LMS,2019-06-29 11:50:00,J Team,G-Rex,J Team,13,1,57643,41212,3,0,2,0,1,0,11,0,3,0,2019,JT,PCS,GRX,PCS,JT,PCS,Blue,1,0,11,0,3,0,13,1,3,0,2,0
18430,LCK 2019 Summer,LCK,2019-06-29 11:52:00,Afreeca Freecs,KT Rolster,Afreeca Freecs,16,4,51739,38202,3,0,1,0,1,0,8,1,1,0,2019,KDF,KR,KT,KR,KDF,KR,Blue,1,0,8,1,1,0,16,4,3,0,1,0
18432,TCL 2019 Summer,TCL,2019-06-29 12:36:00,Fenerbahçe Esports,Dark Passage,Fenerbahçe Esports,16,13,82528,81355,4,3,1,2,1,0,11,4,2,0,2019,FB,EMEA,DP,EMEA,FB,EMEA,Blue,1,0,11,4,2,0,16,13,4,3,1,2
18433,VCS 2019 Summer,VCS,2019-06-29 12:38:00,GAM Esports,FTV Esports,GAM Esports,23,14,65926,58784,3,1,1,0,0,1,10,2,2,0,2019,GAM,VN,FTV,VN,GAM,VN,Blue,0,1,10,2,2,0,23,14,3,1,1,0
18434,TCL 2019 Summer,TCL,2019-06-29 13:51:00,Galakticos,SuperMassive Esports,Galakticos,10,10,58545,58328,2,3,0,1,0,1,10,6,2,0,2019,GAL,EMEA,SUP,EMEA,GAL,EMEA,Blue,0,1,10,6,2,0,10,10,2,3,0,1
18435,TCL 2019 Summer,TCL,2019-06-29 15:14:00,Beşiktaş Esports,Istanbul Wildcats,Beşiktaş Esports,24,14,87696,85381,5,3,0,4,1,0,11,5,4,0,2019,BJK,EMEA,IW,EMEA,BJK,EMEA,Blue,1,0,11,5,4,0,24,14,5,3,0,4
18436,CBLOL 2019 Split 2,CBLOL,2019-06-29 15:58:00,KaBuM! Esports,Redemption eSports Porto Alegre,KaBuM! Esports,21,12,70587,58123,1,4,1,0,1,0,11,3,3,0,2019,KBM,BR,RDP,BR,KBM,BR,Blue,1,0,11,3,3,0,21,12,1,4,1,0
18437,CBLOL 2019 Split 2,CBLOL,2019-06-29 17:05:00,Flamengo Esports,INTZ,Flamengo Esports,19,10,71123,56212,4,0,1,0,0,1,9,2,1,0,2019,FLA,BR,ITZ,BR,FLA,BR,Blue,0,1,9,2,1,0,19,10,4,0,1,0
18438,CBLOL 2019 Split 2,CBLOL,2019-06-29 18:10:00,Team oNe eSports,Uppercut esports,Team oNe eSports,14,14,58339,56309,2,2,2,0,1,0,9,5,3,0,2019,ONE,BR,UP,BR,ONE,BR,Blue,1,0,9,5,3,0,14,14,2,2,2,0
18439,CBLOL 2019 Split 2,CBLOL,2019-06-29 19:06:00,CNB e-Sports Club,paiN Gaming,CNB e-Sports Club,14,15,82134,74199,4,3,2,0,1,0,11,3,4,0,2019,CNB,BR,PNG,BR,CNB,BR,Blue,1,0,11,3,4,0,14,15,4,3,2,0
18440,LLA 2019 Closing,LLA,2019-06-29 19:51:00,Rainbow7,Isurus,Isurus,3,15,41584,56400,1,2,0,1,0,1,0,9,0,2,2019,R7,LAT,ISG,LAT,ISG,LAT,Red,1,0,9,0,2,0,15,3,2,1,1,0
18441,LLA 2019 Closing,LLA,2019-06-29 20:54:00,XTEN Esports,Furious Gaming,Furious Gaming,2,9,48836,62481,0,4,0,1,0,1,1,11,0,2,2019,XTN,LAT,FG,LAT,FG,LAT,Red,1,0,11,1,2,0,9,2,4,0,1,0
18442,LLA 2019 Closing,LLA,2019-06-29 21:52:00,Pixel Esports Club,All Knights,All Knights,7,13,61343,66154,2,3,0,1,1,0,5,9,0,2,2019,PIX,LAT,AK,LAT,AK,LAT,Red,0,1,9,5,2,0,13,7,3,2,1,0
18443,LLA 2019 Closing,LLA,2019-06-29 22:55:00,Isurus,Kaos Latin Gamers,Isurus,18,14,82863,74555,4,3,3,1,0,1,10,5,5,0,2019,ISG,LAT,KLG,LAT,ISG,LAT,Blue,0,1,10,5,5,0,18,14,4,3,3,1
18444,LLA 2019 Closing,LLA,2019-06-30 00:06:00,XTEN Esports,All Knights,All Knights,5,16,42847,53877,0,3,0,1,0,1,1,10,0,2,2019,XTN,LAT,AK,LAT,AK,LAT,Red,1,0,10,1,2,0,16,5,3,0,1,0
18445,LLA 2019 Closing,LLA,2019-06-30 00:59:00,INFINITY,Kaos Latin Gamers,Kaos Latin Gamers,6,13,50041,57340,0,4,0,1,0,1,3,10,0,1,2019,INF,LAT,KLG,LAT,KLG,LAT,Red,1,0,10,3,1,0,13,6,4,0,1,0
18446,LJL 2019 Summer,LJL,2019-06-30 04:49:00,DetonatioN FocusMe,Rascal Jester,DetonatioN FocusMe,11,6,54284,44748,2,2,1,0,1,0,10,0,2,0,2019,DFM,JP,RJ,JP,DFM,JP,Blue,1,0,10,0,2,0,11,6,2,2,1,0
18447,LCK 2019 Summer,LCK,2019-06-30 06:05:00,DAMWON Gaming,Hanwha Life Esports,DAMWON Gaming,16,7,70739,61128,5,0,2,0,0,1,10,4,3,0,2019,DK,KR,HLE,KR,DK,KR,Blue,0,1,10,4,3,0,16,7,5,0,2,0
18448,LJL 2019 Summer,LJL,2019-06-30 06:10:00,DetonatioN FocusMe,AXIZ,DetonatioN FocusMe,15,3,49962,36988,2,1,1,0,1,0,8,1,1,0,2019,DFM,JP,AXZ,JP,DFM,JP,Blue,1,0,8,1,1,0,15,3,2,1,1,0
18449,LJL 2019 Summer,LJL,2019-06-30 07:11:00,Crest Gaming Act,AXIZ,Crest Gaming Act,10,1,49098,35774,3,0,1,0,1,0,10,0,1,0,2019,CGA,JP,AXZ,JP,CGA,JP,Blue,1,0,10,0,1,0,10,1,3,0,1,0
18450,LMS 2019 Summer,LMS,2019-06-30 07:39:00,G-Rex,Alpha Esports,G-Rex,10,3,57907,47679,4,0,1,0,0,1,11,3,2,0,2019,GRX,PCS,ALF,PCS,GRX,PCS,Blue,0,1,11,3,2,0,10,3,4,0,1,0
18451,LJL 2019 Summer,LJL,2019-06-30 08:31:00,Rascal Jester,Crest Gaming Act,Crest Gaming Act,3,14,37570,47052,1,2,0,1,0,1,0,8,0,1,2019,RJ,JP,CGA,JP,CGA,JP,Red,1,0,8,0,1,0,14,3,2,1,1,0
