,Team,ID,Nationality,Country,Birthdate,IsRetired,Region
2890,Descuydado Aucas Esports,Rosseu,,Mexico,,0,Latin America
2891,Descuydado Aucas Esports,Uprising,,Trinidad and Tobago,,0,Latin America
2892,Descuydado Aucas Esports,Xkey Destiny,,Venezuela,1992-02-18,0,Latin America
2893,Descuydado Aucas Esports,Xuradel,"Costa Rica,Nicaragua",Nicaragua,1996-10-20,0,Latin America
2894,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,0,Japan
2895,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,0,Japan
2896,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,0,Japan
2897,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,0,Japan
2898,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,0,Japan
2899,DetonatioN FocusMe,Milan,,Japan,2001-06-26,0,Japan
2900,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,0,Japan
2901,DetonatioN FocusMe,tol2,,Japan,2002-10-17,0,Japan
2902,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,0,Japan
2903,DetonatioN FocusMe Academy,Pinnk,,Japan,,0,Japan
2904,DetonatioN FocusMe Academy,reri,,Japan,,0,Japan
2905,devils.one,Badlyyga,,Poland,,0,EMEA
2906,devils.one,Jaqen,,Poland,1999-12-19,0,EMEA
2907,devils.one,RafBin,,Poland,,0,EMEA
2908,devils.one,Slipper,,Poland,2002-07-19,0,EMEA
2909,devils.one,Vounghuard,,Poland,,0,EMEA
2910,devils.one,wittman,Poland,,2002-10-01,0,EMEA
2911,Dewish Team,DeathClaw,,Taiwan,2000-02-09,0,PCS
2912,Dewish Team,EnHoa,,Taiwan,2002-10-23,0,PCS
2913,Dewish Team,Lacunae,,Taiwan,2002-08-13,0,PCS
2914,Dewish Team,Pepero,,Taiwan,1999-04-09,0,PCS
2915,Dewish Team,Sen,,Taiwan,,0,PCS
2916,Dewish Team,WSL,,China,,0,PCS
2917,Dewish Team,xiaotu,,China,,0,PCS
2918,Dexterity Team,Preston,,Brazil,,0,Brazil
2919,Diamant Esports,Diva,,Croatia,2000-03-17,0,EMEA
2920,Diamant Esports,Dont Ban Nida,,Denmark,1998-03-21,0,EMEA
2921,Diamant Esports,Eyhro,,France,2001-09-11,0,EMEA
2922,Diamant Esports,Kektz,,Slovenia,1994-03-06,0,EMEA
2923,Diamant Esports,Mafro,,Croatia,,0,EMEA
2924,Diamant Esports,Shy Carry,,Serbia,2004-04-21,0,EMEA
2925,Diamant Esports,Wojtus,,Poland,,0,EMEA
2926,Diamond Doves,Fredle,,Peru,,0,Latin America
2927,Diamond Doves,HarryLaCru,,Peru,,0,Latin America
2928,Diamond Doves,Kl,,Peru,1997-08-17,0,Latin America
2929,Dignitas,Biofrost,Canada,China,1996-09-17,0,North America
2930,Dignitas,Diamond,,Canada,1996-02-08,0,North America
2931,Dignitas,Enatron,,Greece,1994-01-24,0,North America
2932,Dignitas,Invokid,,Turkey,,0,North America
2933,Dignitas,Jensen,,Denmark,1995-01-01,0,North America
2934,Dignitas,POILK,,Sweden,,0,North America
2935,Dignitas,Rich,,South Korea,1998-02-16,0,North America
2936,Dignitas,Santorin,,Denmark,1997-05-06,0,North America
2937,Dignitas,Svenskeren,,Denmark,1996-01-02,0,North America
2938,Dignitas,Tomo,,United States,2001-01-19,0,North America
2939,Dignitas,Vynarian,,Canada,,0,North America
2940,Dire Wolves,Chazz,,Australia,1998-10-06,0,PCS
2941,Dire Wolves,Decoy,,New Zealand,1997-12-13,0,PCS
2942,Dire Wolves,Poltron,,Australia,,0,PCS
2943,Dire Wolves,Praedyth,,Australia,1999-06-21,0,PCS
2944,Dire Wolves,sHAKa,,Taiwan,1999-05-29,0,PCS
2945,Dire Wolves,Valixas,,Australia,,0,PCS
2946,Dire Wolves,Vxpir,,Australia,,0,PCS
2947,Dire Wolves,zorenous,,Australia,,0,PCS
2948,Direct Rising eSports,Finnry,,Germany,2001-01-23,0,EMEA
2949,Direct Rising eSports,Kisze,,Hungary,2000-02-14,0,EMEA
2950,Direct Rising eSports,Tapinq,,Austria,,0,EMEA
2951,Direct Rising eSports,Tockimo,,Germany,2002-02-22,0,EMEA
2952,Direct Rising eSports,WCD,,Germany,,0,EMEA
2953,Disguised,FakeGod,,United States,2000-05-27,0,North America
2954,Disguised,Goldenglue,,United States,1996-11-23,0,North America
2955,Disguised,Meech,,Canada,2001-09-19,0,North America
2956,Disguised,Tomio,,Canada,2003-06-15,0,North America
2957,Disguised,Young,,United States,,0,North America
2958,Disguised,Zeyzal,,United States,1999-07-07,0,North America
2959,DIVIZON,Hasse,,Denmark,1995-09-12,0,EMEA
2960,DIVIZON,Hypnos,,Turkey,,0,EMEA
2961,DIVIZON,qlibali,,Germany,,0,EMEA
2962,DIVIZON,Spadur,,France,1999-07-07,0,EMEA
2963,DKB Diamonds,Difference,,Syria,2003-01-09,0,EMEA
2964,DKB Diamonds,F1VTY,,Germany,,0,EMEA
2965,DKB Diamonds,justintime,,Germany,2001-01-10,0,EMEA
2966,DKB Diamonds,Leon,,Germany,1998-05-01,0,EMEA
2967,DKB Diamonds,Relative,"Germany,Vietnam",Germany,2002-06-14,0,EMEA
2968,DKB Diamonds,Senceless,,Germany,,0,EMEA
2969,DKB Diamonds,Wenbo,,Germany,,0,EMEA
2970,Domino Computer,Bananiasty,Poland,,2004-08-08,0,EMEA
2971,Domino Computer,Dawidsonek,,Poland,2000-02-21,0,EMEA
2972,Domino Computer,gaucho,,Poland,,0,EMEA
2973,Domino Computer,Herod,,Poland,,0,EMEA
2974,Domino Computer,Klorell,,Poland,,0,EMEA
2975,Domino Computer,Molik,,Poland,2000-04-28,0,EMEA
2976,Domino Computer,Pain,,Poland,2002-02-08,0,EMEA
2977,Domino Computer,SloPp,,Poland,,0,EMEA
2978,Domino esports,2Axes,,Romania,1999-05-18,0,EMEA
2979,Domino esports,Ag0nyPain,,Denmark,,0,EMEA
2980,Domino esports,Clover7,,China,,0,EMEA
2981,Domino esports,Dandom,Hungary,Serbia,2002-05-24,0,EMEA
2982,Domino esports,Lari,,Finland,,0,EMEA
2983,Domino esports,Saiph,,United States,1990-04-03,0,EMEA
2984,Domino esports,Sjakal,,Denmark,1999-05-09,0,EMEA
2985,Domino esports,Snabi,,Sweden,1997-06-17,0,EMEA
2986,Domino esports,Spooder,,Sweden,,0,EMEA
2987,Dplus Esports Academy,LinLan,,South Korea,1995-02-09,0,Korea
2988,Dplus Esports Academy,OHwiN,,South Korea,2002-05-02,0,Korea
2989,Dplus KIA,Acorn,,South Korea,1990-07-13,0,Korea
2990,Dplus KIA,Canna,,South Korea,2000-02-11,0,Korea
2991,Dplus KIA,Canyon,,South Korea,2001-06-18,0,Korea
2992,Dplus KIA,Deft,,South Korea,1996-10-23,0,Korea
2993,Dplus KIA,GorillA,,South Korea,1994-11-18,0,Korea
2994,Dplus KIA,Kellin,,South Korea,2001-02-01,0,Korea
2995,Dplus KIA,Khan,,South Korea,1995-12-22,0,Korea
2996,Dplus KIA,ShowMaker,,South Korea,2000-07-22,0,Korea
2997,Dplus KIA Challengers,Bible,,South Korea,1999-11-24,0,Korea
2998,Dplus KIA Challengers,Bubbling,,South Korea,1993-04-13,0,Korea
2999,Dplus KIA Challengers,Lucid,,South Korea,2005-01-28,0,Korea
3000,Dplus KIA Challengers,Pullbae,,South Korea,2004-08-28,0,Korea
3001,Dplus KIA Challengers,Rahel,,South Korea,2004-02-13,0,Korea
3002,Dplus KIA Challengers,Saint,,South Korea,2005-01-01,0,Korea
3003,Dplus KIA Challengers,Thanatos,,South Korea,2004-05-01,0,Korea
3004,Dragon Army,Dimonko,,Russia,1993-10-20,0,CIS
3005,Dragon Army,Punisher,,Russia,1996-03-22,0,CIS
3006,DREN Esports,Apsil,,Poland,1999-12-17,0,EMEA
3007,DREN Esports,Fenz1,,Bulgaria,2003-03-27,0,EMEA
3008,DREN Esports,Gaboesh,,Netherlands,2000-05-01,0,EMEA
3009,DREN Esports,Paradox,,Italy,2002-01-04,0,EMEA
3010,DREN Esports,Pavelov,,Poland,2003-01-25,0,EMEA
3011,DREN Esports,Spark,,United Kingdom,,0,EMEA
3012,DREN Esports,Taba,,Italy,2000-10-05,0,EMEA
3013,DREN Esports,TheCheeng,China,Italy,1998-12-16,0,EMEA
3014,DRX,BeryL,,South Korea,1997-04-01,0,Korea
3015,DRX,cCarter,,South Korea,1984-04-05,0,Korea
3016,DRX,Croco,,South Korea,2000-02-23,0,Korea
3017,DRX,deokdam,,South Korea,2000-02-25,0,Korea
3018,DRX,FATE,,South Korea,2000-08-22,0,Korea
3019,DRX,Frozen,,South Korea,1994-11-04,0,Korea
3020,DRX,Gizmo,,South Korea,1993-06-10,0,Korea
3021,DRX,Juhan,,South Korea,2001-08-31,0,Korea
3022,DRX,kyeahoo,,South Korea,2005-08-13,0,Korea
3023,DRX,Micro,,South Korea,1986-09-17,0,Korea
3024,DRX,Paduck,,South Korea,2005-02-12,0,Korea
3025,DRX,Rascal,,South Korea,1997-10-16,0,Korea
3026,DRX,Shine,,South Korea,1991-10-09,0,Korea
3027,DRX Academy,AD,,South Korea,2006-06-01,0,Korea
3028,DRX Academy,Aegis,,South Korea,2005-02-26,0,Korea
3029,DRX Academy,Arang,,South Korea,1989-06-01,0,Korea
3030,DRX Academy,Bazooka,,South Korea,2005-05-21,0,Korea
3031,DRX Academy,GoWonBin,,South Korea,2005-05-01,0,Korea
3032,DRX Academy,Gyeom,,South Korea,2005-07-07,0,Korea
3033,DRX Academy,Midir,,South Korea,2006-10-15,0,Korea
3034,DRX Academy,Scouter,,South Korea,1992-04-23,0,Korea
3035,DRX Academy,Seunghwan,,South Korea,,0,Korea
3036,DRX Challengers,Career,,South Korea,2004-08-29,0,Korea
3037,DRX Challengers,Crush,,South Korea,1998-01-03,0,Korea
3038,DRX Challengers,Frog,,South Korea,2005-06-30,0,Korea
3039,DRX Challengers,Piero,,South Korea,2002-07-15,0,Korea
3040,DRX Challengers,Pleata,,South Korea,2003-03-28,0,Korea
3041,DRX Challengers,SeTab,,South Korea,2004-10-13,0,Korea
3042,DRX Challengers,Sponge,,South Korea,2004-07-25,0,Korea
3043,DRX Challengers,Starlit,,South Korea,2004-10-14,0,Korea
3044,Dsyre Esports,Aetinoth,,Turkey,,0,EMEA
3045,Dsyre Esports,Empyros,,Greece,2004-04-01,0,EMEA
3046,Dsyre Esports,Evan,,Italy,1994-10-24,0,EMEA
3047,Dsyre Esports,Gine,,Italy,2002-07-04,0,EMEA
3048,Dsyre Esports,Nash,,Norway,,0,EMEA
3049,Dsyre Esports,Nick,,Italy,2000-05-25,0,EMEA
3050,Dsyre Esports,Rhilech,,Turkey,2005-10-15,0,EMEA
3051,Dsyre Esports,XoNix,,Ukraine,2000-02-13,0,EMEA
3052,Dusty,Bonni,,Iceland,,0,Europe
3053,Dynamo Eclot,Benda,,Czech Republic,,0,EMEA
3054,Dynamo Eclot,DVLK,,Czech Republic,,0,EMEA
3055,Dynamo Eclot,Jejky,,Czech Republic,1998-08-26,0,EMEA
3056,Dynamo Eclot,M0nster,,Slovakia,2002-05-30,0,EMEA
3057,Dynamo Eclot,Reedfoo,,Czech Republic,1999-08-22,0,EMEA
3058,Dynamo Eclot,Smarty,,Czech Republic,2005-07-11,0,EMEA
3059,Dynamo Eclot,Trap,,Denmark,,0,EMEA
3060,Dynamo Eclot,Welcom,Vietnam,Czech Republic,2002-07-28,0,EMEA
3061,Dynasty,CrabLord,,Russia,,0,EMEA
3062,Dynasty,DarkUniQ,,Netherlands,2000-03-17,0,EMEA
3063,Dynasty,Escapist,,Netherlands,1994-07-19,0,EMEA
3064,Dynasty,Franky,,Netherlands,1998-09-28,0,EMEA
3065,Dynasty,Hasagi,,Slovenia,2002-10-11,0,EMEA
3066,Dynasty,Hummelu,,Germany,,0,EMEA
3067,Dynasty,Razorder,,Netherlands,1999-03-04,0,EMEA
3068,Dynasty,Riron,,Netherlands,1999-05-16,0,EMEA
3069,Dynasty,Skeln,,Germany,1998-05-11,0,EMEA
3070,Dynasty,Squarepantsu,,Netherlands,2002-02-07,0,EMEA
3071,Dynasty,Watsky,,Netherlands,,0,EMEA
3072,E WIE EINFACH E-SPORTS,D4nKa,,Germany,2001-11-17,0,EMEA
3073,E WIE EINFACH E-SPORTS,Kxng,,Germany,1994-05-26,0,EMEA
3074,E WIE EINFACH E-SPORTS,LeaOne,,Germany,,0,EMEA
3075,E WIE EINFACH E-SPORTS,Nite,,Germany,1998-05-25,0,EMEA
3076,E WIE EINFACH E-SPORTS,Obsess,,Germany,1997-08-23,0,EMEA
3077,E WIE EINFACH E-SPORTS,Pann,,Germany,,0,EMEA
3078,E WIE EINFACH E-SPORTS,Tazaku,,Germany,2000-09-12,0,EMEA
3079,E WIE EINFACH E-SPORTS,TribuNick,,Germany,,0,EMEA
3080,E WIE EINFACH E-SPORTS,Ventair,,Germany,1999-12-05,0,EMEA
3081,E-nsane Gaming,ArralS,,Poland,,0,EMEA
3082,E-nsane Gaming,Broda,,Poland,2002-11-05,0,EMEA
3083,E-nsane Gaming,Enkil,,Poland,,0,EMEA
3084,E-nsane Gaming,Rawil,,Poland,2002-09-01,0,EMEA
3085,E-nsane Gaming,StealStrike,,Poland,,0,EMEA
3086,E-nsane Gaming,Xelar,,Poland,,0,EMEA
3087,EBRO,Hyena,,Argentina,,0,Latin America
3088,EBRO,Izaenk,,Argentina,,0,Latin America
3089,EBRO,Keishao,,Argentina,2002-04-26,0,Latin America
3090,EBRO,Koira,,Argentina,,0,Latin America
3091,EBRO,Krenashh,,Argentina,,0,Latin America
3092,EBRO,notdefused,,Argentina,2002-06-07,0,Latin America
3093,EBRO,Style,,Argentina,2000-06-22,0,Latin America
3094,EBRO,Termo,,Argentina,,0,Latin America
3095,EBRO,Unfor,,Argentina,2001-09-05,0,Latin America
3096,ECORP,Borch,,Spain,,0,EMEA
3097,ECORP,Hunter,,Spain,,0,EMEA
3098,ECORP,Indr4,,Spain,,0,EMEA
3099,ECORP,Kandar,,Spain,,0,EMEA
3100,ECORP,Kellie,,Spain,,0,EMEA
3101,ECORP,Nostalgia,,Spain,,0,EMEA
3102,ECORP,Noz2k,,Germany,,0,EMEA
3103,ECORP,Piku,,Albania,,0,EMEA
3104,EDward Gaming,Aaron,,China,1990-03-05,0,China
3105,EDward Gaming,About,,South Korea,2005-04-17,0,China
3106,EDward Gaming,Ale,,China,2001-07-23,0,China
3107,EDward Gaming,Fisher,,South Korea,2004-07-05,0,China
3108,EDward Gaming,FoFo,,Taiwan,1999-01-08,0,China
3109,EDward Gaming,Jiejie,,China,2001-10-27,0,China
3110,EDward Gaming,KenZhu,,China,1988-10-18,0,China
3111,EDward Gaming,Leave,,China,2002-09-29,0,China
3112,EDward Gaming,Maokai,,China,1991-06-17,0,China
3113,EDward Gaming,Meiko,,China,1998-06-06,0,China
3114,EDward Gaming,Mni,,China,1994-03-14,0,China
3115,EDward Gaming,Monki,,China,2004-02-16,0,China
3116,EDward Gaming,Thesnake,,China,,0,China
3117,EGN Esports,Cayetano,,Spain,,0,EMEA
3118,EGN Esports,Lulas,,Portugal,,0,EMEA
3119,EGN Esports,Tochas,,Portugal,,0,EMEA
3120,EGN Esports,Vortum,,Portugal,2002-09-22,0,EMEA
3121,EGN Esports,Yong,,Portugal,,0,EMEA
3122,EGN Esports,Zekja,,Romania,2000-12-14,0,EMEA
3123,Eintracht Frankfurt,Crossover,,Germany,2002-01-25,0,EMEA
3124,Eintracht Frankfurt,DizL,,Austria,2001-10-20,0,EMEA
3125,Eintracht Frankfurt,Don Arts,,Germany,1998-10-16,0,EMEA
3126,Eintracht Frankfurt,Stembi,,Germany,,0,EMEA
3127,Eintracht Frankfurt,Vaunted,,Germany,2002-02-14,0,EMEA
3128,Eintracht Frankfurt,Vertigo,,Austria,2003-02-27,0,EMEA
3129,Eintracht Frankfurt,Xioh,,Germany,,0,EMEA
3130,Eintracht Frankfurt,ZaZee,,Germany,1999-02-21,0,EMEA
3131,Eintracht Spandau,chickenhero,,Germany,1994-07-29,0,EMEA
3132,Eintracht Spandau,LagsAlot,,Germany,1998-06-25,0,EMEA
3133,Eintracht Spandau,Lilipp,,Germany,2001-01-20,0,EMEA
3134,Eintracht Spandau,nRated,,Germany,1991-07-17,0,EMEA
3135,Eintracht Spandau,Pride,,Switzerland,1998-03-13,0,EMEA
3136,Eintracht Spandau,SMILEY,,Sweden,1998-06-30,0,EMEA
3137,Eintracht Spandau,Special,,Netherlands,1998-01-27,0,EMEA
3138,Eintracht Spandau,Zanzarah,,Russia,1996-08-27,0,EMEA
3139,ELR Gaming,JK,,Colombia,,0,Latin America
3140,ELR Gaming,Lara,,Colombia,,0,Latin America
3141,ELR Gaming,Luckie,,Colombia,,0,Latin America
3142,ELR Gaming,Melvin,,Colombia,,0,Latin America
3143,ELR Gaming,Ohtori,,Colombia,,0,Latin America
3144,ELR Gaming,Skinned,,Mexico,,0,Latin America
3145,Elyandra Esport,Aku,,France,1993-03-03,0,EMEA
3146,Elyandra Esport,Beaupere,,France,,0,EMEA
3147,Elyandra Esport,BewBiou,,France,,0,EMEA
3148,Elyandra Esport,Blackrog,,Sweden,,0,EMEA
3149,Elyandra Esport,Cedeiix,,France,,0,EMEA
3150,Elyandra Esport,Damles,,France,2001-02-06,0,EMEA
3151,Elyandra Esport,Farrhell,,France,1998-02-19,0,EMEA
3152,ENEMI3S,Halier,,Brazil,1990-03-01,0,EMEA
3153,ENEMI3S,Hybrid,,Italy,2000-03-01,0,EMEA
3154,ENEMI3S,Joao,,Portugal,,0,EMEA
3155,ENEMI3S,kPr,,Moldova,,0,EMEA
3156,ENEMI3S,Nostrapangus,Italy,,,0,EMEA
3157,ENEMI3S,Piccione,,Italy,,0,EMEA
3158,ENEMI3S,Skaterot,,North Macedonia,2001-04-15,0,EMEA
3159,ENEMI3S,xDrop,,Netherlands,2000-05-06,0,EMEA
3160,ENEMI3S,XnS,,Turkey,,0,EMEA
3161,Entropiq,denyk,,Czech Republic,1995-04-30,0,EMEA
3162,Entropiq,Jackies,,Czech Republic,,0,EMEA
3163,Entropiq,Khantos,,Romania,2001-06-06,0,EMEA
3164,Entropiq,Kiuske,,Poland,2001-09-06,0,EMEA
3165,Entropiq,Mozilla,,Czech Republic,1992-05-08,0,EMEA
3166,Entropiq,Nalu,,Slovenia,,0,EMEA
3167,Entropiq,Robocop,,Czech Republic,2000-06-08,0,EMEA
3168,Entropiq,Zicssi,,France,,0,EMEA
3169,EPIC-DUDES,Bambi,,Germany,,0,EMEA
3170,EPIC-DUDES,Coach Tim,,Germany,1999-07-30,0,EMEA
3171,EPIC-DUDES,FatShield,,Netherlands,,0,EMEA
3172,EPIC-DUDES,Mind,,Germany,,0,EMEA
3173,EPIC-DUDES,On3Sh0t,,Germany,,0,EMEA
3174,EPIC-DUDES,PsYcraw,,Germany,,0,EMEA
3175,EPIC-DUDES,Vikes,,Germany,,0,EMEA
3176,ERKO Esports,antik,,Russia,,0,EMEA
3177,ERKO Esports,Astrasmaug,,Czech Republic,2004-11-12,0,EMEA
3178,ERKO Esports,Bambi,,Russia,,0,EMEA
3179,ERKO Esports,Crossman,,Germany,,0,EMEA
3180,ERKO Esports,Negativve,,Ukraine,1990-06-05,0,EMEA
3181,ERKO Esports,Robko,,Czech Republic,,0,EMEA
3182,ERKO Esports,Shock Wave,,Czech Republic,1998-06-04,0,EMEA
3183,ESC Shane,Jamie,,United States,,0,Korea
3184,Espergærde eSport,Bobas,,Denmark,,0,EMEA
3185,Espergærde eSport,Godkvaj,,Denmark,1996-01-25,0,EMEA
3186,Espergærde eSport,Smailord,,Sweden,,0,EMEA
3187,Esport STUBA,Dzejno,,Slovakia,,0,EMEA
3188,Esport STUBA,Goksi,,Slovakia,2000-11-28,0,EMEA
3189,Esport STUBA,Necromartin,,Slovakia,1995-07-17,0,EMEA
3190,Esport STUBA,Samyaza,,Slovakia,,0,EMEA
3191,Esport STUBA,Siriass,,Slovakia,,0,EMEA
3192,Estral Esports,Bola,,Mexico,2000-04-05,0,Latin America
3193,Estral Esports,Hans SamD,,South Korea,2001-03-14,0,Latin America
3194,Estral Esports,Jonte,"Mexico,South Korea",South Korea,,0,Latin America
3195,Estral Esports,Josedeodo,,Argentina,2000-05-22,0,Latin America
3196,Estral Esports,Legion,,Mexico,1991-02-09,0,Latin America
3197,Estral Esports,Leza,,Mexico,1998-09-28,0,Latin America
3198,Estral Esports,Mia,,South Korea,1998-11-03,0,Latin America
3199,Estral Esports,Snok,,El Salvador,1996-10-12,0,Latin America
3200,Estral Esports,Strange,,Chile,2004-07-21,0,Latin America
3201,Estral Esports,Yang,,South Korea,1993-12-15,0,Latin America
3202,Estral Esports,Zothve,,Chile,2003-02-18,0,Latin America
3203,eSuba,bobista,,Czech Republic,2002-07-03,0,EMEA
3204,eSuba,DANY,,Czech Republic,,0,EMEA
3205,eSuba,DON LAFFSON,,Czech Republic,1995-11-14,0,EMEA
3206,eSuba,EdbyK,,Czech Republic,,0,EMEA
3207,eSuba,Elmo,,Czech Republic,,0,EMEA
3208,eSuba,Esko,,Czech Republic,,0,EMEA
3209,eSuba,FGG,,United Kingdom,2001-01-20,0,EMEA
3210,eSuba,Krakeer,,Czech Republic,2001-02-02,0,EMEA
3211,eSuba,TynX,,Denmark,1999-10-22,0,EMEA
3212,eSuba,Warszi,,Poland,,0,EMEA
3213,EURONICS Gaming,Sologesang,,Germany,,0,Europe
3214,Europe Saviors Club,Balyy,,Spain,2002-02-28,0,EMEA
3215,Europe Saviors Club,danzA,,Czech Republic,,0,EMEA
3216,Europe Saviors Club,Determination,,Poland,,0,EMEA
3217,Europe Saviors Club,Rias,,Poland,2002-09-01,0,EMEA
3218,Europe Saviors Club,Septico1,,Romania,2000-12-28,0,EMEA
3219,Europe Saviors Club,StarPax,,Poland,2004-10-30,0,EMEA
3220,Evil Geniuses Challengers,ido,"United States,United Kingdom",United States,1998-09-29,0,North America
3221,Evil Geniuses Challengers,k1ng,,Australia,1998-02-03,0,North America
3222,Evil Geniuses Challengers,ry0ma,,Australia,1999-06-25,0,North America
3223,Evil Geniuses Challengers,S0ul,,Canada,2001-11-11,0,North America
3224,Evil Geniuses Challengers,Sheiden,"Philippines,Canada",Philippines,2001-11-22,0,North America
3225,Evil Geniuses Challengers,Smoothie,,Canada,1997-02-10,0,North America
3226,EVOS Esports,Camou,,Malaysia,1995-09-23,1,Vietnam
3227,Excel Esports,Abbedagge,,Germany,1999-09-10,0,EMEA
3228,Excel Esports,Cardonetti,,Spain,,0,EMEA
3229,Excel Esports,Hidon,,Denmark,2000-10-29,0,EMEA
3230,Excel Esports,Kaas,,Belgium,,0,EMEA
3231,Excel Esports,LIMIT,,Croatia,1997-12-27,0,EMEA
3232,Excel Esports,Mert,,Turkey,,0,EMEA
3233,Excel Esports,Nomi,,Norway,2000-04-05,0,EMEA
3234,Excel Esports,Odoamne,,Romania,1995-01-18,0,EMEA
3235,Excel Esports,Patrik,,Czech Republic,2000-04-07,0,EMEA
3236,Excel Esports,Peach,,South Korea,2000-03-28,0,EMEA
3237,Excel Esports,YoungBuck,,Netherlands,1991-07-28,0,EMEA
3238,EXILE esports,0ri,,Czech Republic,,0,EMEA
3239,EXILE esports,Ady,,Czech Republic,,0,EMEA
3240,EXILE esports,Koudys,,Czech Republic,,0,EMEA
3241,EXILE esports,Lenochodecc,,Czech Republic,2002-05-06,0,EMEA
3242,EXILE esports,Onlyx,,Czech Republic,,0,EMEA
3243,EXILE esports,Stein,,Slovakia,,0,EMEA
3244,EXILE esports,Sw3ry,,Czech Republic,,0,EMEA
3245,Falkol Storm,Closer,,Brazil,,0,Brazil
3246,Fanshawe College,Cavele,,Canada,1999-09-07,0,North America
3247,Fanshawe College,Sutekh,,Canada,2001-03-26,0,North America
3248,FC Schalke 04 Esports,Afroboi,,Germany,2000-04-13,0,EMEA
3249,FC Schalke 04 Esports,Dominik,,Germany,,0,EMEA
3250,FC Schalke 04 Esports,Jogono,,Germany,,0,EMEA
3251,FC Schalke 04 Esports,Mishigu,,Sweden,2001-12-16,0,EMEA
3252,FC Schalke 04 Esports,Sacre,,Croatia,1996-09-07,0,EMEA
3253,FC Schalke 04 Esports,Seal,,Netherlands,2001-01-26,0,EMEA
3254,FC Schalke 04 Esports,Simpli,,Finland,2001-03-02,0,EMEA
3255,FC Schalke 04 Esports,Stasko,,Bulgaria,1998-06-18,0,EMEA
3256,FENNEL,Corporal,"Japan,Australia",Japan,2001-06-15,0,Japan
3257,FENNEL,hachamecha,,Japan,1993-03-21,0,Japan
3258,FENNEL,Inu,,Japan,,1,Japan
3259,FENNEL,Ping9,,South Korea,,0,Japan
3260,FENNEL,Recap,,Japan,1997-01-25,0,Japan
3261,FENNEL,Shakespeare,,Japan,2002-08-13,0,Japan
3262,FENNEL,Ssol,,South Korea,1998-03-04,0,Japan
3263,FENNEL,TaNa,,South Korea,1999-12-11,0,Japan
3264,FENNEL,VicaL,,South Korea,1986-09-11,0,Japan
3265,FENNEL Academy,Deant,China,Japan,2003-06-25,0,Japan
3266,FENNEL Academy,Gariaru,,Japan,1995-01-16,0,Japan
3267,FENNEL Academy,Kakkun,,Japan,2002-02-05,0,Japan
3268,FENNEL Academy,Momo,,Japan,2004-02-26,0,Japan
3269,FENNEL Academy,Yunika,,Japan,1998-11-22,0,Japan
3270,FH eSports,Nad,,Italy,,0,Europe
3271,Fisher College,Devil deGrey,,Venezuela,,0,North America
3272,Fisher College,Dragonmin,"South Korea,United States",South Korea,,0,North America
3273,Fisher College,Drake,,United States,,0,North America
3274,Fisher College,Enthralled,United States,Philippines,2002-04-11,0,North America
3275,Fisher College,Invitrix,,United States,,0,North America
3276,Fisher College,Keel,,United States,2001-06-29,0,North America
3277,Fisher College,Panther,,United States,,0,North America
3278,Fisher College,Potato,,Canada,,0,North America
3279,Fisher College,Radar,,United States,,0,North America
3280,Fisher College,Ralyk,,United States,,0,North America
3281,Fisher College,Revan,,United States,,0,North America
3282,Fisher College,Seranok,,Venezuela,,0,North America
3283,Fisher College,Topo,,United States,,0,North America
3284,Fisher College,Trevor,,United States,1995-10-22,0,North America
3285,Florida Southern College,Doraikon,"Brazil,United States",Brazil,2000-10-28,0,North America
3286,Florida Southern College,Dragowski,,United States,2003-02-25,0,North America
3287,Florida Southern College,Javii,,United States,,0,North America
3288,Florida Southern College,Nebula,,United States,,0,North America
3289,Florida Southern College,Parramore,,United States,,0,North America
3290,Florida Southern College,Prince,,United States,,0,North America
3291,Fluxo,Brance,,Brazil,2004-02-25,0,Brazil
3292,Fluxo,brTT,,Brazil,1991-02-19,0,Brazil
3293,Fluxo,Disamis,,Brazil,,0,Brazil
3294,Fluxo,Hauz,,Brazil,2001-04-29,0,Brazil
3295,Fluxo,Jojo,,Brazil,1998-11-11,0,Brazil
3296,Fluxo,ONMETA,,Brazil,1997-02-20,0,Brazil
3297,Fluxo,Tay,,Brazil,1996-11-22,0,Brazil
3298,Fluxo,Turtle,,Brazil,1994-05-23,0,Brazil
3299,Fluxo Academy,Ancrath,,Brazil,,0,Brazil
3300,Fluxo Academy,Forlin,,Brazil,,0,Brazil
3301,Fluxo Academy,jUc,,Brazil,,0,Brazil
3302,Fluxo Academy,Kick,,Brazil,2000-03-01,0,Brazil
3303,Fluxo Academy,kojima,,Brazil,,0,Brazil
3304,Fluxo Academy,Mito,,Brazil,2001-02-21,0,Brazil
3305,Fluxo Academy,Picknn,,Brazil,,0,Brazil
3306,Fluxo Academy,Xoska,,Brazil,,0,Brazil
3307,Fly5,Choi,,South Korea,,0,EMEA
3308,Fly5,Fen,,France,,0,EMEA
3309,Fly5,Phenix,,Czech Republic,1998-12-18,0,EMEA
