,Team,ID,Nationality,Country,Birthdate,IsRetired,Region
4032,KAOS e-sport,Behner,,Norway,,0,EMEA
4033,KAOS e-sport,Dipzey,,Norway,,0,EMEA
4034,KAOS e-sport,KOOLBERG,,Norway,1996-02-10,0,EMEA
4035,KAOS e-sport,lil ambivert,,Norway,,0,EMEA
4036,KAOS e-sport,Sharp,,Norway,,0,EMEA
4037,KAOS e-sport,Slemp,,Norway,,0,EMEA
4038,KAOS e-sport,Zhandia,,Norway,1997-08-18,0,EMEA
4039,KAOS e-sport,Zoophobias,,Norway,,0,EMEA
4040,Karmine Corp,Cabochard,,France,1997-04-15,0,EMEA
4041,Karmine Corp,Caliste,France,,2006-08-28,0,EMEA
4042,Karmine Corp,Cinkrof,,Poland,1997-08-09,0,EMEA
4043,Karmine Corp,Saken,,France,1998-11-05,0,EMEA
4044,Karmine Corp,Skeanz,,France,2000-09-25,0,EMEA
4045,Karmine Corp,Targamas,,Belgium,2000-06-30,0,EMEA
4046,Karmine Corp,Wadi,,France,,0,EMEA
4047,Karolinerna,BAASHH,,Denmark,,0,EMEA
4048,Karolinerna,Cuddiee,,Sweden,,0,EMEA
4049,Karolinerna,Floopz,,Sweden,,0,EMEA
4050,Karolinerna,Kobben,,Sweden,,0,EMEA
4051,Karolinerna,Thomas Goh,,Denmark,,0,EMEA
4052,Kaufland Hangry Knights,Dimxa,Russia,Germany,2003-08-20,0,EMEA
4053,Kaufland Hangry Knights,Flay,,Germany,,0,EMEA
4054,Kaufland Hangry Knights,InDeed,,Germany,1999-09-06,0,EMEA
4055,Kaufland Hangry Knights,Jaeger,,Germany,1996-06-23,0,EMEA
4056,Kaufland Hangry Knights,jokaa,,Germany,2002-07-06,0,EMEA
4057,Kaufland Hangry Knights,TLamp,,Germany,,0,EMEA
4058,Kawaii Kiwis,Dani,,Spain,,0,EMEA
4059,Kawaii Kiwis,Emvipi,,Spain,,0,EMEA
4060,Kawaii Kiwis,Infinity,,Spain,,0,EMEA
4061,Kawaii Kiwis,Kaii,,Spain,2004-07-08,0,EMEA
4062,Kawaii Kiwis,Macaquiño,Portugal,Spain,2003-07-30,0,EMEA
4063,Kawaii Kiwis,Rito,,Spain,,0,EMEA
4064,Kawaii Kiwis,selenex,,Spain,,0,EMEA
4065,Kawaii Kiwis,ThreaM,,Spain,1999-07-30,0,EMEA
4066,Keypulse Esports,Euler,,Honduras,,0,EMEA
4067,Keypulse Esports,Jackie,,Netherlands,2003-08-29,0,EMEA
4068,Keypulse Esports,Lyrokun,,Germany,,0,EMEA
4069,Keypulse Esports,Qu4rtzo,,Portugal,,0,EMEA
4070,Keypulse Esports,RapMonsters,,Portugal,,0,EMEA
4071,Keypulse Esports,Shieda,,United Kingdom,,0,EMEA
4072,Kings of the North,Ballack,,Mexico,,0,Latin America
4073,Kings of the North,Dune,,Mexico,,0,Latin America
4074,Kings of the North,Gnetic,,Mexico,,0,Latin America
4075,Kings of the North,Kaldalis,,Guatemala,,0,Latin America
4076,Kings of the North,Osito Felpuwu,,Costa Rica,,0,Latin America
4077,KIT SC SmartWe,Akirei,,Germany,2001-07-02,0,EMEA
4078,KIT SC SmartWe,Corvus,,Germany,,0,EMEA
4079,KIT SC SmartWe,Hyosha,,Germany,,0,EMEA
4080,KIT SC SmartWe,Milkshake,,Germany,,0,EMEA
4081,KIT SC SmartWe,Veyytix,,Germany,,0,EMEA
4082,KIT SC White,GentlemanHero,,Germany,1996-07-08,0,EMEA
4083,KIT SC White,Redeemed,,Germany,,0,EMEA
4084,KIT SC White,Striker,,Germany,1996-07-08,0,EMEA
4085,KIT SC White,Taewang,,Germany,,0,EMEA
4086,Klanik Esport,Axelent,,North Macedonia,2004-05-14,0,EMEA
4087,Klanik Esport,Pesho,,North Macedonia,,0,EMEA
4088,Klanik Esport,Praevius,"United Kingdom,Wales",United Kingdom,1999-07-23,0,EMEA
4089,Klanik Esport,Renewal,,France,,0,EMEA
4090,Klanik Esport,Wixo,,France,,0,EMEA
4091,Klanik Esport,Wylenz,,France,,0,EMEA
4092,KmK eSports,hextasy,,Hungary,1995-12-27,0,EMEA
4093,KmK eSports,Matebuff,,Hungary,1999-09-26,0,EMEA
4094,KODE Gaming,Fool,,Spain,,0,EMEA
4095,KODE Gaming,Garvi,,Spain,,0,EMEA
4096,KODE Gaming,Junco,,Spain,,0,EMEA
4097,KODE Gaming,Stargazer,,Spain,,0,EMEA
4098,KODE Gaming,TEMPAH,,Spain,,0,EMEA
4099,KODE Gaming,Usurper,,Sweden,,0,EMEA
4100,KODE Gaming,Zekrosk,Italy,Spain,2001-01-10,0,EMEA
4101,KOVA Esports,Cyanide,,Finland,1994-11-15,0,Europe
4102,KRC Genk Esports,arendmen,,Netherlands,1996-12-05,0,EMEA
4103,KRC Genk Esports,Cisse,,Belgium,2000-07-29,0,EMEA
4104,KRC Genk Esports,Guertas,,France,,0,EMEA
4105,KRC Genk Esports,Mikkel,,Netherlands,1999-01-13,0,EMEA
4106,KRC Genk Esports,Naniinaa,,Netherlands,2001-07-28,0,EMEA
4107,KRC Genk Esports,Orion,French Polynesia,Tunisia,1995-11-21,0,EMEA
4108,KRC Genk Esports,Robba,,Netherlands,1997-06-11,0,EMEA
4109,KRC Genk Esports,Robertoos,,Poland,,0,EMEA
4110,KRC Genk Esports,TheBash,,Netherlands,1996-01-10,0,EMEA
4111,KRC Genk Esports,Tixn,,Slovakia,2003-08-12,0,EMEA
4112,KRÜ Esports,Famus,,Argentina,,0,Latin America
4113,KT Rolster,Aiming,,South Korea,2000-07-20,0,Korea
4114,KT Rolster,Bdd,,South Korea,1999-03-01,0,Korea
4115,KT Rolster,Cuzz,,South Korea,1999-10-30,0,Korea
4116,KT Rolster,Hirai,,South Korea,1982-03-26,0,Korea
4117,KT Rolster,Kiin,,South Korea,1999-05-28,0,Korea
4118,KT Rolster,Lehends,,South Korea,1998-12-24,0,Korea
4119,KT Rolster,RapidStar,,South Korea,1993-05-05,0,Korea
4120,KT Rolster,supreme,,South Korea,1987-04-27,0,Korea
4121,KT Rolster Academy,AD,,South Korea,2002-02-08,0,Korea
4122,KT Rolster Academy,hyun,,South Korea,1992-07-06,0,Korea
4123,KT Rolster Academy,MID,,South Korea,,0,Korea
4124,KT Rolster Academy,SUP,,South Korea,,0,Korea
4125,KT Rolster Academy,TOP,,South Korea,,0,Korea
4126,KT Rolster Challengers,Castle,,South Korea,2002-10-08,0,Korea
4127,KT Rolster Challengers,Feisty,,South Korea,2003-12-19,0,Korea
4128,KT Rolster Challengers,HamBak,,South Korea,2002-08-28,0,Korea
4129,KT Rolster Challengers,Hype,,South Korea,2003-09-09,0,Korea
4130,KT Rolster Challengers,Lilac,,South Korea,1992-02-17,0,Korea
4131,KT Rolster Challengers,PerfecT,,South Korea,2004-05-17,0,Korea
4132,KT Rolster Challengers,Sonstar,,South Korea,1994-08-31,0,Korea
4133,KT Rolster Challengers,Way,,South Korea,2002-06-29,0,Korea
4134,Kumiho Esports,nae,,Spain,,0,EMEA
4135,Kumiho Esports,Tikyl,,Spain,,0,EMEA
4136,Kumiho Esports,Xenxo,,Spain,1999-12-27,0,EMEA
4137,Kwangdong Freecs,Alvingo,,South Korea,1992-06-04,0,Korea
4138,Kwangdong Freecs,BuLLDoG,,South Korea,2005-04-15,0,Korea
4139,Kwangdong Freecs,cvMax,,South Korea,1990-07-07,0,Korea
4140,Kwangdong Freecs,DuDu,,South Korea,2001-03-08,0,Korea
4141,Kwangdong Freecs,Jun,,South Korea,2000-08-02,0,Korea
4142,Kwangdong Freecs,Millimas,,South Korea,2001-12-15,0,Korea
4143,Kwangdong Freecs,Moham,,South Korea,2002-08-08,0,Korea
4144,Kwangdong Freecs,oDin,,South Korea,1987-07-15,0,Korea
4145,Kwangdong Freecs,Taeyoon,,South Korea,2002-06-02,0,Korea
4146,Kwangdong Freecs,YoungJae,,South Korea,2002-11-16,0,Korea
4147,Kwangdong Freecs Academy,Abyss,,South Korea,2005-08-26,0,Korea
4148,Kwangdong Freecs Academy,Allo,,South Korea,2003-03-27,0,Korea
4149,Kwangdong Freecs Academy,Dooly,,South Korea,2005-12-18,0,Korea
4150,Kwangdong Freecs Academy,Greed,,South Korea,2003-01-07,0,Korea
4151,Kwangdong Freecs Academy,Machete,,South Korea,2005-07-16,0,Korea
4152,Kwangdong Freecs Academy,Pressure,,South Korea,2004-03-15,0,Korea
4153,Kwangdong Freecs Academy,Quantum,,South Korea,2004-08-20,0,Korea
4154,Kwangdong Freecs Academy,Sweeper,,South Korea,,0,Korea
4155,Kwangdong Freecs Academy,Whisper,,South Korea,2005-11-14,0,Korea
4156,Kwangdong Freecs Academy,Yechan,,South Korea,,0,Korea
4157,Kwangdong Freecs Challengers,Andil,,South Korea,2002-10-05,0,Korea
4158,Kwangdong Freecs Challengers,Bull,,South Korea,2003-05-16,0,Korea
4159,Kwangdong Freecs Challengers,Cleaver,,South Korea,2005-12-30,0,Korea
4160,Kwangdong Freecs Challengers,Courage,,South Korea,2005-03-09,0,Korea
4161,Kwangdong Freecs Challengers,IlllIma,,South Korea,2002-09-20,0,Korea
4162,Kwangdong Freecs Challengers,Lancer,,South Korea,2004-08-11,0,Korea
4163,Kwangdong Freecs Challengers,Moon,,South Korea,1995-01-06,0,Korea
4164,Kwangdong Freecs Challengers,Winged,,South Korea,1992-08-20,0,Korea
4165,LDLC OL,Backlund,,Sweden,1999-11-22,0,EMEA
4166,LDLC OL,Greedyz,,France,,0,EMEA
4167,LDLC OL,Jeskla,,Sweden,2000-07-08,0,EMEA
4168,LDLC OL,Kryze,,Sweden,1999-07-01,0,EMEA
4169,LDLC OL,White,,France,2002-07-11,0,EMEA
4170,LDLC OL,Zoelys,,France,2003-05-16,0,EMEA
4171,Legacy Genesis,Raps,,Australia,,1,Oceania
4172,Leões Porto Salvo Esports,Adri,"Portugal,France",France,2000-11-03,0,EMEA
4173,Leões Porto Salvo Esports,Blackout,,Portugal,2000-10-28,0,EMEA
4174,Leões Porto Salvo Esports,Darky,,Portugal,,0,EMEA
4175,Leões Porto Salvo Esports,Frenzyy,,Portugal,2005-02-17,0,EMEA
4176,Levante UD Esports,Destru,,Spain,,0,EMEA
4177,Levante UD Esports,Ibai,,Spain,,0,EMEA
4178,Levante UD Esports,Johnarnau,,Spain,1999-10-13,0,EMEA
4179,Levante UD Esports,Nasser,Spain,Lebanon,1998-11-18,0,EMEA
4180,Levante UD Esports,WachonBB,,Spain,,0,EMEA
4181,Leviatan,Kiefer,,Chile,2001-02-27,0,Latin America
4182,Leviatan,Kraan,,Argentina,,0,Latin America
4183,Leviatan,Lesmart,,Argentina,1994-10-19,0,Latin America
4184,Leviatan,Nothing,,Argentina,,0,Latin America
4185,Leviatan,Pancake,,Argentina,2000-10-18,0,Latin America
4186,Leviatan,Politico,,Brazil,1996-12-12,0,Latin America
4187,Leviatan,Rahab,,Argentina,2001-04-04,0,Latin America
4188,Leviatan,Revehaza,,Mexico,1996-04-27,0,Latin America
4189,Leviatan,Shmebu,,Argentina,1998-09-21,0,Latin America
4190,LGD Gaming,1874,,China,,0,China
4191,LGD Gaming,Chelizi,,China,2000-03-28,0,China
4192,LGD Gaming,Decade,,China,,0,China
4193,LGD Gaming,Envyy,,South Korea,2000-04-07,0,China
4194,LGD Gaming,fearness,,China,2002-03-18,0,China
4195,LGD Gaming,haichao,,China,2003-04-17,0,China
4196,LGD Gaming,Jinjiao,,China,1998-04-15,0,China
4197,LGD Gaming,Lpc,,China,2001-06-20,0,China
4198,LGD Gaming,Meteor,,China,1999-12-26,0,China
4199,LGD Gaming Young Team,BoBo,,China,,0,China
4200,LGD Gaming Young Team,chips,,China,,0,China
4201,LGD Gaming Young Team,Overture,,China,,0,China
4202,LGD Gaming Young Team,Ru0,,China,,0,China
4203,LGD Gaming Young Team,SW,,China,,0,China
4204,LGD Gaming Young Team,wenyi,,China,,0,China
4205,LGD Gaming Young Team,xqw,,China,2003-04-02,0,China
4206,LGD Gaming Young Team,Yed9,,China,,0,China
4207,LGD Gaming Young Team,Zap,,China,,0,China
4208,Liberty,Accez,,Brazil,,0,Brazil
4209,Liberty,Alocs,,Brazil,1989-08-16,0,Brazil
4210,Liberty,Avenger,,Brazil,2001-05-14,0,Brazil
4211,Liberty,carlins,,Brazil,2002-04-16,0,Brazil
4212,Liberty,Eryon,,Brazil,1989-03-23,0,Brazil
4213,Liberty,Juliera,,Brazil,,0,Brazil
4214,Liberty,Kiari,,Brazil,,0,Brazil
4215,Liberty,Wos,,Brazil,1995-05-14,0,Brazil
4216,Liberty Academy,Cavalo,,Brazil,,0,Brazil
4217,Liberty Academy,Drake,,Brazil,,0,Brazil
4218,Liberty Academy,k0ga,,Brazil,1994-12-15,0,Brazil
4219,Liberty Academy,Lukshy,,Brazil,,0,Brazil
4220,Liberty Academy,Momochi,,Brazil,,0,Brazil
4221,Liberty Academy,Piloto,,Brazil,,0,Brazil
4222,Liberty Academy,Reaper,,Brazil,,0,Brazil
4223,Liberty Academy,SkB,,Brazil,,0,Brazil
4224,Liiv SANDBOX,Burdol,,South Korea,2003-12-25,0,Korea
4225,Liiv SANDBOX,Clozer,,South Korea,2003-07-27,0,Korea
4226,Liiv SANDBOX,Kael,,South Korea,2004-02-11,0,Korea
4227,Liiv SANDBOX,Lyn,,South Korea,1996-08-25,0,Korea
4228,Liiv SANDBOX,Ryu,,South Korea,1994-01-28,0,Korea
4229,Liiv SANDBOX,Seobi,,South Korea,,0,Korea
4230,Liiv SANDBOX,Teddy,,South Korea,1998-03-15,0,Korea
4231,Liiv SANDBOX,Willer,,South Korea,2003-04-24,0,Korea
4232,Liiv SANDBOX,YamatoCannon,,Sweden,1995-12-30,0,Korea
4233,Liiv SANDBOX Academy,Cypher,,South Korea,2006-01-20,0,Korea
4234,Liiv SANDBOX Academy,Hervy,,South Korea,2004-11-21,0,Korea
4235,Liiv SANDBOX Academy,JubSSal,,South Korea,,0,Korea
4236,Liiv SANDBOX Academy,Kania,,South Korea,2004-07-19,0,Korea
4237,Liiv SANDBOX Youth,Clear,,South Korea,2002-11-19,0,Korea
4238,Liiv SANDBOX Youth,DangMoo,,South Korea,2001-07-30,0,Korea
4239,Liiv SANDBOX Youth,DDahyuk,,South Korea,2004-09-04,0,Korea
4240,Liiv SANDBOX Youth,Diable,,South Korea,2007-10-17,0,Korea
4241,Liiv SANDBOX Youth,DooTi,,South Korea,1991-11-03,0,Korea
4242,Liiv SANDBOX Youth,Guti,,South Korea,2004-04-09,0,Korea
4243,Liiv SANDBOX Youth,PlanB,,South Korea,2006-01-19,0,Korea
4244,Liiv SANDBOX Youth,Simpson,,South Korea,,0,Korea
4245,Liiv SANDBOX Youth,Vincenzo,,South Korea,2004-04-03,0,Korea
4246,Lille Esport,Alan,,France,,0,EMEA
4247,Lille Esport,Blacksky,,Germany,1996-12-12,0,EMEA
4248,Lille Esport,Cerecof,,France,,0,EMEA
4249,Lille Esport,FROZENNN,,France,1998-10-19,0,EMEA
4250,Lille Esport,Karim kt,,France,1997-03-19,0,EMEA
4251,Lille Esport,Smurfe,,Norway,2004-09-27,0,EMEA
4252,Lille Esport,Vespa,,France,2002-12-02,0,EMEA
4253,Lille Esport,xKenzuke,"Germany,Turkey",Germany,1999-06-17,0,EMEA
4254,LiT Esports,Abedz,,Lebanon,2003-01-20,0,North America
4255,LiT Esports,Dual,,United States,,0,North America
4256,LiT Esports,Munchy,,Canada,2004-10-08,0,North America
4257,LiT Esports,pookar,,United States,1991-10-11,0,North America
4258,LiT Esports,sajed,,United States,2004-04-10,0,North America
4259,LNG Academy,5K,,China,,0,China
4260,LNG Academy,Darwin,,China,,0,China
4261,LNG Academy,dbh,,China,,0,China
4262,LNG Academy,healer,,China,,0,China
4263,LNG Academy,Mysun,,China,,0,China
4264,LNG Academy,Summer,,China,,0,China
4265,LNG Academy,Uneasy,,China,2003-05-13,0,China
4266,LNG Academy,Vicii,,China,,0,China
4267,LNG Academy,xzy,,China,2002-07-28,0,China
4268,LNG Academy,Yummy,,China,,0,China
4269,LNG Academy,Yuzhang,,China,,0,China
4270,LNG Esports,GALA,,China,2001-02-14,0,China
4271,LNG Esports,Hang,,China,2003-02-05,0,China
4272,LNG Esports,Poppy,,Taiwan,1991-09-06,0,China
4273,LNG Esports,Scout,,South Korea,1998-03-14,0,China
4274,LNG Esports,Tarzan,,South Korea,1999-08-23,0,China
4275,LNG Esports,U,,China,1993-09-04,0,China
4276,LNG Esports,Wly,,China,,0,China
4277,LNG Esports,Yuekai,,China,2002-07-27,0,China
4278,LNG Esports,Zika,,China,2003-07-07,0,China
4279,London Esports,Viperoon,,United Kingdom,1996-10-13,0,Europe
4280,Los Grandes,Boal,,Brazil,2002-12-04,0,Brazil
4281,Los Grandes,Lava,,South Korea,1999-07-14,0,Brazil
4282,Los Grandes,Neki,,Brazil,1995-11-18,0,Brazil
4283,Los Grandes,Netuno,,Brazil,,0,Brazil
4284,Los Grandes,Ranger,,Brazil,1995-11-28,0,Brazil
4285,Los Grandes,Riyev,,Brazil,1996-09-28,0,Brazil
4286,Los Grandes,Stardust,,South Korea,1990-05-27,0,Brazil
4287,Los Grandes,Trick,,South Korea,1995-07-11,0,Brazil
4288,Los Grandes Academy,Allezs,,Brazil,,0,Brazil
4289,Los Grandes Academy,Celo,,Brazil,2000-07-31,0,Brazil
4290,Los Grandes Academy,CrjaY,,Brazil,,0,Brazil
4291,Los Grandes Academy,enel1,,Brazil,,0,Brazil
4292,Los Grandes Academy,Hidan,,Brazil,2002-03-28,0,Brazil
4293,Los Grandes Academy,Mido,,Brazil,2000-05-05,0,Brazil
4294,Los Grandes Academy,neyzz,,Brazil,,0,Brazil
4295,Los Grandes Academy,Samyy,,Brazil,1996-10-07,0,Brazil
4296,Lost Esports,Moki,,United Arab Emirates,,0,MENA
4297,Lotus Exiles,Cryo,,Vietnam,2007-01-20,0,North America
4298,Lotus Exiles,Doubtful,,United States,2005-04-12,0,North America
4299,Lotus Exiles,Haine,,United States,,0,North America
4300,Lotus Exiles,kkytj,,China,1999-04-25,0,North America
4301,Lotus Exiles,Klexo,,United States,2003-08-04,0,North America
4302,Lotus Exiles,Shift,,United States,,0,North America
4303,Lotus Exiles,TheKeyboarder,,Canada,2001-08-28,0,North America
4304,LOUD,BeellzY,,Brazil,1994-03-02,0,Brazil
4305,LOUD,Ceos,,Brazil,1998-08-08,0,Brazil
4306,LOUD,Croc,,South Korea,,0,Brazil
4307,LOUD,Liz,,Brazil,1999-10-09,0,Brazil
4308,LOUD,Mytka,,Brazil,,0,Brazil
4309,LOUD,Robo,,Brazil,1998-04-22,0,Brazil
4310,LOUD,Route,,South Korea,1999-01-05,0,Brazil
4311,LOUD,Shaquinn,,Brazil,,0,Brazil
4312,LOUD,Storm,,Brazil,,0,Brazil
4313,LOUD,tinowns,,Brazil,1997-05-06,0,Brazil
4314,LOUD Academy,Hugato,,Brazil,2003-09-04,0,Brazil
4315,LOUD Academy,Makes,,Brazil,,0,Brazil
4316,LOUD Academy,Ryaan,,Brazil,2005-04-15,0,Brazil
4317,LOUD Academy,Sant,,Brazil,,0,Brazil
4318,LOUD Academy,Sephis,,Brazil,1997-11-19,0,Brazil
4319,LOUD Academy,Vahvel,,Brazil,,0,Brazil
4320,Lourdes University,Ardyn,,United States,,0,North America
4321,Lourdes University,Lyons,,United States,,0,North America
4322,Lourdes University,Poryu,,United States,,0,North America
4323,Lourdes University,Rogue,,United States,,0,North America
4324,Lourdes University,Shinsei,,United States,,0,North America
4325,Lourdes University,snorlaxin,,United States,,0,North America
4326,Lourdes University,srgntcam,,United States,,0,North America
4327,Lourdes University,venkon,,United States,,0,North America
4328,LP Gaming,Aihgn,,Vietnam,,0,Vietnam
4329,LP Gaming,bByYoO,,Vietnam,,0,Vietnam
4330,LP Gaming,Escanor,,Vietnam,,0,Vietnam
4331,LP Gaming,Tofu,,Vietnam,,0,Vietnam
4332,LP Gaming,Twice,,Vietnam,,0,Vietnam
4333,Lunary,Cobble,France,,,0,EMEA
4334,Lunary,Le Roi Bisou,,France,1991-10-18,0,EMEA
4335,Lunary,Narkuss,,France,,0,EMEA
4336,Lunary,Sharkk,,France,,0,EMEA
4337,Lunary,Tioo,,France,,0,EMEA
4338,Lundqvist Lightside,Aqsept,,Sweden,2002-09-09,0,EMEA
4339,Lundqvist Lightside,Buchi,,Sweden,2005-11-24,0,EMEA
4340,Lundqvist Lightside,cracky,,Portugal,2001-02-01,0,EMEA
4341,Lundqvist Lightside,DrChaos,,Switzerland,2001-06-09,0,EMEA
4342,Lundqvist Lightside,Emp,,Sweden,2000-11-13,0,EMEA
4343,Lundqvist Lightside,Jakke13,,Sweden,,0,EMEA
4344,Lundqvist Lightside,Lofti,,Sweden,,0,EMEA
4345,Lundqvist Lightside,Nitjit,,France,,0,EMEA
4346,Lundqvist Lightside,Painful,,Sweden,,0,EMEA
4347,Machi Esports,BigBrother,"Taiwan,United States",Taiwan,1972-11-07,0,PCS
4348,Macko Academy,Corriragazzo,,Italy,2002-05-25,0,EMEA
4349,Macko Academy,Fiery,Italy,,,0,EMEA
4350,Macko Academy,Jokah,,Italy,2000-11-14,0,EMEA
4351,Macko Academy,Lawmoi,Italy,,2004-01-30,0,EMEA
4352,Macko Academy,Shakio,Italy,,,0,EMEA
4353,Macko Academy,xHikama,Italy,,2003-07-01,0,EMEA
4354,Macko Esports,ACD,,Estonia,2000-06-24,0,EMEA
4355,Macko Esports,Cboi,,Denmark,1998-08-19,0,EMEA
4356,Macko Esports,Click,,Italy,1997-11-22,0,EMEA
4357,Macko Esports,Rharesh,,Italy,1995-07-27,0,EMEA
4358,Macko Esports,Six10,,Sweden,,0,EMEA
4359,Macko Esports,Tash,,United Kingdom,,0,EMEA
4360,Macko Esports,Vzz,,Bulgaria,,0,EMEA
4361,Macko Esports,Zest,,Italy,,0,EMEA
4362,Mad Kings,Alex Mercer,,Peru,,0,Latin America
4363,Mad Kings,Drakarys,,Argentina,,0,Latin America
4364,Mad Kings,Get Gosu,,Peru,,0,Latin America
4365,Mad Kings,Yoyomax,,Peru,,0,Latin America
4366,MAD Lions,Aagie,,Spain,1996-12-29,0,EMEA
4367,MAD Lions,Achuu,,Denmark,1994-06-06,0,EMEA
4368,MAD Lions,Carzzy,,Czech Republic,2002-01-31,0,EMEA
4369,MAD Lions,Chasy,,South Korea,2001-04-20,0,EMEA
4370,MAD Lions,Elyoya,,Spain,2000-03-13,0,EMEA
4371,MAD Lions,Hylissang,,Bulgaria,1995-04-30,0,EMEA
4372,MAD Lions,Mac,,United Kingdom,1994-02-13,0,EMEA
4373,MAD Lions,Nisqy,"Belgium,Turkey",Belgium,1998-07-28,0,EMEA
4374,MAD Lions,Orome,,Romania,1998-01-16,0,EMEA
4375,MAD Lions,Pad,,Denmark,1993-02-27,0,EMEA
4376,MAD Lions,Zeph,,France,,0,EMEA
4377,MAGAZA,Becomin,,South Korea,,0,EMEA
4378,MAGAZA,Matterhorn,,Bulgaria,,0,EMEA
4379,MAGAZA,Piggy,,Portugal,2000-06-18,0,EMEA
4380,MAGAZA,Rickju,,Costa Rica,1995-09-23,0,EMEA
4381,MAGAZA,Simbz,,Bulgaria,,0,EMEA
4382,MAGAZA,taetsu,Germany,South Korea,,0,EMEA
4383,MAGAZA,v1SaG3,,Bulgaria,,0,EMEA
4384,Malvinas Rise,asta,,Brazil,2001-06-29,0,Latin America
4385,Malvinas Rise,Luco,,Argentina,1998-09-14,0,Latin America
4386,Malvinas Rise,Lyg,,Chile,2002-02-23,0,Latin America
4387,Malvinas Rise,Madge,,Brazil,,0,Latin America
4388,Malvinas Rise,Neadz,,Chile,2004-05-28,0,Latin America
4389,Malvinas Rise,Pipo,,Argentina,,0,Latin America
4390,Malvinas Rise,Zecas,,Brazil,2002-06-11,0,Latin America
4391,MAMMOTH,Chayon,,China,2000-08-20,0,PCS
4392,MAMMOTH,DaJeung,"South Korea,Australia",,,0,PCS
4393,MAMMOTH,District1,,Australia,,0,PCS
4394,MAMMOTH,Edubbay,,Australia,,0,PCS
4395,MAMMOTH,Entrust,"Taiwan,South Korea",Taiwan,,0,PCS
4396,MAMMOTH,Hexflash,,Australia,2001-12-05,0,PCS
4397,MAMMOTH,Sahil,,Australia,,0,PCS
4398,MAMMOTH,Souli,,Australia,,0,PCS
4399,MAMMOTH,Thien,,Australia,,0,PCS
4400,MAMMOTH,Yursan,,Taiwan,2001-05-22,0,PCS
4401,Maryville University,Azog,,United States,1997-08-14,0,North America
4402,Maryville University,Getback,,Australia,,0,North America
4403,Maryville University,Kachu,Canada,South Korea,2003-08-12,0,North America
4404,Maryville University,Kind Jungle,,United States,2000-09-04,0,North America
4405,Maryville University,Niles,,United States,1999-08-06,0,North America
4406,Maryville University,OddOrange,,United States,1998-04-17,0,North America
4407,Maryville University,ScaryJerry,,United States,,0,North America
4408,Maryville University,Shady,,United States,,0,North America
4409,Maryville University,TEEJ,,United States,,0,North America
4410,Maryville University,Zyko,,United States,,0,North America
4411,Masonic,Raxon,,Denmark,,0,Europe
4412,Maturalni Forsaken,GotzY,,Portugal,,0,EMEA
4413,Maturalni Forsaken,Hyper,,Poland,,0,EMEA
4414,Maturalni Forsaken,Jovian,,Greece,,0,EMEA
4415,Maturalni Forsaken,KroMAX,,Slovenia,,0,EMEA
4416,Maturalni Forsaken,LastSurvivor,,Poland,1999-10-01,0,EMEA
4417,Maturalni Forsaken,Lord,,Poland,,0,EMEA
4418,Maturalni Forsaken,nicolaiy,,Bulgaria,,0,EMEA
4419,Maturalni Forsaken,Ribu,,Poland,,0,EMEA
4420,Maturalni Forsaken,Zora,,Poland,2001-08-19,0,EMEA
4421,Maturalni Forsaken Academy,Gienek,,Poland,2003-07-05,0,EMEA
4422,Maturalni Forsaken Academy,HeavyDream,,Poland,,0,EMEA
4423,Maturalni Forsaken Academy,Mikkel,,Poland,2003-08-14,0,EMEA
4424,Maturalni Forsaken Academy,MNT,,Poland,,0,EMEA
4425,Maturalni Forsaken Academy,Raiser,,Poland,,0,EMEA
4426,Maturalni Forsaken Academy,Syntex,,Poland,,0,EMEA
4427,Maturalni Forsaken Academy,Toxicness,,Poland,1997-08-10,0,EMEA
4428,Maturalni Forsaken Academy,Witek,,Poland,,0,EMEA
4429,Maximal,Jerry,,Vietnam,2001-01-20,0,Vietnam
4430,Mayan Esports,Felkros,,Colombia,,0,Latin America
4431,Mayan Esports,Lenpace,,Guatemala,,1,Latin America
4432,Mayan Esports,Pablol,,Colombia,,0,Latin America
4433,Maycam Evolve,Capi1,,Argentina,,0,Latin America
4434,Maycam Evolve,griff,,Brazil,,0,Latin America
4435,Maycam Evolve,JackMarx,,Brazil,1993-11-16,0,Latin America
4436,Maycam Evolve,kuuhaku,,Brazil,,0,Latin America
4437,Maycam Evolve,Xam,,Argentina,,0,Latin America
4438,Maze Gaming,Antimagic,,Chile,2002-05-06,0,Latin America
4439,mCon esports,Boykuh,,Netherlands,2000-12-29,0,EMEA
4440,mCon esports,DoNotBlameMe,,Netherlands,1997-01-09,0,EMEA
4441,mCon esports,jbdutchowns,,Netherlands,1996-04-01,0,EMEA
4442,mCon esports,Jormag,,Belgium,2002-06-21,0,EMEA
4443,mCon esports,Kiss me,,Netherlands,,0,EMEA
4444,mCon esports,Mahonix,,Netherlands,2002-03-20,0,EMEA
4445,mCon esports,MaiYuk,Netherlands,China,2002-01-14,0,EMEA
4446,mCon esports,MrSleepzz,,Netherlands,1995-01-20,0,EMEA
4447,mCon esports,Slyv3r,,Netherlands,1992-12-21,0,EMEA
4448,Meavedron,buffi,,Poland,,0,EMEA
4449,Meavedron,Fikkle,,Poland,,0,EMEA
4450,Meavedron,GGiler,,Poland,,0,EMEA
4451,Meavedron,KoxTroll,,Poland,2003-10-16,0,EMEA
