,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
14086,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-01 10:00:00,SBTC Esports,Luxury Esports,2,0,1
14087,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-01 13:00:00,Saigon Buffalo,Team Secret (Vietnamese Team),2,0,1
3664,LEC 2022 Spring Playoffs,LoL EMEA Championship,LEC,2022-04-01 16:00:00,G2 Esports,Team Vitality,3,0,1
5176,LCK 2022 Spring Playoffs,LoL Champions Korea,LCK,2022-04-02 08:00:00,T1,Gen.G,3,1,1
13306,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-02 09:00:00,Frank Esports,Meta Falcon Team,3,0,1
14088,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-02 10:00:00,GAM Esports,Saigon Buffalo,2,0,1
15811,TCL 2022 Winter Playoffs,Turkish Championship League,TCL,2022-04-02 11:00:00,Galatasaray Esports,Dark Passage,3,1,1
14089,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-02 13:00:00,Burst The Sky Esports,Team Secret (Vietnamese Team),1,2,2
3665,LEC 2022 Spring Playoffs,LoL EMEA Championship,LEC,2022-04-02 15:00:00,Rogue (European Team),Fnatic,3,2,1
9269,CBLOL 2022 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2022-04-02 16:00:00,RED Canids,Liberty,3,2,1
11941,LLA 2022 Opening Playoffs,Liga Latinoamerica,LLA,2022-04-02 20:00:00,Rainbow7,Isurus,3,2,1
2694,LCS 2022 Spring Playoffs,League of Legends Championship Series,LCS,2022-04-02 20:30:00,Cloud9,100 Thieves,0,3,2
13307,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-03 09:00:00,Impunity,Beyond Gaming,0,3,2
11162,LJL 2022 Spring Playoffs,LoL Japan League,LJL,2022-04-03 09:00:00,DetonatioN FocusMe,Sengoku Gaming,3,0,1
14090,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-03 10:00:00,Team Flash.Vietnam,Luxury Esports,1,2,2
15812,TCL 2022 Winter Playoffs,Turkish Championship League,TCL,2022-04-03 11:00:00,Istanbul Wildcats,Team AURORA,3,0,1
14091,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-03 13:00:00,CERBERUS Esports (Vietnamese Team),SBTC Esports,0,2,2
3666,LEC 2022 Spring Playoffs,LoL EMEA Championship,LEC,2022-04-03 15:00:00,Misfits Gaming,G2 Esports,0,3,2
9270,CBLOL 2022 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2022-04-03 16:00:00,KaBuM! Esports,paiN Gaming,0,3,2
11942,LLA 2022 Opening Playoffs,Liga Latinoamerica,LLA,2022-04-03 19:00:00,Estral Esports,Rainbow7,3,2,1
2695,LCS 2022 Spring Playoffs,League of Legends Championship Series,LCS,2022-04-03 19:30:00,Team Liquid,Evil Geniuses.NA,3,2,1
11163,LJL 2022 Spring Playoffs,LoL Japan League,LJL,2022-04-06 09:00:00,Rascal Jester,Burning Core,3,1,1
13308,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-07 09:00:00,J Team,CTBC Flying Oyster,0,3,2
14092,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-07 10:00:00,GAM Esports,Luxury Esports,2,0,1
14093,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-07 13:00:00,Saigon Buffalo,SBTC Esports,2,0,1
11164,LJL 2022 Spring Playoffs,LoL Japan League,LJL,2022-04-08 09:00:00,Sengoku Gaming,Rascal Jester,3,2,1
13309,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-08 09:00:00,PSG Talon,Deep Cross Gaming,3,0,1
14094,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-08 10:00:00,Burst The Sky Esports,Team Flash.Vietnam,2,0,1
14095,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-08 13:00:00,CERBERUS Esports (Vietnamese Team),Team Secret (Vietnamese Team),1,2,2
13310,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-09 09:00:00,Beyond Gaming,J Team,2,3,2
14096,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-09 10:00:00,Luxury Esports,Team Secret (Vietnamese Team),0,2,2
15813,TCL 2022 Winter Playoffs,Turkish Championship League,TCL,2022-04-09 11:00:00,Istanbul Wildcats,Galatasaray Esports,3,0,1
14097,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-09 13:00:00,SBTC Esports,Team Flash.Vietnam,2,1,1
3667,LEC 2022 Spring Playoffs,LoL EMEA Championship,LEC,2022-04-09 15:00:00,Fnatic,G2 Esports,0,3,2
9271,CBLOL 2022 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2022-04-09 16:00:00,FURIA,RED Canids,1,3,2
2696,LCS 2022 Spring Playoffs,League of Legends Championship Series,LCS,2022-04-09 20:30:00,Cloud9,Golden Guardians,3,0,1
11165,LJL 2022 Spring Playoffs,LoL Japan League,LJL,2022-04-10 09:00:00,DetonatioN FocusMe,Sengoku Gaming,3,2,1
13311,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-10 09:00:00,Frank Esports,Deep Cross Gaming,0,3,2
14098,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-10 10:00:00,GAM Esports,Burst The Sky Esports,2,0,1
14099,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-10 13:00:00,Saigon Buffalo,CERBERUS Esports (Vietnamese Team),2,1,1
3668,LEC 2022 Spring Playoffs,LoL EMEA Championship,LEC,2022-04-10 15:00:00,Rogue (European Team),G2 Esports,0,3,2
9272,CBLOL 2022 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2022-04-10 16:00:00,KaBuM! Esports,RED Canids,1,3,2
2697,LCS 2022 Spring Playoffs,League of Legends Championship Series,LCS,2022-04-10 19:30:00,Evil Geniuses.NA,FlyQuest,3,1,1
7795,LPL 2022 Spring Playoffs,Tencent LoL Pro League,LPL,2022-04-12 09:00:00,Victory Five,Top Esports,2,3,2
14100,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-12 10:00:00,Team Secret (Vietnamese Team),Team Flash.Vietnam,2,0,1
14101,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-12 13:00:00,Luxury Esports,CERBERUS Esports (Vietnamese Team),0,2,2
7796,LPL 2022 Spring Playoffs,Tencent LoL Pro League,LPL,2022-04-13 09:00:00,Royal Never Give Up,JD Gaming,3,2,1
14102,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-13 10:00:00,Saigon Buffalo,Burst The Sky Esports,0,2,2
14103,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-04-13 13:00:00,SBTC Esports,GAM Esports,0,2,2
13312,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-14 09:00:00,PSG Talon,CTBC Flying Oyster,1,3,2
13313,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-15 09:00:00,Deep Cross Gaming,J Team,1,3,2
13314,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-16 09:00:00,PSG Talon,J Team,3,2,1
7797,LPL 2022 Spring Playoffs,Tencent LoL Pro League,LPL,2022-04-16 09:00:00,Victory Five,JD Gaming,3,1,1
14104,VCS 2022 Spring Playoffs,Vietnam Championship Series,VCS,2022-04-16 11:00:00,Team Secret (Vietnamese Team),CERBERUS Esports (Vietnamese Team),3,0,1
11943,LLA 2022 Opening Playoffs,Liga Latinoamerica,LLA,2022-04-16 19:00:00,Team Aze,Estral Esports,3,2,1
2698,LCS 2022 Spring Playoffs,League of Legends Championship Series,LCS,2022-04-16 20:30:00,Team Liquid,100 Thieves,2,3,2
13315,PCS 2022 Spring Playoffs,Pacific Championship Series,PCS,2022-04-17 09:00:00,CTBC Flying Oyster,PSG Talon,2,3,2
7798,LPL 2022 Spring Playoffs,Tencent LoL Pro League,LPL,2022-04-17 09:00:00,Top Esports,Royal Never Give Up,1,3,2
2699,LCS 2022 Spring Playoffs,League of Legends Championship Series,LCS,2022-04-17 19:30:00,Cloud9,Evil Geniuses.NA,0,3,2
7799,LPL 2022 Spring Playoffs,Tencent LoL Pro League,LPL,2022-04-20 09:00:00,Top Esports,Victory Five,3,1,1
14105,VCS 2022 Spring Playoffs,Vietnam Championship Series,VCS,2022-04-22 11:00:00,Saigon Buffalo,Team Secret (Vietnamese Team),3,2,1
7800,LPL 2022 Spring Playoffs,Tencent LoL Pro League,LPL,2022-04-23 09:30:00,Royal Never Give Up,Top Esports,3,2,1
9273,CBLOL 2022 Split 1 Playoffs,Circuit Brazilian League of Legends,CBLOL,2022-04-23 16:00:00,paiN Gaming,RED Canids,2,3,2
2700,LCS 2022 Spring Playoffs,League of Legends Championship Series,LCS,2022-04-23 19:00:00,Team Liquid,Evil Geniuses.NA,0,3,2
14106,VCS 2022 Spring Playoffs,Vietnam Championship Series,VCS,2022-04-24 11:00:00,GAM Esports,Saigon Buffalo,3,1,1
2701,LCS 2022 Spring Playoffs,League of Legends Championship Series,LCS,2022-04-24 19:30:00,100 Thieves,Evil Geniuses.NA,0,3,2
14169,VCS 2022 Summer Promotion,Vietnam Championship Series,VCS,2022-05-06 03:00:00,Burst The Sky Esports,Genius Esports,2,3,2
14170,VCS 2022 Summer Promotion,Vietnam Championship Series,VCS,2022-05-06 07:00:00,Team Flash.Vietnam,AS Esports,1,3,2
14171,VCS 2022 Summer Promotion,Vietnam Championship Series,VCS,2022-05-07 03:00:00,Burst The Sky Esports,Team Flash.Vietnam,3,1,1
14172,VCS 2022 Summer Promotion,Vietnam Championship Series,VCS,2022-05-07 07:00:00,Genius Esports,AS Esports,1,3,2
14173,VCS 2022 Summer Promotion,Vietnam Championship Series,VCS,2022-05-08 07:00:00,Genius Esports,Burst The Sky Esports,3,0,1
7801,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-10 09:00:00,Invictus Gaming,Weibo Gaming,1,2,2
7802,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-10 11:00:00,FunPlus Phoenix,EDward Gaming,1,2,2
7803,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-11 09:00:00,Anyone's Legend,Rare Atom,2,0,1
15622,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-11 11:00:00,Galatasaray Esports,Istanbul Wildcats,0,1,2
7804,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-11 11:00:00,JD Gaming,Top Esports,2,1,1
15623,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-11 12:00:00,NASR eSports Turkey,Fenerbahçe Esports,1,0,1
15624,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-11 13:00:00,Dark Passage,5 Ronin,1,0,1
15625,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-11 14:00:00,Beşiktaş Esports,SuperMassive Blaze,0,1,2
15626,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-11 15:00:00,Team AURORA,Galakticos,0,1,2
9274,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-11 16:00:00,paiN Gaming,RED Canids,0,1,2
9275,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-11 17:00:00,INTZ,Rensga Esports,1,0,1
9276,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-11 18:00:00,Liberty,Miners,1,0,1
9277,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-11 19:00:00,FURIA,KaBuM! Esports,1,0,1
11813,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-11 20:00:00,Estral Esports,Team Aze,1,0,1
9278,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-11 20:00:00,Flamengo Los Grandes,LOUD,0,1,2
11814,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-11 21:00:00,Globant Emerald,All Knights,0,1,2
11815,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-11 22:00:00,INFINITY,Rainbow7,0,1,2
7805,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-12 09:00:00,Ultra Prime,Oh My God,2,0,1
7806,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-12 11:00:00,LNG Esports,Bilibili Gaming,2,1,1
15627,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-12 11:00:00,SuperMassive Blaze,NASR eSports Turkey,0,1,2
15628,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-12 12:00:00,Fenerbahçe Esports,Galatasaray Esports,0,1,2
15629,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-12 13:00:00,Galakticos,Istanbul Wildcats,0,1,2
15630,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-12 14:00:00,5 Ronin,Team AURORA,0,1,2
15631,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-12 15:00:00,Dark Passage,Beşiktaş Esports,1,0,1
9279,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-12 16:00:00,FURIA,Liberty,1,0,1
9280,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-12 17:00:00,KaBuM! Esports,Flamengo Los Grandes,1,0,1
9281,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-12 18:00:00,Miners,INTZ,1,0,1
9282,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-12 19:00:00,LOUD,paiN Gaming,0,1,2
9283,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-12 20:00:00,Rensga Esports,RED Canids,0,1,2
11816,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-12 20:00:00,Estral Esports,INFINITY,1,0,1
11817,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-12 21:00:00,Globant Emerald,Isurus,0,1,2
11818,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-12 22:00:00,All Knights,Team Aze,0,1,2
7807,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-13 09:00:00,Invictus Gaming,FunPlus Phoenix,2,0,1
7808,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-13 11:00:00,Weibo Gaming,EDward Gaming,0,2,2
7809,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-14 09:00:00,JD Gaming,LGD Gaming,2,1,1
7810,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-14 11:00:00,Top Esports,Team WE,2,0,1
5177,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-15 08:00:00,Kwangdong Freecs,Hanwha Life Esports,2,1,1
7811,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-15 09:00:00,LNG Esports,Anyone's Legend,2,0,1
5178,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-15 11:00:00,Nongshim RedForce,DRX,0,2,2
7812,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-15 11:00:00,ThunderTalk Gaming,Victory Five,0,2,2
5179,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-16 08:00:00,KT Rolster,Gen.G,0,2,2
7813,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-16 09:00:00,Rare Atom,Oh My God,2,1,1
7814,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-16 11:00:00,Ultra Prime,Bilibili Gaming,1,2,2
5180,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-16 11:00:00,Fredit BRION,DWG KIA,0,2,2
5181,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-17 08:00:00,Liiv SANDBOX,Kwangdong Freecs,2,0,1
7815,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-17 09:00:00,EDward Gaming,JD Gaming,0,2,2
5182,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-17 11:00:00,T1,Nongshim RedForce,2,0,1
7816,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-17 11:00:00,Royal Never Give Up,FunPlus Phoenix,2,1,1
3669,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-17 16:00:00,Team Vitality,MAD Lions,0,1,2
3670,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-17 17:00:00,Team BDS,SK Gaming,0,1,2
3671,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-17 18:00:00,Misfits Gaming,Excel Esports,0,1,2
3672,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-17 19:00:00,G2 Esports,Astralis,1,0,1
3673,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-17 20:00:00,Rogue (European Team),Fnatic,0,1,2
2702,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-17 21:30:00,Evil Geniuses.NA,Cloud9,1,0,1
2703,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-17 22:30:00,Golden Guardians,FlyQuest,0,1,2
2704,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-17 23:30:00,100 Thieves,TSM,1,0,1
2705,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-18 00:30:00,Immortals,Team Liquid,0,1,2
2706,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-18 01:30:00,Dignitas,Counter Logic Gaming,0,1,2
7817,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-18 06:45:00,LGD Gaming,Victory Five,0,2,2
5183,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-18 08:00:00,Gen.G,Hanwha Life Esports,2,0,1
7818,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-18 09:00:00,Top Esports,Invictus Gaming,2,0,1
5184,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-18 11:00:00,DRX,Fredit BRION,2,0,1
7819,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-18 11:00:00,Team WE,Weibo Gaming,1,2,2
15632,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-18 11:00:00,NASR eSports Turkey,Dark Passage,1,0,1
15633,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-18 12:00:00,SuperMassive Blaze,Fenerbahçe Esports,1,0,1
15634,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-18 13:00:00,Istanbul Wildcats,5 Ronin,1,0,1
15635,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-18 14:00:00,Team AURORA,Beşiktaş Esports,0,1,2
3674,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-18 15:00:00,Team BDS,Astralis,0,1,2
15636,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-18 15:00:00,Galatasaray Esports,Galakticos,0,1,2
9284,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-18 16:00:00,LOUD,KaBuM! Esports,0,1,2
3675,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-18 16:00:00,SK Gaming,MAD Lions,0,1,2
9285,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-18 17:00:00,INTZ,FURIA,0,1,2
3676,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-18 17:00:00,Team Vitality,Misfits Gaming,1,0,1
3677,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-18 18:00:00,Fnatic,Excel Esports,0,1,2
9286,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-18 18:00:00,Liberty,Flamengo Los Grandes,0,1,2
9287,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-18 19:00:00,RED Canids,Miners,1,0,1
3678,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-18 19:00:00,Rogue (European Team),G2 Esports,0,1,2
9288,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-18 20:00:00,paiN Gaming,Rensga Esports,1,0,1
11819,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-18 20:00:00,Isurus,All Knights,0,1,2
2707,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-18 20:30:00,Cloud9,Golden Guardians,0,1,2
11820,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-18 21:00:00,INFINITY,Team Aze,0,1,2
2708,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-18 21:30:00,Dignitas,Team Liquid,0,1,2
11821,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-18 22:00:00,Globant Emerald,Rainbow7,0,1,2
2709,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-18 22:30:00,Evil Geniuses.NA,100 Thieves,1,0,1
11822,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-18 23:00:00,XTEN Esports,Estral Esports,0,1,2
2710,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-18 23:30:00,TSM,Counter Logic Gaming,0,1,2
2711,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-19 00:30:00,Immortals,FlyQuest,1,0,1
5185,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-19 08:00:00,KT Rolster,T1,1,2,2
7820,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-19 09:00:00,Anyone's Legend,Bilibili Gaming,2,0,1
15637,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-19 11:00:00,Team AURORA,NASR eSports Turkey,0,1,2
7821,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-19 11:00:00,LNG Esports,ThunderTalk Gaming,2,1,1
5186,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-19 11:00:00,DWG KIA,Liiv SANDBOX,2,0,1
15638,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-19 12:00:00,SuperMassive Blaze,Galatasaray Esports,1,0,1
15639,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-19 13:00:00,Fenerbahçe Esports,Dark Passage,0,1,2
15640,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-19 14:00:00,Galakticos,5 Ronin,1,0,1
15641,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-19 15:00:00,Istanbul Wildcats,Beşiktaş Esports,1,0,1
3679,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-19 15:00:00,Misfits Gaming,Astralis,0,1,2
3680,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-19 16:00:00,Team Vitality,Team BDS,1,0,1
9289,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-19 16:00:00,LOUD,Liberty,1,0,1
3681,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-19 17:00:00,SK Gaming,Fnatic,0,1,2
9290,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-19 17:00:00,KaBuM! Esports,paiN Gaming,0,1,2
9291,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-19 18:00:00,Flamengo Los Grandes,INTZ,1,0,1
3682,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-19 18:00:00,G2 Esports,Excel Esports,1,0,1
3683,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-19 19:00:00,Rogue (European Team),MAD Lions,1,0,1
9292,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-19 19:00:00,FURIA,RED Canids,1,0,1
2712,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-19 19:30:00,100 Thieves,Dignitas,1,0,1
9293,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-19 20:00:00,Miners,Rensga Esports,1,0,1
11823,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-19 20:00:00,INFINITY,All Knights,1,0,1
2713,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-19 20:30:00,FlyQuest,Evil Geniuses.NA,0,1,2
11824,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-19 21:00:00,Estral Esports,Globant Emerald,1,0,1
2714,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-19 21:30:00,Team Liquid,Cloud9,1,0,1
11825,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-19 22:00:00,Isurus,Rainbow7,1,0,1
2715,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-19 22:30:00,Counter Logic Gaming,Golden Guardians,1,0,1
11826,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-19 23:00:00,XTEN Esports,Team Aze,1,0,1
2716,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-19 23:30:00,TSM,Immortals,1,0,1
7822,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-20 09:00:00,Oh My God,JD Gaming,1,2,2
7823,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-20 11:00:00,Ultra Prime,Rare Atom,2,1,1
7824,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-21 09:00:00,Victory Five,FunPlus Phoenix,2,0,1
7825,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-21 11:00:00,Royal Never Give Up,Weibo Gaming,2,1,1
5187,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-22 08:00:00,Gen.G,DWG KIA,2,1,1
7826,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-22 09:00:00,Invictus Gaming,EDward Gaming,1,2,2
7827,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-22 11:00:00,Top Esports,Bilibili Gaming,2,0,1
5188,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-22 11:00:00,Fredit BRION,KT Rolster,0,2,2
5189,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-23 08:00:00,Kwangdong Freecs,Nongshim RedForce,0,2,2
7828,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-23 09:00:00,Anyone's Legend,LGD Gaming,0,2,2
5190,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-23 11:00:00,T1,Liiv SANDBOX,2,0,1
7829,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-23 11:00:00,ThunderTalk Gaming,Team WE,2,0,1
5191,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-24 08:00:00,Hanwha Life Esports,DRX,1,2,2
11166,LJL 2022 Summer,LoL Japan League,LJL,2022-06-24 09:00:00,Fukuoka SoftBank HAWKS gaming,Rascal Jester,0,1,2
7830,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-24 09:00:00,Oh My God,LNG Esports,2,1,1
11167,LJL 2022 Summer,LoL Japan League,LJL,2022-06-24 10:00:00,AXIZ,V3 Esports,1,0,1
5192,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-24 11:00:00,Fredit BRION,Gen.G,0,2,2
11168,LJL 2022 Summer,LoL Japan League,LJL,2022-06-24 11:00:00,Burning Core,Crest Gaming Act,0,1,2
7831,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-24 11:00:00,JD Gaming,Ultra Prime,2,1,1
11169,LJL 2022 Summer,LoL Japan League,LJL,2022-06-24 12:00:00,DetonatioN FocusMe,Sengoku Gaming,0,1,2
3684,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-24 16:00:00,SK Gaming,Astralis,0,1,2
3685,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-24 17:00:00,Team Vitality,Excel Esports,0,1,2
3686,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-24 18:00:00,Rogue (European Team),Misfits Gaming,1,0,1
3687,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-24 19:00:00,Team BDS,G2 Esports,1,0,1
