,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
3688,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-24 20:00:00,MAD Lions,Fnatic,1,0,1
11827,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-24 20:00:00,XTEN Esports,Isurus,0,1,2
11828,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-24 21:00:00,XTEN Esports,Rainbow7,1,0,1
7832,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-25 06:45:00,Rare Atom,Weibo Gaming,1,2,2
5193,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-25 08:00:00,DWG KIA,T1,0,2,2
7833,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-25 09:00:00,FunPlus Phoenix,Top Esports,1,2,2
5194,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-25 11:00:00,Liiv SANDBOX,KT Rolster,2,0,1
15642,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-25 11:00:00,Team AURORA,Fenerbahçe Esports,1,0,1
7834,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-25 11:00:00,Victory Five,Royal Never Give Up,2,1,1
15643,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-25 12:00:00,SuperMassive Blaze,Dark Passage,0,1,2
15644,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-25 13:00:00,NASR eSports Turkey,Istanbul Wildcats,1,0,1
15645,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-25 14:00:00,Galatasaray Esports,5 Ronin,1,0,1
15646,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-25 15:00:00,Galakticos,Beşiktaş Esports,1,0,1
3689,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-25 15:00:00,SK Gaming,Misfits Gaming,0,1,2
3690,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-25 16:00:00,MAD Lions,Excel Esports,0,1,2
9294,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-25 16:00:00,INTZ,LOUD,0,1,2
9295,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-25 17:00:00,paiN Gaming,Miners,1,0,1
3691,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-25 17:00:00,Rogue (European Team),Astralis,1,0,1
3692,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-25 18:00:00,Team BDS,Fnatic,0,1,2
9296,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-25 18:00:00,RED Canids,Flamengo Los Grandes,1,0,1
9297,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-25 19:00:00,Liberty,KaBuM! Esports,1,0,1
3693,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-06-25 19:00:00,Team Vitality,G2 Esports,0,1,2
9298,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-25 20:00:00,Rensga Esports,FURIA,1,0,1
11829,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-25 20:00:00,Estral Esports,Isurus,0,1,2
2717,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-25 20:30:00,Dignitas,Cloud9,0,1,2
11830,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-25 21:00:00,Rainbow7,All Knights,0,1,2
2718,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-25 21:30:00,100 Thieves,Golden Guardians,1,0,1
11831,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-25 22:00:00,Globant Emerald,Team Aze,0,1,2
2719,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-25 22:30:00,TSM,Team Liquid,1,0,1
11832,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-25 23:00:00,XTEN Esports,INFINITY,0,1,2
2720,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-25 23:30:00,Evil Geniuses.NA,Immortals,1,0,1
2721,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-26 00:30:00,FlyQuest,Counter Logic Gaming,1,0,1
5195,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-26 08:00:00,Hanwha Life Esports,Nongshim RedForce,1,2,2
7835,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-26 09:00:00,Invictus Gaming,Anyone's Legend,1,2,2
11170,LJL 2022 Summer,LoL Japan League,LJL,2022-06-26 09:00:00,Burning Core,Fukuoka SoftBank HAWKS gaming,0,1,2
11171,LJL 2022 Summer,LoL Japan League,LJL,2022-06-26 10:00:00,Sengoku Gaming,Crest Gaming Act,1,0,1
11172,LJL 2022 Summer,LoL Japan League,LJL,2022-06-26 11:00:00,DetonatioN FocusMe,V3 Esports,1,0,1
15647,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-26 11:00:00,Fenerbahçe Esports,Istanbul Wildcats,0,1,2
5196,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-26 11:00:00,DRX,Kwangdong Freecs,2,0,1
7836,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-26 11:00:00,EDward Gaming,Bilibili Gaming,2,1,1
15648,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-26 12:00:00,Team AURORA,SuperMassive Blaze,1,0,1
11173,LJL 2022 Summer,LoL Japan League,LJL,2022-06-26 12:00:00,Rascal Jester,AXIZ,0,1,2
15649,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-26 13:00:00,Beşiktaş Esports,5 Ronin,1,0,1
15650,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-26 14:00:00,NASR eSports Turkey,Galakticos,1,0,1
15651,TCL 2022 Summer,Turkish Championship League,TCL,2022-06-26 15:00:00,Galatasaray Esports,Dark Passage,0,1,2
9299,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-26 16:00:00,Liberty,paiN Gaming,1,0,1
9300,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-26 17:00:00,LOUD,RED Canids,0,1,2
9301,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-26 18:00:00,FURIA,Miners,1,0,1
9302,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-26 19:00:00,Flamengo Los Grandes,Rensga Esports,1,0,1
2722,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-26 19:30:00,Golden Guardians,TSM,1,0,1
9303,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-06-26 20:00:00,KaBuM! Esports,INTZ,1,0,1
11833,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-26 20:00:00,INFINITY,Globant Emerald,1,0,1
2723,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-26 20:30:00,Team Liquid,FlyQuest,1,0,1
11834,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-26 21:00:00,Estral Esports,Rainbow7,0,1,2
2724,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-26 21:30:00,Cloud9,100 Thieves,1,0,1
11835,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-26 22:00:00,Isurus,Team Aze,1,0,1
2725,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-26 22:30:00,Counter Logic Gaming,Evil Geniuses.NA,1,0,1
11836,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-06-26 23:00:00,XTEN Esports,All Knights,1,0,1
2726,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-06-26 23:30:00,Immortals,Dignitas,0,1,2
7837,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-27 09:00:00,Oh My God,LGD Gaming,2,0,1
7838,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-27 11:00:00,JD Gaming,ThunderTalk Gaming,2,0,1
7839,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-28 09:00:00,Victory Five,Team WE,2,0,1
7840,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-28 11:00:00,LNG Esports,Top Esports,0,2,2
5197,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-29 08:00:00,Liiv SANDBOX,DRX,2,1,1
7841,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-29 09:00:00,Rare Atom,FunPlus Phoenix,0,2,2
11174,LJL 2022 Summer,LoL Japan League,LJL,2022-06-29 09:00:00,Burning Core,Rascal Jester,1,0,1
11175,LJL 2022 Summer,LoL Japan League,LJL,2022-06-29 10:00:00,DetonatioN FocusMe,AXIZ,1,0,1
5198,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-29 11:00:00,Kwangdong Freecs,T1,2,1,1
11176,LJL 2022 Summer,LoL Japan League,LJL,2022-06-29 11:00:00,Sengoku Gaming,Fukuoka SoftBank HAWKS gaming,1,0,1
7842,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-29 11:00:00,Weibo Gaming,Ultra Prime,2,0,1
11177,LJL 2022 Summer,LoL Japan League,LJL,2022-06-29 12:00:00,Crest Gaming Act,V3 Esports,1,0,1
5199,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-30 08:00:00,Fredit BRION,Hanwha Life Esports,1,2,2
7843,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-30 09:00:00,Bilibili Gaming,Invictus Gaming,2,1,1
5200,LCK 2022 Summer,LoL Champions Korea,LCK,2022-06-30 11:00:00,Nongshim RedForce,Gen.G,0,2,2
7844,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-06-30 11:00:00,Royal Never Give Up,Oh My God,2,1,1
5201,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-01 08:00:00,KT Rolster,DWG KIA,0,2,2
13316,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-01 09:00:00,PSG Talon,CTBC Flying Oyster,1,0,1
11178,LJL 2022 Summer,LoL Japan League,LJL,2022-07-01 09:00:00,Fukuoka SoftBank HAWKS gaming,Crest Gaming Act,1,0,1
7845,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-01 09:00:00,EDward Gaming,ThunderTalk Gaming,2,0,1
11179,LJL 2022 Summer,LoL Japan League,LJL,2022-07-01 10:00:00,AXIZ,Sengoku Gaming,0,1,2
13317,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-01 10:00:00,Impunity,Dewish Team,1,0,1
13318,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-01 11:00:00,Meta Falcon Team,Beyond Gaming,0,1,2
7846,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-01 11:00:00,Anyone's Legend,Victory Five,1,2,2
11180,LJL 2022 Summer,LoL Japan League,LJL,2022-07-01 11:00:00,Burning Core,DetonatioN FocusMe,0,1,2
5202,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-01 11:00:00,T1,DRX,2,0,1
11181,LJL 2022 Summer,LoL Japan League,LJL,2022-07-01 12:00:00,V3 Esports,Rascal Jester,0,1,2
13319,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-01 12:00:00,SEM9,Frank Esports,0,1,2
13320,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-01 13:00:00,Deep Cross Gaming,J Team,0,1,2
3694,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-01 16:00:00,Team BDS,Misfits Gaming,0,1,2
3695,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-01 17:00:00,Team Vitality,SK Gaming,1,0,1
3696,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-01 18:00:00,Rogue (European Team),Excel Esports,1,0,1
3697,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-01 19:00:00,Fnatic,Astralis,1,0,1
3698,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-01 20:00:00,MAD Lions,G2 Esports,1,0,1
7847,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-02 06:45:00,LNG Esports,LGD Gaming,2,1,1
5203,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-02 08:00:00,Liiv SANDBOX,Fredit BRION,2,0,1
13321,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-02 09:00:00,SEM9,Beyond Gaming,0,1,2
7848,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-02 09:00:00,FunPlus Phoenix,JD Gaming,2,1,1
13322,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-02 10:00:00,Impunity,Frank Esports,0,1,2
15652,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-02 11:00:00,Galakticos,Fenerbahçe Esports,0,1,2
5204,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-02 11:00:00,Gen.G,Kwangdong Freecs,2,0,1
7849,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-02 11:00:00,Weibo Gaming,Top Esports,1,2,2
13323,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-02 11:00:00,J Team,Dewish Team,1,0,1
15653,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-02 12:00:00,Team AURORA,Dark Passage,0,1,2
13324,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-02 12:00:00,PSG Talon,Deep Cross Gaming,1,0,1
13325,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-02 13:00:00,CTBC Flying Oyster,Meta Falcon Team,1,0,1
15654,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-02 13:00:00,NASR eSports Turkey,5 Ronin,1,0,1
15655,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-02 14:00:00,SuperMassive Blaze,Istanbul Wildcats,1,0,1
3699,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-02 15:00:00,Team BDS,Excel Esports,0,1,2
15656,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-02 15:00:00,Galatasaray Esports,Beşiktaş Esports,0,1,2
3700,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-02 16:00:00,SK Gaming,Rogue (European Team),0,1,2
9304,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-02 16:00:00,Miners,Flamengo Los Grandes,1,0,1
3701,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-02 17:00:00,Team Vitality,Astralis,1,0,1
9305,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-02 17:00:00,Rensga Esports,LOUD,0,1,2
3702,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-02 18:00:00,Misfits Gaming,MAD Lions,1,0,1
9306,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-02 18:00:00,RED Canids,KaBuM! Esports,1,0,1
9307,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-02 19:00:00,paiN Gaming,FURIA,1,0,1
3703,LEC 2022 Summer,LoL EMEA Championship,LEC,2022-07-02 19:00:00,G2 Esports,Fnatic,0,1,2
9308,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-02 20:00:00,INTZ,Liberty,0,1,2
2727,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-02 20:30:00,TSM,Evil Geniuses.NA,0,1,2
2728,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-02 21:30:00,FlyQuest,Dignitas,1,0,1
2729,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-02 22:30:00,100 Thieves,Team Liquid,1,0,1
2730,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-02 23:30:00,Golden Guardians,Immortals,1,0,1
2731,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-03 00:30:00,Counter Logic Gaming,Cloud9,0,1,2
5205,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-03 08:00:00,DWG KIA,Nongshim RedForce,2,0,1
11182,LJL 2022 Summer,LoL Japan League,LJL,2022-07-03 09:00:00,V3 Esports,Burning Core,0,1,2
7850,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-03 09:00:00,Rare Atom,Team WE,2,1,1
13326,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-03 09:00:00,Deep Cross Gaming,Impunity,1,0,1
13327,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-03 10:00:00,Dewish Team,Meta Falcon Team,0,1,2
11183,LJL 2022 Summer,LoL Japan League,LJL,2022-07-03 10:00:00,Sengoku Gaming,Rascal Jester,1,0,1
13328,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-03 11:00:00,J Team,SEM9,1,0,1
5206,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-03 11:00:00,KT Rolster,Hanwha Life Esports,2,0,1
7851,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-03 11:00:00,Ultra Prime,Royal Never Give Up,0,2,2
11184,LJL 2022 Summer,LoL Japan League,LJL,2022-07-03 11:00:00,Fukuoka SoftBank HAWKS gaming,AXIZ,1,0,1
15657,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-03 11:00:00,NASR eSports Turkey,Beşiktaş Esports,1,0,1
11185,LJL 2022 Summer,LoL Japan League,LJL,2022-07-03 12:00:00,Crest Gaming Act,DetonatioN FocusMe,0,1,2
15658,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-03 12:00:00,Fenerbahçe Esports,5 Ronin,1,0,1
13329,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-03 12:00:00,Beyond Gaming,PSG Talon,1,0,1
13330,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-03 13:00:00,Frank Esports,CTBC Flying Oyster,0,1,2
15659,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-03 13:00:00,SuperMassive Blaze,Galakticos,0,1,2
15660,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-03 14:00:00,Team AURORA,Galatasaray Esports,0,1,2
15661,TCL 2022 Summer,Turkish Championship League,TCL,2022-07-03 15:00:00,Istanbul Wildcats,Dark Passage,1,0,1
9309,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-03 16:00:00,KaBuM! Esports,Rensga Esports,1,0,1
9310,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-03 17:00:00,Liberty,RED Canids,0,1,2
9311,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-03 18:00:00,INTZ,paiN Gaming,0,1,2
9312,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-03 19:00:00,LOUD,Miners,1,0,1
2732,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-03 19:30:00,Dignitas,TSM,1,0,1
9313,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-03 20:00:00,Flamengo Los Grandes,FURIA,0,1,2
2733,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-03 20:30:00,Evil Geniuses.NA,Golden Guardians,1,0,1
2734,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-03 21:30:00,Cloud9,FlyQuest,0,1,2
2735,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-03 22:30:00,Team Liquid,Counter Logic Gaming,1,0,1
2736,LCS 2022 Summer,League of Legends Championship Series,LCS,2022-07-03 23:30:00,Immortals,100 Thieves,0,1,2
7852,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-04 09:00:00,ThunderTalk Gaming,Bilibili Gaming,2,1,1
7853,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-04 11:00:00,Oh My God,EDward Gaming,2,1,1
7854,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-05 09:00:00,Invictus Gaming,LNG Esports,0,2,2
7855,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-05 11:00:00,Weibo Gaming,Anyone's Legend,1,2,2
5207,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-06 08:00:00,Nongshim RedForce,KT Rolster,1,2,2
11186,LJL 2022 Summer,LoL Japan League,LJL,2022-07-06 09:00:00,V3 Esports,Sengoku Gaming,0,1,2
7856,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-06 09:00:00,FunPlus Phoenix,LGD Gaming,2,1,1
11187,LJL 2022 Summer,LoL Japan League,LJL,2022-07-06 10:00:00,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,0,1,2
5208,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-06 11:00:00,Kwangdong Freecs,Fredit BRION,2,0,1
7857,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-06 11:00:00,Victory Five,Rare Atom,2,0,1
11188,LJL 2022 Summer,LoL Japan League,LJL,2022-07-06 11:00:00,AXIZ,Burning Core,0,1,2
11189,LJL 2022 Summer,LoL Japan League,LJL,2022-07-06 12:00:00,Rascal Jester,Crest Gaming Act,1,0,1
5209,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-07 08:00:00,DWG KIA,DRX,1,2,2
14107,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-07 10:00:00,Team Whales,AS Esports,2,0,1
5210,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-07 11:00:00,Hanwha Life Esports,Liiv SANDBOX,1,2,2
14108,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-07 13:00:00,GAM Esports,SBTC Esports,1,2,2
5211,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-08 08:00:00,Gen.G,T1,1,2,2
11190,LJL 2022 Summer,LoL Japan League,LJL,2022-07-08 09:00:00,Crest Gaming Act,AXIZ,1,0,1
13331,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-08 09:00:00,Impunity,CTBC Flying Oyster,0,1,2
7858,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-08 09:00:00,Team WE,Oh My God,1,2,2
13332,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-08 10:00:00,Beyond Gaming,Dewish Team,1,0,1
14109,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-08 10:00:00,Saigon Buffalo,CERBERUS Esports (Vietnamese Team),0,2,2
11191,LJL 2022 Summer,LoL Japan League,LJL,2022-07-08 10:00:00,Sengoku Gaming,Burning Core,1,0,1
13333,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-08 11:00:00,PSG Talon,SEM9,1,0,1
7859,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-08 11:00:00,LNG Esports,JD Gaming,1,2,2
5212,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-08 11:00:00,Kwangdong Freecs,KT Rolster,2,1,1
11192,LJL 2022 Summer,LoL Japan League,LJL,2022-07-08 11:00:00,Rascal Jester,DetonatioN FocusMe,0,1,2
11193,LJL 2022 Summer,LoL Japan League,LJL,2022-07-08 12:00:00,V3 Esports,Fukuoka SoftBank HAWKS gaming,0,1,2
13334,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-08 12:00:00,J Team,Frank Esports,1,0,1
13335,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-08 13:00:00,Deep Cross Gaming,Meta Falcon Team,1,0,1
14110,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-08 13:00:00,Team Secret (Vietnamese Team),Genius Esports,2,1,1
7860,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-09 06:45:00,Anyone's Legend,Ultra Prime,2,0,1
5213,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-09 08:00:00,Nongshim RedForce,Liiv SANDBOX,0,2,2
13336,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-09 09:00:00,Meta Falcon Team,J Team,0,1,2
7861,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-09 09:00:00,Bilibili Gaming,Weibo Gaming,1,2,2
14111,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-09 10:00:00,GAM Esports,AS Esports,2,0,1
13337,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-09 10:00:00,Dewish Team,PSG Talon,0,1,2
5214,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-09 11:00:00,Hanwha Life Esports,DWG KIA,0,2,2
7862,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-09 11:00:00,Top Esports,Royal Never Give Up,2,1,1
13338,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-09 11:00:00,CTBC Flying Oyster,Deep Cross Gaming,0,1,2
13339,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-09 12:00:00,SEM9,Impunity,0,1,2
14112,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-09 13:00:00,SBTC Esports,Genius Esports,2,1,1
13340,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-09 13:00:00,Frank Esports,Beyond Gaming,1,0,1
9314,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-09 16:00:00,RED Canids,INTZ,1,0,1
9315,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-09 17:00:00,FURIA,LOUD,1,0,1
9316,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-09 18:00:00,Rensga Esports,Liberty,0,1,2
9317,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-09 19:00:00,paiN Gaming,Flamengo Los Grandes,1,0,1
9318,CBLOL 2022 Split 2,Circuit Brazilian League of Legends,CBLOL,2022-07-09 20:00:00,Miners,KaBuM! Esports,0,1,2
11837,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-09 20:00:00,Rainbow7,Team Aze,1,0,1
11838,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-09 21:00:00,Estral Esports,All Knights,1,0,1
11839,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-09 22:00:00,INFINITY,Isurus,0,1,2
11840,LLA 2022 Closing,Liga Latinoamerica,LLA,2022-07-09 23:00:00,XTEN Esports,Globant Emerald,1,0,1
5215,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-10 08:00:00,DRX,Gen.G,0,2,2
13341,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-10 09:00:00,Meta Falcon Team,SEM9,1,0,1
7863,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-10 09:00:00,ThunderTalk Gaming,Invictus Gaming,2,1,1
11194,LJL 2022 Summer,LoL Japan League,LJL,2022-07-10 09:00:00,Rascal Jester,Sengoku Gaming,0,1,2
13342,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-10 10:00:00,Beyond Gaming,Impunity,0,1,2
11195,LJL 2022 Summer,LoL Japan League,LJL,2022-07-10 10:00:00,AXIZ,Fukuoka SoftBank HAWKS gaming,0,1,2
14113,VCS 2022 Summer,Vietnam Championship Series,VCS,2022-07-10 10:00:00,Team Secret (Vietnamese Team),Saigon Buffalo,2,1,1
7864,LPL 2022 Summer,Tencent LoL Pro League,LPL,2022-07-10 11:00:00,EDward Gaming,Victory Five,0,2,2
11196,LJL 2022 Summer,LoL Japan League,LJL,2022-07-10 11:00:00,Burning Core,V3 Esports,1,0,1
5216,LCK 2022 Summer,LoL Champions Korea,LCK,2022-07-10 11:00:00,T1,Fredit BRION,2,0,1
13343,PCS 2022 Summer,Pacific Championship Series,PCS,2022-07-10 11:00:00,Deep Cross Gaming,Frank Esports,1,0,1
11197,LJL 2022 Summer,LoL Japan League,LJL,2022-07-10 12:00:00,DetonatioN FocusMe,Crest Gaming Act,1,0,1
